county,precinct,office,district,party,candidate,votes,absentee/mail,provisional,election_day
Westmoreland,IRWIN BORO 6TH WARD,President,,REP,Donald J. Trump,236,36,0,200
Westmoreland,IRWIN BORO 7TH WARD,President,,REP,Donald J. Trump,296,36,0,260
Westmoreland,JEANNETTE 1ST WARD,President,,REP,Donald J. Trump,81,18,1,62
Westmoreland,JEANNETTE 2-1,President,,REP,Donald J. Trump,111,11,0,100
Westmoreland,JEANNETTE 2-2,President,,REP,Donald J. Trump,272,41,5,226
Westmoreland,JEANNETTE 3RD WARD,President,,REP,Donald J. Trump,442,59,2,381
Westmoreland,JEANNETTE 4TH WARD,President,,REP,Donald J. Trump,63,11,0,52
Westmoreland,JEANNETTE 5-1,President,,REP,Donald J. Trump,291,41,3,247
Westmoreland,JEANNETTE 5-2,President,,REP,Donald J. Trump,595,82,1,512
Westmoreland,JEANNETTE 6TH WARD,President,,REP,Donald J. Trump,700,127,6,567
Westmoreland,LATROBE 1ST WARD,President,,REP,Donald J. Trump,612,84,3,525
Westmoreland,LATROBE 2ND WARD,President,,REP,Donald J. Trump,303,44,3,256
Westmoreland,LATROBE 3RD WARD,President,,REP,Donald J. Trump,450,70,3,377
Westmoreland,LATROBE 4TH WARD,President,,REP,Donald J. Trump,459,58,1,400
Westmoreland,LATROBE 5TH WARD,President,,REP,Donald J. Trump,406,57,1,348
Westmoreland,LATROBE 6TH WARD,President,,REP,Donald J. Trump,316,50,3,263
Westmoreland,LAUREL MOUNTAIN BORO,President,,REP,Donald J. Trump,46,12,0,34
Westmoreland,LIGONIER BORO,President,,REP,Donald J. Trump,554,114,1,439
Westmoreland,LIGONIER TOWNSHIP IDLE PARK,President,,REP,Donald J. Trump,618,105,0,513
Westmoreland,LIGONIER TOWNSHIP LAUGHLINTOWN,President,,REP,Donald J. Trump,236,27,0,209
Westmoreland,LIGONIER TOWNSHIP NORTH LIGONIER,President,,REP,Donald J. Trump,867,181,6,680
Westmoreland,LIGONIER TOWNSHIP SOUTH LIGONIER,President,,REP,Donald J. Trump,297,44,2,251
Westmoreland,LIGONIER TOWNSHIP WATERFORD,President,,REP,Donald J. Trump,476,58,3,415
Westmoreland,LIGONIER TOWNSHIP WILPEN,President,,REP,Donald J. Trump,193,16,1,176
Westmoreland,LOWER BURRELL 1-1,President,,REP,Donald J. Trump,688,82,3,603
Westmoreland,LOWER BURRELL 1-2,President,,REP,Donald J. Trump,812,131,0,681
Westmoreland,LOWER BURRELL 2-1,President,,REP,Donald J. Trump,419,59,5,355
Westmoreland,LOWER BURRELL 2-2,President,,REP,Donald J. Trump,407,41,2,364
Westmoreland,LOWER BURRELL 2-3,President,,REP,Donald J. Trump,292,33,1,258
Westmoreland,LOWER BURRELL 3-1,President,,REP,Donald J. Trump,671,109,5,557
Westmoreland,LOWER BURRELL 3-2,President,,REP,Donald J. Trump,267,30,3,234
Westmoreland,LOWER BURRELL 4-1,President,,REP,Donald J. Trump,423,57,1,365
Westmoreland,LOWER BURRELL 4-2,President,,REP,Donald J. Trump,481,98,4,379
Westmoreland,LOYALHANNA TOWNSHIP NO 1,President,,REP,Donald J. Trump,558,63,7,488
Westmoreland,LOYALHANNA TOWNSHIP NO 2,President,,REP,Donald J. Trump,233,36,0,197
Westmoreland,MADISON BORO,President,,REP,Donald J. Trump,167,11,0,156
Westmoreland,MANOR BORO,President,,REP,Donald J. Trump,1378,316,2,1060
Westmoreland,MONESSEN 1-1,President,,REP,Donald J. Trump,146,17,1,128
Westmoreland,MONESSEN 1-2,President,,REP,Donald J. Trump,51,4,2,45
Westmoreland,MONESSEN 1-3,President,,REP,Donald J. Trump,52,10,0,42
Westmoreland,MONESSEN 1-4,President,,REP,Donald J. Trump,216,31,0,185
Westmoreland,MONESSEN 1-5,President,,REP,Donald J. Trump,299,55,0,244
Westmoreland,MONESSEN 2-1,President,,REP,Donald J. Trump,16,3,0,13
Westmoreland,MONESSEN 2-2,President,,REP,Donald J. Trump,34,7,0,27
Westmoreland,MONESSEN 2-3,President,,REP,Donald J. Trump,30,5,0,25
Westmoreland,MONESSEN 3-2,President,,REP,Donald J. Trump,36,2,0,34
Westmoreland,MONESSEN 3-3,President,,REP,Donald J. Trump,79,13,0,66
Westmoreland,MONESSEN 3-4,President,,REP,Donald J. Trump,109,14,1,94
Westmoreland,MONESSEN 4-2,President,,REP,Donald J. Trump,210,34,1,175
Westmoreland,MONESSEN 4-3,President,,REP,Donald J. Trump,387,55,0,332
Westmoreland,MT. PLEASANT BORO 1ST WARD,President,,REP,Donald J. Trump,449,53,9,387
Westmoreland,MT. PLEASANT BORO 2ND WARD,President,,REP,Donald J. Trump,429,42,0,387
Westmoreland,MT. PLEASANT BORO 3RD WARD,President,,REP,Donald J. Trump,476,57,0,419
Westmoreland,MT. PLEASANT TOWNSHIP BRIDGEPORT,President,,REP,Donald J. Trump,125,17,0,108
Westmoreland,MT. PLEASANT TOWNSHIP DUNCAN,President,,REP,Donald J. Trump,407,69,3,335
Westmoreland,MT. PLEASANT TOWNSHIP HECLA,President,,REP,Donald J. Trump,502,68,1,433
Westmoreland,MT. PLEASANT TOWNSHIP LAUREL RUN,President,,REP,Donald J. Trump,520,77,3,440
Westmoreland,MT. PLEASANT TOWNSHIP MAMMOTH,President,,REP,Donald J. Trump,341,29,0,312
Westmoreland,MT. PLEASANT TOWNSHIP PLEASANT VALLEY,President,,REP,Donald J. Trump,485,59,1,425
Westmoreland,MT. PLEASANT TOWNSHIP RIDGEVIEW,President,,REP,Donald J. Trump,308,37,1,270
Westmoreland,MT. PLEASANT TOWNSHIP SPRING GARDEN,President,,REP,Donald J. Trump,838,144,3,691
Westmoreland,MT. PLEASANT TOWNSHIP UNITED,President,,REP,Donald J. Trump,421,67,1,353
Westmoreland,MT. PLEASANT TOWNSHIP WESTMORELAND HOMESTEADS,President,,REP,Donald J. Trump,653,94,3,556
Westmoreland,MURRYSVILLE EAST MANORDALE,President,,REP,Donald J. Trump,1126,277,17,832
Westmoreland,MURRYSVILLE EAST MURRYSVILLE,President,,REP,Donald J. Trump,671,119,3,549
Westmoreland,MURRYSVILLE MANORDALE,President,,REP,Donald J. Trump,907,224,3,680
Westmoreland,MURRYSVILLE NEWLONSBURG 1,President,,REP,Donald J. Trump,822,284,1,537
Westmoreland,MURRYSVILLE NEWLONSBURG 2,President,,REP,Donald J. Trump,996,344,4,648
Westmoreland,MURRYSVILLE SARDIS 1,President,,REP,Donald J. Trump,805,270,6,529
Westmoreland,MURRYSVILLE SARDIS 2,President,,REP,Donald J. Trump,1042,290,7,745
Westmoreland,MURRYSVILLE SOUTH MURRYSVILLE,President,,REP,Donald J. Trump,937,259,4,674
Westmoreland,MURRYSVILLE WEST MURRYSVILLE,President,,REP,Donald J. Trump,963,269,2,692
Westmoreland,NEW ALEXANDRIA BORO,President,,REP,Donald J. Trump,214,23,0,191
Westmoreland,NEW FLORENCE BORO,President,,REP,Donald J. Trump,246,25,1,220
Westmoreland,NEW KENSINGTON 2ND WARD,President,,REP,Donald J. Trump,43,8,0,35
Westmoreland,NEW KENSINGTON 3-1,President,,REP,Donald J. Trump,144,22,1,121
Westmoreland,NEW KENSINGTON 3-2,President,,REP,Donald J. Trump,216,37,0,179
Westmoreland,NEW KENSINGTON 3-3,President,,REP,Donald J. Trump,227,41,0,186
Westmoreland,NEW KENSINGTON 3-4,President,,REP,Donald J. Trump,293,54,2,237
Westmoreland,NEW KENSINGTON 4-1,President,,REP,Donald J. Trump,78,14,1,63
Westmoreland,NEW KENSINGTON 4-2,President,,REP,Donald J. Trump,386,59,5,322
Westmoreland,NEW KENSINGTON 4-3,President,,REP,Donald J. Trump,303,39,2,262
Westmoreland,NEW KENSINGTON 4-4,President,,REP,Donald J. Trump,421,68,2,351
Westmoreland,NEW KENSINGTON 4-5,President,,REP,Donald J. Trump,215,48,0,167
Westmoreland,NEW KENSINGTON 5TH WARD,President,,REP,Donald J. Trump,89,12,2,75
Westmoreland,NEW KENSINGTON 6TH WARD,President,,REP,Donald J. Trump,107,16,0,91
Westmoreland,NEW KENSINGTON 7-1,President,,REP,Donald J. Trump,207,32,1,174
Westmoreland,NEW KENSINGTON 7-2,President,,REP,Donald J. Trump,320,53,3,264
Westmoreland,NEW STANTON BORO,President,,REP,Donald J. Trump,861,127,9,725
Westmoreland,NORTH BELLE VERNON 1ST DISTRICT,President,,REP,Donald J. Trump,292,54,1,237
Westmoreland,NORTH BELLE VERNON 2ND DISTRICT,President,,REP,Donald J. Trump,310,55,1,254
Westmoreland,NORTH HUNTINGDON TOWNSHIP 1-1,President,,REP,Donald J. Trump,829,180,1,648
Westmoreland,NORTH HUNTINGDON TOWNSHIP 1-2,President,,REP,Donald J. Trump,117,17,1,99
Westmoreland,NORTH HUNTINGDON TOWNSHIP 1-3,President,,REP,Donald J. Trump,1032,301,2,729
Westmoreland,NORTH HUNTINGDON TOWNSHIP 1-4,President,,REP,Donald J. Trump,488,62,0,426
Westmoreland,NORTH HUNTINGDON TOWNSHIP 2-1,President,,REP,Donald J. Trump,313,41,0,272
Westmoreland,NORTH HUNTINGDON TOWNSHIP 2-2,President,,REP,Donald J. Trump,853,156,4,693
Westmoreland,NORTH HUNTINGDON TOWNSHIP 2-3,President,,REP,Donald J. Trump,486,58,2,426
Westmoreland,NORTH HUNTINGDON TOWNSHIP 3-1,President,,REP,Donald J. Trump,1225,253,8,964
Westmoreland,NORTH HUNTINGDON TOWNSHIP 3-2,President,,REP,Donald J. Trump,1265,239,12,1014
Westmoreland,NORTH HUNTINGDON TOWNSHIP 4-1,President,,REP,Donald J. Trump,593,122,2,469
Westmoreland,NORTH HUNTINGDON TOWNSHIP 4-2,President,,REP,Donald J. Trump,1007,151,6,850
Westmoreland,NORTH HUNTINGDON TOWNSHIP 4-3,President,,REP,Donald J. Trump,332,60,2,270
Westmoreland,NORTH HUNTINGDON TOWNSHIP 4-4,President,,REP,Donald J. Trump,168,21,2,145
Westmoreland,NORTH HUNTINGDON TOWNSHIP 5-1,President,,REP,Donald J. Trump,288,46,2,240
Westmoreland,NORTH HUNTINGDON TOWNSHIP 5-2,President,,REP,Donald J. Trump,841,134,2,705
Westmoreland,NORTH HUNTINGDON TOWNSHIP 5-3,President,,REP,Donald J. Trump,610,114,2,494
Westmoreland,NORTH HUNTINGDON TOWNSHIP 6-1,President,,REP,Donald J. Trump,255,40,1,214
Westmoreland,NORTH HUNTINGDON TOWNSHIP 6-2,President,,REP,Donald J. Trump,307,44,1,262
Westmoreland,NORTH HUNTINGDON TOWNSHIP 6-3,President,,REP,Donald J. Trump,753,118,2,633
Westmoreland,NORTH HUNTINGDON TOWNSHIP 6-4,President,,REP,Donald J. Trump,314,37,1,276
Westmoreland,NORTH HUNTINGDON TOWNSHIP 7-1,President,,REP,Donald J. Trump,373,44,2,327
Westmoreland,NORTH HUNTINGDON TOWNSHIP 7-2,President,,REP,Donald J. Trump,448,54,3,391
Westmoreland,NORTH HUNTINGDON TOWNSHIP 7-3,President,,REP,Donald J. Trump,291,32,1,258
Westmoreland,NORTH HUNTINGDON TOWNSHIP 7-4,President,,REP,Donald J. Trump,310,28,0,282
Westmoreland,NORTH IRWIN BORO,President,,REP,Donald J. Trump,278,32,3,243
Westmoreland,OKLAHOMA BORO,President,,REP,Donald J. Trump,323,38,0,285
Westmoreland,PENN BORO,President,,REP,Donald J. Trump,139,10,2,127
Westmoreland,PENN TOWNSHIP 1-1,President,,REP,Donald J. Trump,1076,197,1,878
Westmoreland,PENN TOWNSHIP 1-2,President,,REP,Donald J. Trump,762,153,4,605
Westmoreland,PENN TOWNSHIP 2-1,President,,REP,Donald J. Trump,624,105,1,518
Westmoreland,PENN TOWNSHIP 2-2,President,,REP,Donald J. Trump,1072,263,10,799
Westmoreland,PENN TOWNSHIP 3-1,President,,REP,Donald J. Trump,1338,290,12,1036
Westmoreland,PENN TOWNSHIP 3-2,President,,REP,Donald J. Trump,744,128,4,612
Westmoreland,PENN TOWNSHIP 4-1,President,,REP,Donald J. Trump,1177,220,10,947
Westmoreland,PENN TOWNSHIP 4-2,President,,REP,Donald J. Trump,579,116,1,462
Westmoreland,PENN TOWNSHIP 5-1,President,,REP,Donald J. Trump,685,140,0,545
Westmoreland,PENN TOWNSHIP 5-2,President,,REP,Donald J. Trump,770,124,4,642
Westmoreland,PENN TOWNSHIP 5-3,President,,REP,Donald J. Trump,371,82,2,287
Westmoreland,ROSTRAVER TOWNSHIP COLLINSBURG,President,,REP,Donald J. Trump,488,71,0,417
Westmoreland,ROSTRAVER TOWNSHIP CONCORD,President,,REP,Donald J. Trump,1068,216,8,844
Westmoreland,ROSTRAVER TOWNSHIP CROSS ROADS,President,,REP,Donald J. Trump,966,196,2,768
Westmoreland,ROSTRAVER TOWNSHIP FELLSBURG,President,,REP,Donald J. Trump,1284,376,8,900
Westmoreland,ROSTRAVER TOWNSHIP LYNNWOOD,President,,REP,Donald J. Trump,278,40,2,236
Westmoreland,ROSTRAVER TOWNSHIP PRICEDALE,President,,REP,Donald J. Trump,394,58,1,335
Westmoreland,ROSTRAVER TOWNSHIP VAN METER,President,,REP,Donald J. Trump,27,3,0,24
Westmoreland,ROSTRAVER TOWNSHIP WEBSTER,President,,REP,Donald J. Trump,271,34,2,235
Westmoreland,SALEM TOWNSHIP FIVE POINTS,President,,REP,Donald J. Trump,681,88,4,589
Westmoreland,SALEM TOWNSHIP HUGUS,President,,REP,Donald J. Trump,241,28,1,212
Westmoreland,SALEM TOWNSHIP MECHLINGS,President,,REP,Donald J. Trump,178,23,0,155
Westmoreland,SALEM TOWNSHIP NEW SALEM,President,,REP,Donald J. Trump,748,156,1,591
Westmoreland,SALEM TOWNSHIP SLICKVILLE,President,,REP,Donald J. Trump,258,35,1,222
Westmoreland,SALEM TOWNSHIP STEELES,President,,REP,Donald J. Trump,387,76,2,309
Westmoreland,SALEM TOWNSHIP TREES MILLS,President,,REP,Donald J. Trump,346,32,2,312
Westmoreland,SCOTTDALE 1ST WARD,President,,REP,Donald J. Trump,374,59,1,314
Westmoreland,SCOTTDALE 2ND WARD,President,,REP,Donald J. Trump,550,66,1,483
Westmoreland,SCOTTDALE 3RD WARD,President,,REP,Donald J. Trump,332,43,3,286
Westmoreland,SCOTTDALE 4TH WARD,President,,REP,Donald J. Trump,346,45,1,300
Westmoreland,SEWARD BORO,President,,REP,Donald J. Trump,160,17,0,143
Westmoreland,SEWICKLEY TOWNSHIP EAST HERMINIE,President,,REP,Donald J. Trump,284,27,0,257
Westmoreland,SEWICKLEY TOWNSHIP LOWBER,President,,REP,Donald J. Trump,464,60,0,404
Westmoreland,SEWICKLEY TOWNSHIP RILLTON,President,,REP,Donald J. Trump,516,63,2,451
Westmoreland,SEWICKLEY TOWNSHIP SEWICKLEY,President,,REP,Donald J. Trump,582,65,2,515
Westmoreland,SEWICKLEY TOWNSHIP WEST HERMINIE,President,,REP,Donald J. Trump,425,49,5,371
Westmoreland,SEWICKLEY TOWNSHIP WHYEL,President,,REP,Donald J. Trump,172,19,0,153
Westmoreland,SMITHTON BORO,President,,REP,Donald J. Trump,129,11,0,118
Westmoreland,SOUTH GREENSBURG 1ST DISTRICT,President,,REP,Donald J. Trump,390,72,2,316
Westmoreland,SOUTH GREENSBURG 2ND DISTRICT,President,,REP,Donald J. Trump,348,55,1,292
Westmoreland,SOUTH HUNTINGDON TOWNSHIP HIXON,President,,REP,Donald J. Trump,333,47,0,286
Westmoreland,SOUTH HUNTINGDON TOWNSHIP JACOBS CREEK,President,,REP,Donald J. Trump,79,6,2,71
Westmoreland,SOUTH HUNTINGDON TOWNSHIP MINERAL,President,,REP,Donald J. Trump,242,24,1,217
Westmoreland,SOUTH HUNTINGDON TOWNSHIP PORT ROYAL,President,,REP,Donald J. Trump,76,11,0,65
Westmoreland,SOUTH HUNTINGDON TOWNSHIP SOUTH HUNTINGDON,President,,REP,Donald J. Trump,693,89,1,603
Westmoreland,SOUTH HUNTINGDON TOWNSHIP WAYNE,President,,REP,Donald J. Trump,552,65,2,485
Westmoreland,SOUTH HUNTINGDON TOWNSHIP WYANO,President,,REP,Donald J. Trump,197,12,0,185
Westmoreland,SOUTH HUNTINGDON TOWNSHIP YUKON,President,,REP,Donald J. Trump,281,16,1,264
Westmoreland,SOUTHWEST GREENSBURG 1ST DISTRICT,President,,REP,Donald J. Trump,425,60,1,364
Westmoreland,SOUTHWEST GREENSBURG 2ND DISTRICT,President,,REP,Donald J. Trump,212,32,1,179
Westmoreland,ST. CLAIR TOWNSHIP SEWARD,President,,REP,Donald J. Trump,203,18,0,185
Westmoreland,ST. CLAIR TOWNSHIP ST. CLAIR,President,,REP,Donald J. Trump,319,31,2,286
Westmoreland,SUTERSVILLE BORO,President,,REP,Donald J. Trump,225,19,1,205
Westmoreland,TRAFFORD BORO DISTRICT 1,President,,REP,Donald J. Trump,518,71,2,445
Westmoreland,TRAFFORD BORO DISTRICT 2,President,,REP,Donald J. Trump,550,81,5,464
Westmoreland,UNITY TOWNSHIP BAGGALEY,President,,REP,Donald J. Trump,627,121,2,504
Westmoreland,UNITY TOWNSHIP BEATTY,President,,REP,Donald J. Trump,610,182,4,424
Westmoreland,UNITY TOWNSHIP CRABTREE,President,,REP,Donald J. Trump,229,23,2,204
Westmoreland,UNITY TOWNSHIP DENNISON,President,,REP,Donald J. Trump,1940,659,6,1275
Westmoreland,UNITY TOWNSHIP DOROTHY,President,,REP,Donald J. Trump,377,62,1,314
Westmoreland,UNITY TOWNSHIP GRAVEL HILL,President,,REP,Donald J. Trump,548,139,4,405
Westmoreland,UNITY TOWNSHIP KUHNS,President,,REP,Donald J. Trump,604,114,0,490
Westmoreland,UNITY TOWNSHIP LLOYDSVILLE,President,,REP,Donald J. Trump,307,38,2,267
Westmoreland,UNITY TOWNSHIP MARGUERITE,President,,REP,Donald J. Trump,1157,352,6,799
