county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,mail
Jefferson,Bell Township,State Senate,41,,Write-Ins,10,,7,0,3
Jefferson,Bell Township,State House,66,REP,Brian Smith,1055,,847,2,206
Jefferson,Bell Township,State House,66,,Write-Ins,12,,10,0,2
Jefferson,Bell Township,Registered Voters,,,,1413,,,,
Jefferson,Big Run Borough,Ballots Cast,,,,281,,236,1,44
Jefferson,Big Run Borough,President,,DEM,Kamala D Harris / Tim Walz,56,,35,0,21
Jefferson,Big Run Borough,President,,REP,Donald J Trump / JD Vance,222,,198,1,23
Jefferson,Big Run Borough,President,,LIB,Chase Oliver / Mike ter Maat,2,,2,0,0
Jefferson,Big Run Borough,President,,GRN,Jill Stein / Rudolph Ware,0,,0,0,0
Jefferson,Big Run Borough,President,,,Write-Ins,1,,1,0,0
Jefferson,Big Run Borough,U.S. Senate,,DEM,Robert P Casey Jr,63,,41,0,22
Jefferson,Big Run Borough,U.S. Senate,,REP,Dave McCormick,201,,180,1,20
Jefferson,Big Run Borough,U.S. Senate,,LIB,John C Thomas,8,,7,0,1
Jefferson,Big Run Borough,U.S. Senate,,GRN,Leila Hazou,2,,1,0,1
Jefferson,Big Run Borough,U.S. Senate,,CST,Marty Selker,4,,4,0,0
Jefferson,Big Run Borough,U.S. Senate,,,Write-Ins,0,,0,,0
Jefferson,Big Run Borough,U.S. House,15,DEM,Zach Womer,47,,27,0,20
Jefferson,Big Run Borough,U.S. House,15,REP,Glenn GT Thompson,226,,201,1,24
Jefferson,Big Run Borough,U.S. House,15,,Write-Ins,3,,3,0,0
Jefferson,Big Run Borough,State Senate,41,REP,Joe Pittman,239,,207,1,31
Jefferson,Big Run Borough,State Senate,41,,Write-Ins,6,,2,0,4
Jefferson,Big Run Borough,State House,66,REP,Brian Smith,250,,219,1,30
Jefferson,Big Run Borough,State House,66,,Write-Ins,7,,3,0,4
Jefferson,Big Run Borough,Registered Voters,,,,362,,,,
Jefferson,Brockway Borough,Ballots Cast,,,,1049,,820,3,226
Jefferson,Brockway Borough,President,,DEM,Kamala D Harris / Tim Walz,328,,219,2,107
Jefferson,Brockway Borough,President,,REP,Donald J Trump / JD Vance,706,,588,1,117
Jefferson,Brockway Borough,President,,LIB,Chase Oliver / Mike ter Maat,4,,4,0,0
Jefferson,Brockway Borough,President,,GRN,Jill Stein / Rudolph Ware,7,,7,0,0
Jefferson,Brockway Borough,President,,,Write-Ins,2,,1,,1
Jefferson,Brockway Borough,U.S. Senate,,DEM,Robert P Casey Jr,332,,222,2,108
Jefferson,Brockway Borough,U.S. Senate,,REP,Dave McCormick,670,,560,1,109
Jefferson,Brockway Borough,U.S. Senate,,LIB,John C Thomas,25,,22,0,3
Jefferson,Brockway Borough,U.S. Senate,,GRN,Leila Hazou,5,,4,0,1
Jefferson,Brockway Borough,U.S. Senate,,CST,Marty Selker,6,,5,0,1
Jefferson,Brockway Borough,U.S. Senate,,,Write-Ins,1,,1,,0
Jefferson,Brockway Borough,U.S. House,15,DEM,Zach Womer,291,,194,2,95
Jefferson,Brockway Borough,U.S. House,15,REP,Glenn GT Thompson,741,,611,1,129
Jefferson,Brockway Borough,U.S. House,15,,Write-Ins,1,,1,0,0
Jefferson,Brockway Borough,State Senate,25,DEM,William McGill,291,,188,2,101
Jefferson,Brockway Borough,State Senate,25,REP,Cris Dush,730,,611,0,119
Jefferson,Brockway Borough,State Senate,25,,Write-Ins,4,,3,0,1
Jefferson,Brockway Borough,State House,66,REP,Brian Smith,858,,699,1,158
Jefferson,Brockway Borough,State House,66,,Write-Ins,27,,23,0,4
Jefferson,Brockway Borough,Registered Voters,,,,1298,,,,
Jefferson,Brookville Borough 1,Ballots Cast,,,,1034,,742,0,292
Jefferson,Brookville Borough 1,President,,DEM,Kamala D Harris / Tim Walz,327,,204,0,123
Jefferson,Brookville Borough 1,President,,REP,Donald J Trump / JD Vance,690,,525,0,165
Jefferson,Brookville Borough 1,President,,LIB,Chase Oliver / Mike ter Maat,8,,6,0,2
Jefferson,Brookville Borough 1,President,,GRN,Jill Stein / Rudolph Ware,2,,1,0,1
Jefferson,Brookville Borough 1,President,,,Write-Ins,3,,3,0,0
Jefferson,Brookville Borough 1,U.S. Senate,,DEM,Robert P Casey Jr,313,,199,0,114
Jefferson,Brookville Borough 1,U.S. Senate,,REP,Dave McCormick,677,,510,0,167
Jefferson,Brookville Borough 1,U.S. Senate,,LIB,John C Thomas,22,,19,0,3
Jefferson,Brookville Borough 1,U.S. Senate,,GRN,Leila Hazou,5,,2,0,3
Jefferson,Brookville Borough 1,U.S. Senate,,CST,Marty Selker,11,,10,0,1
Jefferson,Brookville Borough 1,U.S. Senate,,,Write-Ins,0,,0,0,0
Jefferson,Brookville Borough 1,U.S. House,15,DEM,Zach Womer,275,,170,0,105
Jefferson,Brookville Borough 1,U.S. House,15,REP,Glenn GT Thompson,720,,547,0,173
Jefferson,Brookville Borough 1,U.S. House,15,,Write-Ins,5,,3,0,2
Jefferson,Brookville Borough 1,State Senate,25,DEM,William McGill,261,,159,0,102
Jefferson,Brookville Borough 1,State Senate,25,REP,Cris Dush,737,,555,0,182
Jefferson,Brookville Borough 1,State Senate,25,,Write-Ins,3,,3,0,0
Jefferson,Brookville Borough 1,State House,66,REP,Brian Smith,842,,619,0,223
Jefferson,Brookville Borough 1,State House,66,,Write-Ins,39,,26,0,13
Jefferson,Brookville Borough 1,Registered Voters,,,,1284,,,,
Jefferson,Brookville Borough 2,Ballots Cast,,,,985,,713,1,271
Jefferson,Brookville Borough 2,President,,DEM,Kamala D Harris / Tim Walz,247,,150,0,97
Jefferson,Brookville Borough 2,President,,REP,Donald J Trump / JD Vance,724,,552,1,171
Jefferson,Brookville Borough 2,President,,LIB,Chase Oliver / Mike ter Maat,6,,5,0,1
Jefferson,Brookville Borough 2,President,,GRN,Jill Stein / Rudolph Ware,3,,2,0,1
Jefferson,Brookville Borough 2,President,,,Write-Ins,4,,3,0,1
Jefferson,Brookville Borough 2,U.S. Senate,,DEM,Robert P Casey Jr,244,,149,0,95
Jefferson,Brookville Borough 2,U.S. Senate,,REP,Dave McCormick,704,,536,0,168
Jefferson,Brookville Borough 2,U.S. Senate,,LIB,John C Thomas,10,,8,0,2
Jefferson,Brookville Borough 2,U.S. Senate,,GRN,Leila Hazou,8,,5,0,3
Jefferson,Brookville Borough 2,U.S. Senate,,CST,Marty Selker,12,,10,1,1
Jefferson,Brookville Borough 2,U.S. Senate,,,Write-Ins,1,,1,0,0
Jefferson,Brookville Borough 2,U.S. House,15,DEM,Zach Womer,214,,132,0,82
Jefferson,Brookville Borough 2,U.S. House,15,REP,Glenn GT Thompson,735,,547,1,187
Jefferson,Brookville Borough 2,U.S. House,15,,Write-Ins,2,,2,0,0
Jefferson,Brookville Borough 2,State Senate,25,DEM,William McGill,188,,109,0,79
Jefferson,Brookville Borough 2,State Senate,25,REP,Cris Dush,749,,566,0,183
Jefferson,Brookville Borough 2,State Senate,25,,Write-Ins,2,,2,0,0
Jefferson,Brookville Borough 2,State House,66,REP,Brian Smith,828,,616,0,212
Jefferson,Brookville Borough 2,State House,66,,Write-Ins,24,,16,0,8
Jefferson,Brookville Borough 2,Registered Voters,,,,1252,,,,
Jefferson,Clover Township,Ballots Cast,,,,275,,230,1,44
Jefferson,Clover Township,President,,DEM,Kamala D Harris / Tim Walz,34,,24,0,10
Jefferson,Clover Township,President,,REP,Donald J Trump / JD Vance,240,,205,1,34
Jefferson,Clover Township,President,,LIB,Chase Oliver / Mike ter Maat,0,,0,0,0
Jefferson,Clover Township,President,,GRN,Jill Stein / Rudolph Ware,0,,0,0,0
Jefferson,Clover Township,President,,,Write-Ins,0,,0,0,0
Jefferson,Clover Township,U.S. Senate,,DEM,Robert P Casey Jr,32,,21,0,11
Jefferson,Clover Township,U.S. Senate,,REP,Dave McCormick,234,,202,1,31
Jefferson,Clover Township,U.S. Senate,,LIB,John C Thomas,5,,4,0,1
Jefferson,Clover Township,U.S. Senate,,GRN,Leila Hazou,0,,0,0,0
Jefferson,Clover Township,U.S. Senate,,CST,Marty Selker,2,,2,0,0
Jefferson,Clover Township,U.S. Senate,,,Write-Ins,0,,0,0,0
Jefferson,Clover Township,U.S. House,15,DEM,Zach Womer,25,,16,0,9
Jefferson,Clover Township,U.S. House,15,REP,Glenn GT Thompson,245,,209,1,35
Jefferson,Clover Township,U.S. House,15,,Write-Ins,0,,0,0,0
Jefferson,Clover Township,State Senate,25,DEM,William McGill,28,,21,0,7
Jefferson,Clover Township,State Senate,25,REP,Cris Dush,236,,202,0,34
Jefferson,Clover Township,State Senate,25,,Write-Ins,1,,1,0,0
Jefferson,Clover Township,State House,66,REP,Brian Smith,249,,213,0,36
Jefferson,Clover Township,State House,66,,Write-Ins,1,,1,0,0
Jefferson,Clover Township,Registered Voters,,,,316,,,,
Jefferson,Corsica Borough,Ballots Cast,,,,198,,180,1,17
Jefferson,Corsica Borough,President,,DEM,Kamala D Harris / Tim Walz,42,,37,1,4
Jefferson,Corsica Borough,President,,REP,Donald J Trump / JD Vance,149,,139,0,10
Jefferson,Corsica Borough,President,,LIB,Chase Oliver / Mike ter Maat,3,,3,0,0
Jefferson,Corsica Borough,President,,GRN,Jill Stein / Rudolph Ware,0,,0,0,0
Jefferson,Corsica Borough,President,,,Write-Ins,1,,1,0,0
Jefferson,Corsica Borough,U.S. Senate,,DEM,Robert P Casey Jr,36,,32,1,3
Jefferson,Corsica Borough,U.S. Senate,,REP,Dave McCormick,141,,127,0,14
Jefferson,Corsica Borough,U.S. Senate,,LIB,John C Thomas,10,,10,0,0
Jefferson,Corsica Borough,U.S. Senate,,GRN,Leila Hazou,0,,0,0,0
Jefferson,Corsica Borough,U.S. Senate,,CST,Marty Selker,8,,8,0,0
Jefferson,Corsica Borough,U.S. Senate,,,Write-Ins,0,,0,0,0
Jefferson,Corsica Borough,U.S. House,15,DEM,Zach Womer,36,,32,1,3
Jefferson,Corsica Borough,U.S. House,15,REP,Glenn GT Thompson,154,,141,0,13
Jefferson,Corsica Borough,U.S. House,15,,Write-Ins,0,,0,0,0
Jefferson,Corsica Borough,State Senate,25,DEM,William McGill,40,,35,1,4
Jefferson,Corsica Borough,State Senate,25,REP,Cris Dush,150,,139,0,11
Jefferson,Corsica Borough,State Senate,25,,Write-Ins,1,,1,0,0
Jefferson,Corsica Borough,State House,66,REP,Brian Smith,169,,154,1,14
Jefferson,Corsica Borough,State House,66,,Write-Ins,5,,5,0,0
Jefferson,Corsica Borough,Registered Voters,,,,239,,,,
Jefferson,Eldred Township,Ballots Cast,,,,857,,680,1,176
Jefferson,Eldred Township,President,,DEM,Kamala D Harris / Tim Walz,141,,92,0,49
Jefferson,Eldred Township,President,,REP,Donald J Trump / JD Vance,704,,578,1,125
Jefferson,Eldred Township,President,,LIB,Chase Oliver / Mike ter Maat,3,,2,0,1
Jefferson,Eldred Township,President,,GRN,Jill Stein / Rudolph Ware,3,,2,0,1
Jefferson,Eldred Township,President,,,Write-Ins,5,,5,0,0
Jefferson,Eldred Township,U.S. Senate,,DEM,Robert P Casey Jr,137,,89,0,48
Jefferson,Eldred Township,U.S. Senate,,REP,Dave McCormick,686,,560,1,125
Jefferson,Eldred Township,U.S. Senate,,LIB,John C Thomas,11,,10,0,1
Jefferson,Eldred Township,U.S. Senate,,GRN,Leila Hazou,1,,1,0,0
Jefferson,Eldred Township,U.S. Senate,,CST,Marty Selker,17,,17,0,0
Jefferson,Eldred Township,U.S. Senate,,,Write-Ins,0,,0,0,0
Jefferson,Eldred Township,U.S. House,15,DEM,Zach Womer,127,,82,0,45
Jefferson,Eldred Township,U.S. House,15,REP,Glenn GT Thompson,705,,577,1,127
Jefferson,Eldred Township,U.S. House,15,,Write-Ins,2,,1,0,1
Jefferson,Eldred Township,State Senate,25,DEM,William McGill,116,,71,0,45
Jefferson,Eldred Township,State Senate,25,REP,Cris Dush,718,,591,1,126
Jefferson,Eldred Township,State Senate,25,,Write-Ins,4,,1,0,3
Jefferson,Eldred Township,State House,66,REP,Brian Smith,741,,600,1,140
Jefferson,Eldred Township,State House,66,,Write-Ins,17,,14,0,3
Jefferson,Eldred Township,Registered Voters,,,,967,,,,
Jefferson,Falls Creek Borough,Ballots Cast,,,,523,,463,0,60
Jefferson,Falls Creek Borough,President,,DEM,Kamala D Harris / Tim Walz,121,,92,0,29
Jefferson,Falls Creek Borough,President,,REP,Donald J Trump / JD Vance,392,,364,0,28
Jefferson,Falls Creek Borough,President,,LIB,Chase Oliver / Mike ter Maat,1,,1,0,0
Jefferson,Falls Creek Borough,President,,GRN,Jill Stein / Rudolph Ware,1,,1,0,0
Jefferson,Falls Creek Borough,President,,,Write-Ins,4,,3,0,1
Jefferson,Falls Creek Borough,U.S. Senate,,DEM,Robert P Casey Jr,133,,103,0,30
Jefferson,Falls Creek Borough,U.S. Senate,,REP,Dave McCormick,371,,343,0,28
Jefferson,Falls Creek Borough,U.S. Senate,,LIB,John C Thomas,5,,5,0,0
Jefferson,Falls Creek Borough,U.S. Senate,,GRN,Leila Hazou,3,,3,0,0
Jefferson,Falls Creek Borough,U.S. Senate,,CST,Marty Selker,6,,6,0,0
Jefferson,Falls Creek Borough,U.S. Senate,,,Write-Ins,0,,0,0,0
Jefferson,Falls Creek Borough,U.S. House,15,DEM,Zach Womer,107,,81,0,26
Jefferson,Falls Creek Borough,U.S. House,15,REP,Glenn GT Thompson,404,,370,0,34
Jefferson,Falls Creek Borough,U.S. House,15,,Write-Ins,0,,0,0,0
Jefferson,Falls Creek Borough,State Senate,25,DEM,William McGill,107,,83,0,24
Jefferson,Falls Creek Borough,State Senate,25,REP,Cris Dush,397,,361,0,36
Jefferson,Falls Creek Borough,State Senate,25,,Write-Ins,0,,0,0,0
Jefferson,Falls Creek Borough,State House,66,REP,Brian Smith,452,,407,0,45
Jefferson,Falls Creek Borough,State House,66,,Write-Ins,18,,11,0,7
Jefferson,Falls Creek Borough,Registered Voters,,,,652,,,,
Jefferson,Gaskill Township,Ballots Cast,,,,394,,340,1,53
Jefferson,Gaskill Township,President,,DEM,Kamala D Harris / Tim Walz,49,,31,0,18
Jefferson,Gaskill Township,President,,REP,Donald J Trump / JD Vance,342,,307,1,34
Jefferson,Gaskill Township,President,,LIB,Chase Oliver / Mike ter Maat,3,,2,0,1
Jefferson,Gaskill Township,President,,GRN,Jill Stein / Rudolph Ware,0,,0,0,0
Jefferson,Gaskill Township,President,,,Write-Ins,0,,0,0,0
Jefferson,Gaskill Township,U.S. Senate,,DEM,Robert P Casey Jr,54,,34,0,20
Jefferson,Gaskill Township,U.S. Senate,,REP,Dave McCormick,331,,297,1,33
Jefferson,Gaskill Township,U.S. Senate,,LIB,John C Thomas,4,,4,0,0
Jefferson,Gaskill Township,U.S. Senate,,GRN,Leila Hazou,2,,2,0,0
Jefferson,Gaskill Township,U.S. Senate,,CST,Marty Selker,1,,1,0,0
Jefferson,Gaskill Township,U.S. Senate,,,Write-Ins,0,,0,0,0
Jefferson,Gaskill Township,U.S. House,15,DEM,Zach Womer,42,,26,0,16
Jefferson,Gaskill Township,U.S. House,15,REP,Glenn GT Thompson,343,,305,1,37
Jefferson,Gaskill Township,U.S. House,15,,Write-Ins,0,,0,0,0
Jefferson,Gaskill Township,State Senate,41,REP,Joe Pittman,344,,304,1,39
Jefferson,Gaskill Township,State Senate,41,,Write-Ins,2,,0,0,2
Jefferson,Gaskill Township,State House,66,REP,Brian Smith,368,,324,1,43
Jefferson,Gaskill Township,State House,66,,Write-Ins,1,,1,0,0
Jefferson,Gaskill Township,Registered Voters,,,,478,,,,
Jefferson,Heath Township,Ballots Cast,,,,100,,77,0,23
Jefferson,Heath Township,President,,DEM,Kamala D Harris / Tim Walz,29,,13,0,16
Jefferson,Heath Township,President,,REP,Donald J Trump / JD Vance,70,,63,0,7
Jefferson,Heath Township,President,,LIB,Chase Oliver / Mike ter Maat,0,,0,0,0
Jefferson,Heath Township,President,,GRN,Jill Stein / Rudolph Ware,0,,0,0,0
Jefferson,Heath Township,President,,,Write-Ins,0,,0,0,0
Jefferson,Heath Township,U.S. Senate,,DEM,Robert P Casey Jr,29,,13,0,16
Jefferson,Heath Township,U.S. Senate,,REP,Dave McCormick,68,,61,0,7
Jefferson,Heath Township,U.S. Senate,,LIB,John C Thomas,1,,1,0,0
Jefferson,Heath Township,U.S. Senate,,GRN,Leila Hazou,0,,0,0,0
Jefferson,Heath Township,U.S. Senate,,CST,Marty Selker,1,,1,0,0
Jefferson,Heath Township,U.S. Senate,,,Write-Ins,0,,0,0,0
Jefferson,Heath Township,U.S. House,15,DEM,Zach Womer,26,,14,0,12
Jefferson,Heath Township,U.S. House,15,REP,Glenn GT Thompson,73,,63,0,10
Jefferson,Heath Township,U.S. House,15,,Write-Ins,0,,0,0,0
Jefferson,Heath Township,State Senate,25,DEM,William McGill,24,,12,0,12
Jefferson,Heath Township,State Senate,25,REP,Cris Dush,75,,65,0,10
Jefferson,Heath Township,State Senate,25,,Write-Ins,0,,0,0,0
Jefferson,Heath Township,State House,66,REP,Brian Smith,81,,70,0,11
Jefferson,Heath Township,State House,66,,Write-Ins,4,,2,0,2
Jefferson,Heath Township,Registered Voters,,,,115,,,,
Jefferson,Henderson Township,Ballots Cast,,,,599,,511,2,86
Jefferson,Henderson Township,President,,DEM,Kamala D Harris / Tim Walz,93,,64,0,29
Jefferson,Henderson Township,President,,REP,Donald J Trump / JD Vance,497,,440,2,55
Jefferson,Henderson Township,President,,LIB,Chase Oliver / Mike ter Maat,5,,4,0,1
Jefferson,Henderson Township,President,,GRN,Jill Stein / Rudolph Ware,0,,0,0,0
Jefferson,Henderson Township,President,,,Write-Ins,3,,2,0,1
Jefferson,Henderson Township,U.S. Senate,,DEM,Robert P Casey Jr,97,,68,0,29
Jefferson,Henderson Township,U.S. Senate,,REP,Dave McCormick,476,,423,2,51
Jefferson,Henderson Township,U.S. Senate,,LIB,John C Thomas,19,,17,0,2
Jefferson,Henderson Township,U.S. Senate,,GRN,Leila Hazou,2,,1,0,1
Jefferson,Henderson Township,U.S. Senate,,CST,Marty Selker,3,,1,0,2
Jefferson,Henderson Township,U.S. Senate,,,Write-Ins,0,,0,0,0
Jefferson,Henderson Township,U.S. House,15,DEM,Zach Womer,72,,45,0,27
Jefferson,Henderson Township,U.S. House,15,REP,Glenn GT Thompson,508,,450,2,56
Jefferson,Henderson Township,U.S. House,15,,Write-Ins,1,,0,0,1
Jefferson,Henderson Township,State Senate,41,REP,Joe Pittman,516,,447,2,67
Jefferson,Henderson Township,State Senate,41,,Write-Ins,16,,10,0,6
Jefferson,Henderson Township,State House,66,REP,Brian Smith,531,,461,2,68
Jefferson,Henderson Township,State House,66,,Write-Ins,17,,12,0,5
Jefferson,Henderson Township,Registered Voters,,,,904,,,,
Jefferson,Knox Township,Ballots Cast,,,,614,,525,0,89
Jefferson,Knox Township,President,,DEM,Kamala D Harris / Tim Walz,67,,41,0,26
Jefferson,Knox Township,President,,REP,Donald J Trump / JD Vance,542,,479,0,63
Jefferson,Knox Township,President,,LIB,Chase Oliver / Mike ter Maat,2,,2,0,0
Jefferson,Knox Township,President,,GRN,Jill Stein / Rudolph Ware,0,,0,0,0
Jefferson,Knox Township,President,,,Write-Ins,1,,1,0,0
Jefferson,Knox Township,U.S. Senate,,DEM,Robert P Casey Jr,78,,50,0,28
Jefferson,Knox Township,U.S. Senate,,REP,Dave McCormick,527,,467,0,60
Jefferson,Knox Township,U.S. Senate,,LIB,John C Thomas,5,,4,0,1
Jefferson,Knox Township,U.S. Senate,,GRN,Leila Hazou,2,,2,0,0
Jefferson,Knox Township,U.S. Senate,,CST,Marty Selker,1,,1,0,0
Jefferson,Knox Township,U.S. Senate,,,Write-Ins,0,,0,0,0
Jefferson,Knox Township,U.S. House,15,DEM,Zach Womer,62,,40,0,22
Jefferson,Knox Township,U.S. House,15,REP,Glenn GT Thompson,537,,470,0,67
Jefferson,Knox Township,U.S. House,15,,Write-Ins,1,,1,0,0
Jefferson,Knox Township,State Senate,25,DEM,William McGill,54,,31,0,23
Jefferson,Knox Township,State Senate,25,REP,Cris Dush,538,,472,0,66
Jefferson,Knox Township,State Senate,25,,Write-Ins,0,,0,0,0
Jefferson,Knox Township,State House,66,REP,Brian Smith,567,,489,0,78
Jefferson,Knox Township,State House,66,,Write-Ins,1,,1,0,0
Jefferson,Knox Township,Registered Voters,,,,728,,,,
Jefferson,McCalmont Township,Ballots Cast,,,,471,,391,0,80
Jefferson,McCalmont Township,President,,DEM,Kamala D Harris / Tim Walz,83,,58,0,25
Jefferson,McCalmont Township,President,,REP,Donald J Trump / JD Vance,385,,332,0,53
Jefferson,McCalmont Township,President,,LIB,Chase Oliver / Mike ter Maat,1,,1,0,0
Jefferson,McCalmont Township,President,,GRN,Jill Stein / Rudolph Ware,0,,0,0,0
Jefferson,McCalmont Township,President,,,Write-Ins,0,,0,0,0
Jefferson,McCalmont Township,U.S. Senate,,DEM,Robert P Casey Jr,92,,66,0,26
Jefferson,McCalmont Township,U.S. Senate,,REP,Dave McCormick,373,,319,0,54
Jefferson,McCalmont Township,U.S. Senate,,LIB,John C Thomas,2,,2,0,0
Jefferson,McCalmont Township,U.S. Senate,,GRN,Leila Hazou,0,,0,0,0
Jefferson,McCalmont Township,U.S. Senate,,CST,Marty Selker,0,,0,0,0
Jefferson,McCalmont Township,U.S. Senate,,,Write-Ins,0,,0,0,0
Jefferson,McCalmont Township,U.S. House,15,DEM,Zach Womer,63,,46,0,17
Jefferson,McCalmont Township,U.S. House,15,REP,Glenn GT Thompson,397,,334,0,63
Jefferson,McCalmont Township,U.S. House,15,,Write-Ins,1,,1,0,0
Jefferson,McCalmont Township,State Senate,41,REP,Joe Pittman,415,,347,0,68
Jefferson,McCalmont Township,State Senate,41,,Write-Ins,4,,4,0,0
Jefferson,McCalmont Township,State House,66,REP,Brian Smith,448,,376,0,72
Jefferson,McCalmont Township,State House,66,,Write-Ins,3,,2,0,1
Jefferson,McCalmont Township,Registered Voters,,,,589,,,,
Jefferson,Oliver Township,Ballots Cast,,,,669,,575,3,91
Jefferson,Oliver Township,President,,DEM,Kamala D Harris / Tim Walz,66,,46,1,19
Jefferson,Oliver Township,President,,REP,Donald J Trump / JD Vance,599,,526,2,71
Jefferson,Oliver Township,President,,LIB,Chase Oliver / Mike ter Maat,2,,2,0,0
Jefferson,Oliver Township,President,,GRN,Jill Stein / Rudolph Ware,1,,0,0,1
Jefferson,Oliver Township,President,,,Write-Ins,0,,0,0,0
Jefferson,Oliver Township,U.S. Senate,,DEM,Robert P Casey Jr,68,,49,1,18
Jefferson,Oliver Township,U.S. Senate,,REP,Dave McCormick,588,,517,2,69
Jefferson,Oliver Township,U.S. Senate,,LIB,John C Thomas,6,,5,0,1
Jefferson,Oliver Township,U.S. Senate,,GRN,Leila Hazou,2,,2,0,0
Jefferson,Oliver Township,U.S. Senate,,CST,Marty Selker,1,,0,0,1
Jefferson,Oliver Township,U.S. Senate,,,Write-Ins,1,,1,0,0
Jefferson,Oliver Township,U.S. House,15,DEM,Zach Womer,61,,44,0,17
