county,precinct,office,district,party,candidate,votes,absentee/mail-in,provisional,election_day
Cambria,Hastings Borough,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",169,45,2,122
Cambria,Jackson Township No. 1,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",113,47,0,66
Cambria,Jackson Township - Vinco,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",239,98,1,140
Cambria,Jackson Township No. 3,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",196,98,2,96
Cambria,Lilly Borough - 1st Ward,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",47,6,0,41
Cambria,LILLY BOROUGH 2ND WARD,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",91,31,0,60
Cambria,Lorain Borough,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",97,34,0,63
Cambria,Loretto Borough.,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",54,13,1,40
Cambria,Lower Yoder Township No. 1,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",247,98,5,144
Cambria,Lower Yoder Township No. 2,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",241,120,0,121
Cambria,Middle Taylor Township,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",130,40,0,90
Cambria,Munster Township,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",61,23,0,38
Cambria,Nanty Glo Borough - 1st Ward,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",130,48,0,82
Cambria,Nanty Glo Borough - 2nd Ward,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",207,81,1,125
Cambria,Northern Cambria North,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",132,55,2,75
Cambria,Northern Cambria Center,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",123,40,0,83
Cambria,Northern Cambria South,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",154,43,0,111
Cambria,Patton Borough - 1st Ward,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",133,50,1,82
Cambria,Patton Borough - 2nd Ward,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",152,48,5,99
Cambria,Portage Borough - 1st Ward,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",91,33,0,58
Cambria,PORTAGE BOROUGH 2ND WARD,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",120,48,1,71
Cambria,Portage Borough - 3rd Ward,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",95,32,0,63
Cambria,Portage Township - Center,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",246,95,0,151
Cambria,Portage Township - Southwest,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",308,158,1,149
Cambria,Reade Township,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",142,46,0,96
Cambria,Richland Township No. 1,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",231,74,1,156
Cambria,Richland Township No. 2,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",326,113,6,207
Cambria,Richland Township No. 3,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",157,59,3,95
Cambria,Richland Township No. 4,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",252,103,3,146
Cambria,Richland Township No. 5,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",204,74,2,128
Cambria,Richland Township No. 6,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",240,71,0,169
Cambria,Richland Township No. 7,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",266,110,2,154
Cambria,Richland Township No. 8,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",175,77,1,97
Cambria,Richland Township No. 9,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",245,93,2,150
Cambria,Sankertown Borough,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",81,12,0,69
Cambria,Scalp Level Borough,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",98,31,1,66
Cambria,South Fork Borough,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",131,34,1,96
Cambria,Southmont Borough No. 1,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",377,137,10,230
Cambria,Southmont Borough No. 2,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",149,44,1,104
Cambria,Stonycreek Township - Ward 1,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",155,50,3,102
Cambria,Stonycreek Township - Ward 2,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",82,17,1,64
Cambria,Stonycreek Township - Ward 3,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",162,60,3,99
Cambria,Stonycreek Township - Ward 4,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",172,62,4,106
Cambria,Summerhill Borough,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",85,18,0,67
Cambria,Summerhill Township - North,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",126,49,1,76
Cambria,Summerhill Township - South,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",140,44,1,95
Cambria,Susquehanna Township - North,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",113,49,0,64
Cambria,Susquehanna Township - South,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",98,42,0,56
Cambria,Tunnelhill Borough,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",22,6,1,15
Cambria,Upper Yoder Township No. 1,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",308,127,0,181
Cambria,Upper Yoder Township No. 2,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",207,72,1,134
Cambria,Upper Yoder Township No. 3,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",229,85,1,143
Cambria,Upper Yoder Township No. 4,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",246,104,0,142
Cambria,Vintondale Borough,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",41,17,0,24
Cambria,Washington Township,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",124,40,3,81
Cambria,West Carroll Township - North,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",69,17,0,52
Cambria,West Carroll Township - South,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",97,30,0,67
Cambria,Westmont Borough No. 1,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",376,132,0,244
Cambria,Westmont Borough No. 2,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",474,202,2,270
Cambria,Westmont Borough No. 3,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",444,152,4,288
Cambria,West Taylor Township,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",101,28,2,71
Cambria,White Township,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",129,38,2,89
Cambria,Wilmore Borough,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",22,4,0,18
Cambria,Johnstown Center Town,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",239,102,4,133
Cambria,Johnstown Kernville,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",118,30,4,84
Cambria,Johnstown Seventh Ward,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",277,75,9,193
Cambria,Johnstown Eighth Ward No. 1,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",159,57,2,100
Cambria,Johnstown Eighth Ward No. 3,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",314,114,10,190
Cambria,Johnstown Old Conemaugh Woodvale,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",204,46,5,153
Cambria,Johnstown Prospect,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",111,22,1,88
Cambria,Johnstown Cambria City,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",76,26,0,50
Cambria,Johnstown Seventeenth Ward No. 1,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",208,60,3,145
Cambria,Johnstown Seventeenth Ward No. 2,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",229,72,5,152
Cambria,Johnstown Seventeenth Ward No. 3,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",157,46,2,109
Cambria,Johnstown Seventeenth Ward No. 4,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",111,27,0,84
Cambria,Johnstown Eighteenth Ward,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",167,40,5,122
Cambria,Johnstown Nineteenth Ward,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",183,60,3,120
Cambria,Johnstown Twentieth Ward No. 1,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",255,90,2,163
Cambria,Johnstown Twentieth Ward No. 2,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",232,63,10,159
Cambria,Johnstown Twenty-First Ward,President,,DEM,"KAMALA D. HARRIS, PRESIDENT / TIM WALZ, VICE-PRESIDENT",109,17,0,92
Cambria,Adams Township No. 1,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",697,85,5,607
Cambria,Adams Township - Dunlo,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",314,33,7,274
Cambria,Adams Township - Elton,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",760,112,6,642
Cambria,Adams Township - Gramlingtown,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",429,34,3,392
Cambria,Adams Township - St. Michael,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",446,33,9,404
Cambria,Allegheny Township,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",819,131,4,684
Cambria,Ashville Borough,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",96,12,2,82
Cambria,Barr Township,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",1054,136,10,908
Cambria,Blacklick Township,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",866,132,11,723
Cambria,Brownstown Borough,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",232,30,2,200
Cambria,Cambria Township No. 1,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",730,181,11,538
Cambria,Cambria Township - Colver,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",568,64,6,498
Cambria,Cambria Township - Revloc,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",339,40,4,295
Cambria,Cambria Township No. 4,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",661,126,2,533
Cambria,Carrolltown Borough,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",438,57,0,381
Cambria,Cassandra Borough,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",62,6,1,55
Cambria,Chest Springs Borough,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",75,3,1,71
Cambria,Chest Township,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",227,24,1,202
Cambria,Clearfield Township,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",758,122,0,636
Cambria,Conemaugh Township - Cover Hill,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",441,77,7,357
Cambria,Conemaugh Township - Center,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",511,74,6,431
Cambria,Cresson Borough,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",542,57,4,481
Cambria,Cresson Township - North,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",558,75,9,474
Cambria,Cresson Township - South,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",478,64,4,410
Cambria,Croyle Township No. 1,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",548,71,9,468
Cambria,Croyle Township No. 2,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",551,56,2,493
Cambria,Daisytown Borough,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",144,12,0,132
Cambria,Dale Borough,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",223,30,0,193
Cambria,Dean Township,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",175,24,0,151
Cambria,East Carroll Township - North,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",156,19,2,135
Cambria,East Carroll Township - South,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",608,75,4,529
Cambria,East Conemaugh Borough,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",289,40,3,246
Cambria,East Taylor Township No. 1,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",716,97,10,609
Cambria,East Taylor Township No. 2,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",371,57,4,310
Cambria,Ebensburg Borough - Center,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",355,77,10,268
Cambria,Ebensburg Borough - East,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",420,69,5,346
Cambria,Ebensburg Borough - West,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",477,101,0,376
Cambria,Ehrenfeld Borough,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",65,6,1,58
Cambria,Elder Township,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",391,40,7,344
Cambria,Ferndale Borough,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",492,66,6,420
Cambria,Franklin Borough,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",68,8,0,60
Cambria,Gallitzin Borough,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",566,58,0,508
Cambria,Gallitzin Township,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",652,86,1,565
Cambria,Geistown Borough No. 1,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",395,53,3,339
Cambria,Geistown Borough No. 2,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",609,83,4,522
Cambria,Hastings Borough,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",452,62,7,383
Cambria,Jackson Township No. 1,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",395,50,0,345
Cambria,Jackson Township - Vinco,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",768,140,6,622
Cambria,Jackson Township No. 3,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",823,135,9,679
Cambria,Lilly Borough - 1st Ward,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",126,8,1,117
Cambria,LILLY BOROUGH 2ND WARD,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",227,35,1,191
Cambria,Lorain Borough,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",195,26,1,168
Cambria,Loretto Borough.,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",123,24,1,98
Cambria,Lower Yoder Township No. 1,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",488,81,13,394
Cambria,Lower Yoder Township No. 2,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",488,102,3,383
Cambria,Middle Taylor Township,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",305,53,1,251
Cambria,Munster Township,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",351,47,3,301
Cambria,Nanty Glo Borough - 1st Ward,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",401,47,1,353
Cambria,Nanty Glo Borough - 2nd Ward,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",469,65,0,404
Cambria,Northern Cambria North,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",508,53,4,451
Cambria,Northern Cambria Center,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",504,73,0,431
Cambria,Northern Cambria South,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",328,47,0,281
Cambria,Patton Borough - 1st Ward,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",319,43,1,275
Cambria,Patton Borough - 2nd Ward,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",323,37,7,279
Cambria,Portage Borough - 1st Ward,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",203,28,1,174
Cambria,PORTAGE BOROUGH 2ND WARD,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",313,31,2,280
Cambria,Portage Borough - 3rd Ward,President,,REP,"DONALD J. TRUMP, PRESIDENT / JD VANCE, VICE-PRESIDENT",281,31,1,249
