county,precinct,office,district,party,candidates,votes,,,
Lancaster,Lancaster City - 8th Ward - 9th Precinct,U.S. Senate,,DEM,Bob Casey Jr.,400,,,
Lancaster,Lancaster City - 9th Ward - 1st Precinct,U.S. Senate,,DEM,Bob Casey Jr.,527,,,
Lancaster,Lancaster City - 9th Ward - 2nd Precinct,U.S. Senate,,DEM,Bob Casey Jr.,115,,,
Lancaster,Lancaster City - 9th Ward - 3rd Precinct,U.S. Senate,,DEM,Bob Casey Jr.,495,,,
Lancaster,Lancaster City - 9th Ward - 4th Precinct,U.S. Senate,,DEM,Bob Casey Jr.,947,,,
Lancaster,Lancaster City - 9th Ward - 5th Precinct,U.S. Senate,,DEM,Bob Casey Jr.,542,,,
Lancaster,Adamstown Boro,U.S. Senate,,DEM,Bob Casey Jr.,305,,,
Lancaster,Akron Boro - East Dist,U.S. Senate,,DEM,Bob Casey Jr.,269,,,
Lancaster,Akron Boro - West Dist,U.S. Senate,,DEM,Bob Casey Jr.,385,,,
Lancaster,Christiana Boro,U.S. Senate,,DEM,Bob Casey Jr.,154,,,
Lancaster,Columbia Boro - 1st Ward,U.S. Senate,,DEM,Bob Casey Jr.,243,,,
Lancaster,Columbia Boro - 4th Ward,U.S. Senate,,DEM,Bob Casey Jr.,201,,,
Lancaster,Columbia Boro - 5th Ward,U.S. Senate,,DEM,Bob Casey Jr.,233,,,
Lancaster,Columbia Boro - 6th Ward,U.S. Senate,,DEM,Bob Casey Jr.,338,,,
Lancaster,Columbia Boro - 7th Ward,U.S. Senate,,DEM,Bob Casey Jr.,294,,,
Lancaster,Columbia Boro - 9th Ward,U.S. Senate,,DEM,Bob Casey Jr.,193,,,
Lancaster,Denver Boro,U.S. Senate,,DEM,Bob Casey Jr.,501,,,
Lancaster,East Petersburg Boro North,U.S. Senate,,DEM,Bob Casey Jr.,390,,,
Lancaster,East Petersburg Boro South,U.S. Senate,,DEM,Bob Casey Jr.,333,,,
Lancaster,East Petersburg Boro West,U.S. Senate,,DEM,Bob Casey Jr.,334,,,
Lancaster,Elizabethtown Boro - 1st Ward,U.S. Senate,,DEM,Bob Casey Jr.,551,,,
Lancaster,Elizabethtown Boro - 2nd Ward,U.S. Senate,,DEM,Bob Casey Jr.,396,,,
Lancaster,Elizabethtown Boro - 3rd Ward - 1st Precinct,U.S. Senate,,DEM,Bob Casey Jr.,238,,,
Lancaster,Elizabethtown Boro - 3rd Ward - 2nd Precinct,U.S. Senate,,DEM,Bob Casey Jr.,404,,,
Lancaster,Elizabethtown Boro - 3rd Ward - 3rd Precinct,U.S. Senate,,DEM,Bob Casey Jr.,248,,,
Lancaster,Ephrata Boro - 1st Ward,U.S. Senate,,DEM,Bob Casey Jr.,418,,,
Lancaster,Ephrata Boro - 2nd Ward,U.S. Senate,,DEM,Bob Casey Jr.,528,,,
Lancaster,Ephrata Boro - 3rd Ward,U.S. Senate,,DEM,Bob Casey Jr.,578,,,
Lancaster,Ephrata Boro - 4th Ward,U.S. Senate,,DEM,Bob Casey Jr.,375,,,
Lancaster,Lititz Boro - 1st Ward - 1st Precinct,U.S. Senate,,DEM,Bob Casey Jr.,281,,,
Lancaster,Lititz Boro - 1st Ward - 2nd Precinct,U.S. Senate,,DEM,Bob Casey Jr.,305,,,
Lancaster,Lititz Boro - 2nd Ward - 1st Precinct,U.S. Senate,,DEM,Bob Casey Jr.,286,,,
Lancaster,Lititz Boro - 2nd Ward - 2nd Precinct,U.S. Senate,,DEM,Bob Casey Jr.,373,,,
Lancaster,Lititz Boro - 3rd Ward - 1st Precinct,U.S. Senate,,DEM,Bob Casey Jr.,472,,,
Lancaster,Lititz Boro - 3rd Ward - 2nd Precinct,U.S. Senate,,DEM,Bob Casey Jr.,505,,,
Lancaster,Manheim Boro - 1st Ward,U.S. Senate,,DEM,Bob Casey Jr.,401,,,
Lancaster,Manheim Boro - 2nd Ward,U.S. Senate,,DEM,Bob Casey Jr.,317,,,
Lancaster,Marietta Boro - 1st Dist,U.S. Senate,,DEM,Bob Casey Jr.,272,,,
Lancaster,Marietta Boro - 2nd Dist,U.S. Senate,,DEM,Bob Casey Jr.,245,,,
Lancaster,Millersville Boro - 1st Dist,U.S. Senate,,DEM,Bob Casey Jr.,358,,,
Lancaster,Millersville Boro - 2nd Dist,U.S. Senate,,DEM,Bob Casey Jr.,373,,,
Lancaster,Millersville Boro - 3rd Dist,U.S. Senate,,DEM,Bob Casey Jr.,381,,,
Lancaster,Millersville Boro - 4th Dist,U.S. Senate,,DEM,Bob Casey Jr.,422,,,
Lancaster,Mount Joy Boro - East Ward,U.S. Senate,,DEM,Bob Casey Jr.,294,,,
Lancaster,Mount Joy Boro - Florin Ward,U.S. Senate,,DEM,Bob Casey Jr.,653,,,
Lancaster,Mount Joy Boro - West Ward,U.S. Senate,,DEM,Bob Casey Jr.,415,,,
Lancaster,Mountville Boro,U.S. Senate,,DEM,Bob Casey Jr.,584,,,
Lancaster,New Holland Boro - 1st Dist,U.S. Senate,,DEM,Bob Casey Jr.,279,,,
Lancaster,New Holland Boro - 2nd Dist,U.S. Senate,,DEM,Bob Casey Jr.,365,,,
Lancaster,New Holland Boro - 3rd Dist,U.S. Senate,,DEM,Bob Casey Jr.,174,,,
Lancaster,Quarryville Boro,U.S. Senate,,DEM,Bob Casey Jr.,323,,,
Lancaster,Strasburg Boro - 1st Ward,U.S. Senate,,DEM,Bob Casey Jr.,320,,,
Lancaster,Strasburg Boro - 3rd Ward,U.S. Senate,,DEM,Bob Casey Jr.,268,,,
Lancaster,Terre Hill Boro,U.S. Senate,,DEM,Bob Casey Jr.,112,,,
Lancaster,Bart Twp,U.S. Senate,,DEM,Bob Casey Jr.,151,,,
Lancaster,Brecknock Twp - Bowmansville Dist,U.S. Senate,,DEM,Bob Casey Jr.,433,,,
Lancaster,Brecknock Twp - Muddy Creek Dist,U.S. Senate,,DEM,Bob Casey Jr.,153,,,
Lancaster,Caernarvon Twp,U.S. Senate,,DEM,Bob Casey Jr.,279,,,
Lancaster,Clay Twp - North,U.S. Senate,,DEM,Bob Casey Jr.,241,,,
Lancaster,Clay Twp - South,U.S. Senate,,DEM,Bob Casey Jr.,516,,,
Lancaster,Cocalico East Twp - Smokestown Dist,U.S. Senate,,DEM,Bob Casey Jr.,260,,,
Lancaster,Cocalico East Twp - Swartzville Dist,U.S. Senate,,DEM,Bob Casey Jr.,315,,,
Lancaster,Cocalico East Twp - Stevens Dist,U.S. Senate,,DEM,Bob Casey Jr.,256,,,
Lancaster,Cocalico East Twp - Reamstown Dist,U.S. Senate,,DEM,Bob Casey Jr.,372,,,
Lancaster,Cocalico West Twp - Reinholds Dist,U.S. Senate,,DEM,Bob Casey Jr.,340,,,
Lancaster,Cocalico West Twp - Schoeneck Dist,U.S. Senate,,DEM,Bob Casey Jr.,252,,,
Lancaster,Colerain Twp,U.S. Senate,,DEM,Bob Casey Jr.,326,,,
Lancaster,Conestoga Twp,U.S. Senate,,DEM,Bob Casey Jr.,496,,,
Lancaster,Conoy Twp,U.S. Senate,,DEM,Bob Casey Jr.,346,,,
Lancaster,Donegal East Twp - Maytown Dist,U.S. Senate,,DEM,Bob Casey Jr.,390,,,
Lancaster,Donegal East Twp - Springville Dist,U.S. Senate,,DEM,Bob Casey Jr.,526,,,
Lancaster,Donegal East Twp - Maytown West Dist,U.S. Senate,,DEM,Bob Casey Jr.,359,,,
Lancaster,Donegal West Twp - 1st Dist,U.S. Senate,,DEM,Bob Casey Jr.,243,,,
Lancaster,Donegal West Twp - 2nd Dist,U.S. Senate,,DEM,Bob Casey Jr.,406,,,
Lancaster,Donegal West Twp - 3rd Dist,U.S. Senate,,DEM,Bob Casey Jr.,580,,,
Lancaster,Donegal West Twp - 4th Dist,U.S. Senate,,DEM,Bob Casey Jr.,304,,,
Lancaster,Drumore Twp,U.S. Senate,,DEM,Bob Casey Jr.,199,,,
Lancaster,Drumore East Twp,U.S. Senate,,DEM,Bob Casey Jr.,338,,,
Lancaster,Earl Twp - Martindale Dist,U.S. Senate,,DEM,Bob Casey Jr.,172,,,
Lancaster,Earl Twp - New Holland Dist,U.S. Senate,,DEM,Bob Casey Jr.,380,,,
Lancaster,Earl East Twp - Blue Ball Dist,U.S. Senate,,DEM,Bob Casey Jr.,279,,,
Lancaster,Earl East Twp - Terre Hill Dist,U.S. Senate,,DEM,Bob Casey Jr.,172,,,
Lancaster,Earl West Twp - Earlville Dist,U.S. Senate,,DEM,Bob Casey Jr.,342,,,
Lancaster,Earl West Twp - Farmersville Dist,U.S. Senate,,DEM,Bob Casey Jr.,270,,,
Lancaster,Earl West Twp - North District,U.S. Senate,,DEM,Bob Casey Jr.,324,,,
Lancaster,Eden Twp,U.S. Senate,,DEM,Bob Casey Jr.,139,,,
Lancaster,Elizabeth Twp,U.S. Senate,,DEM,Bob Casey Jr.,418,,,
Lancaster,Ephrata Twp - Lincoln Dist,U.S. Senate,,DEM,Bob Casey Jr.,402,,,
Lancaster,Ephrata Twp - Murrell Dist,U.S. Senate,,DEM,Bob Casey Jr.,496,,,
Lancaster,Ephrata Twp - Trout Run Dist,U.S. Senate,,DEM,Bob Casey Jr.,274,,,
Lancaster,Fulton Twp,U.S. Senate,,DEM,Bob Casey Jr.,217,,,
Lancaster,Hempfield East Twp - Barrcrest Dist,U.S. Senate,,DEM,Bob Casey Jr.,315,,,
Lancaster,Hempfield East Twp - Centerville Dist,U.S. Senate,,DEM,Bob Casey Jr.,511,,,
Lancaster,Hempfield East Twp - Cherry Hill Dist,U.S. Senate,,DEM,Bob Casey Jr.,259,,,
Lancaster,Hempfield East Twp - Chestnut Ridge Dist,U.S. Senate,,DEM,Bob Casey Jr.,677,,,
Lancaster,Hempfield East Twp - Friendly Dist,U.S. Senate,,DEM,Bob Casey Jr.,296,,,
Lancaster,Hempfield East Twp - Spring Dist,U.S. Senate,,DEM,Bob Casey Jr.,500,,,
Lancaster,Hempfield East Twp - Hempland Dist,U.S. Senate,,DEM,Bob Casey Jr.,205,,,
Lancaster,Hempfield East Twp - Indian Springs Dist,U.S. Senate,,DEM,Bob Casey Jr.,428,,,
Lancaster,Hempfield East Twp - Kings District,U.S. Senate,,DEM,Bob Casey Jr.,321,,,
Lancaster,Hempfield East Twp - Landisville Dist,U.S. Senate,,DEM,Bob Casey Jr.,424,,,
Lancaster,Hempfield East Twp - Millcreek Dist,U.S. Senate,,DEM,Bob Casey Jr.,455,,,
Lancaster,Hempfield East Twp - Petersburg Dist,U.S. Senate,,DEM,Bob Casey Jr.,238,,,
Lancaster,Hempfield East Twp - Pleasant View Dist,U.S. Senate,,DEM,Bob Casey Jr.,598,,,
Lancaster,Hempfield East Twp - Rohrerstown Dist,U.S. Senate,,DEM,Bob Casey Jr.,523,,,
Lancaster,Hempfield East Twp - Scotland Dist,U.S. Senate,,DEM,Bob Casey Jr.,428,,,
Lancaster,Hempfield West Twp - Chestnut Hill Dist,U.S. Senate,,DEM,Bob Casey Jr.,527,,,
Lancaster,Hempfield West Twp - Farmdale Dist,U.S. Senate,,DEM,Bob Casey Jr.,460,,,
Lancaster,Hempfield West Twp - Ironville Dist,U.S. Senate,,DEM,Bob Casey Jr.,429,,,
Lancaster,Hempfield West Twp - Silver Spring Dist,U.S. Senate,,DEM,Bob Casey Jr.,352,,,
Lancaster,Hempfield West Twp - Oyster Point Dist,U.S. Senate,,DEM,Bob Casey Jr.,583,,,
Lancaster,Hempfield West Twp - Highland Park Dist,U.S. Senate,,DEM,Bob Casey Jr.,333,,,
Lancaster,Hempfield West Twp - Salunga Dist,U.S. Senate,,DEM,Bob Casey Jr.,383,,,
Lancaster,Lampeter East Twp - 1st Dist,U.S. Senate,,DEM,Bob Casey Jr.,426,,,
Lancaster,Lampeter East Twp - 2nd Dist,U.S. Senate,,DEM,Bob Casey Jr.,450,,,
Lancaster,Lampeter East Twp - 3rd Dist,U.S. Senate,,DEM,Bob Casey Jr.,207,,,
Lancaster,Lampeter East Twp - 4th Dist,U.S. Senate,,DEM,Bob Casey Jr.,363,,,
Lancaster,Lampeter East Twp - 5th Dist,U.S. Senate,,DEM,Bob Casey Jr.,366,,,
Lancaster,Lampeter East Twp - 6th Dist,U.S. Senate,,DEM,Bob Casey Jr.,246,,,
Lancaster,Lampeter East Twp - 7th Dist,U.S. Senate,,DEM,Bob Casey Jr.,332,,,
Lancaster,Lampeter East Twp - 8th Dist,U.S. Senate,,DEM,Bob Casey Jr.,491,,,
Lancaster,Lampeter West Twp - Lampeter Dist,U.S. Senate,,DEM,Bob Casey Jr.,405,,,
Lancaster,Lampeter West Twp - Lyndon Dist,U.S. Senate,,DEM,Bob Casey Jr.,422,,,
Lancaster,Lampeter West Twp - Willow Street Dist,U.S. Senate,,DEM,Bob Casey Jr.,509,,,
Lancaster,Lampeter West Twp - Locust Dist,U.S. Senate,,DEM,Bob Casey Jr.,633,,,
Lancaster,Lampeter West Twp - Millport Dist,U.S. Senate,,DEM,Bob Casey Jr.,467,,,
Lancaster,Lampeter West Twp - Lakes Dist,U.S. Senate,,DEM,Bob Casey Jr.,421,,,
Lancaster,Lampeter West Twp - Windy Hill Dist,U.S. Senate,,DEM,Bob Casey Jr.,645,,,
Lancaster,Lancaster Twp - 1st Dist,U.S. Senate,,DEM,Bob Casey Jr.,357,,,
Lancaster,Lancaster Twp - 2nd Dist,U.S. Senate,,DEM,Bob Casey Jr.,323,,,
Lancaster,Lancaster Twp - 3rd Dist,U.S. Senate,,DEM,Bob Casey Jr.,333,,,
Lancaster,Lancaster Twp - 4th Dist,U.S. Senate,,DEM,Bob Casey Jr.,501,,,
Lancaster,Lancaster Twp - 5th Dist,U.S. Senate,,DEM,Bob Casey Jr.,516,,,
Lancaster,Lancaster Twp - 6th Dist,U.S. Senate,,DEM,Bob Casey Jr.,359,,,
Lancaster,Lancaster Twp - 7th Dist,U.S. Senate,,DEM,Bob Casey Jr.,575,,,
Lancaster,Lancaster Twp - 8th Dist,U.S. Senate,,DEM,Bob Casey Jr.,818,,,
Lancaster,Lancaster Twp - 9th Dist,U.S. Senate,,DEM,Bob Casey Jr.,719,,,
Lancaster,Leacock Twp,U.S. Senate,,DEM,Bob Casey Jr.,253,,,
Lancaster,Leacock Upper Twp - Bareville Dist,U.S. Senate,,DEM,Bob Casey Jr.,354,,,
Lancaster,Leacock Upper Twp - Leacock Dist,U.S. Senate,,DEM,Bob Casey Jr.,287,,,
Lancaster,Leacock Upper Twp - Leola Dist,U.S. Senate,,DEM,Bob Casey Jr.,310,,,
Lancaster,Little Britain Twp,U.S. Senate,,DEM,Bob Casey Jr.,357,,,
Lancaster,Manheim Twp - 1st Dist,U.S. Senate,,DEM,Bob Casey Jr.,408,,,
Lancaster,Manheim Twp - 2nd Dist,U.S. Senate,,DEM,Bob Casey Jr.,436,,,
Lancaster,Manheim Twp - 3rd Dist,U.S. Senate,,DEM,Bob Casey Jr.,434,,,
Lancaster,Manheim Twp - 4th Dist,U.S. Senate,,DEM,Bob Casey Jr.,401,,,
Lancaster,Manheim Twp - 5th Dist,U.S. Senate,,DEM,Bob Casey Jr.,463,,,
Lancaster,Manheim Twp - 6th Dist,U.S. Senate,,DEM,Bob Casey Jr.,496,,,
Lancaster,Manheim Twp - 7th Dist - 41st,U.S. Senate,,DEM,Bob Casey Jr.,179,,,
Lancaster,Manheim Twp - 7th Dist - 96th,U.S. Senate,,DEM,Bob Casey Jr.,116,,,
Lancaster,Manheim Twp - 8th Dist,U.S. Senate,,DEM,Bob Casey Jr.,342,,,
Lancaster,Manheim Twp - 9th Dist,U.S. Senate,,DEM,Bob Casey Jr.,365,,,
Lancaster,Manheim Twp - 10th Dist,U.S. Senate,,DEM,Bob Casey Jr.,516,,,
Lancaster,Manheim Twp - 11th Dist,U.S. Senate,,DEM,Bob Casey Jr.,386,,,
Lancaster,Manheim Twp - 12th Dist,U.S. Senate,,DEM,Bob Casey Jr.,348,,,
Lancaster,Manheim Twp - 13th Dist,U.S. Senate,,DEM,Bob Casey Jr.,556,,,
Lancaster,Manheim Twp - 14th Dist,U.S. Senate,,DEM,Bob Casey Jr.,381,,,
Lancaster,Manheim Twp - 15th Dist,U.S. Senate,,DEM,Bob Casey Jr.,519,,,
Lancaster,Manheim Twp - 16th Dist,U.S. Senate,,DEM,Bob Casey Jr.,799,,,
Lancaster,Manheim Twp - 17th Dist,U.S. Senate,,DEM,Bob Casey Jr.,470,,,
Lancaster,Manheim Twp - 18th Dist,U.S. Senate,,DEM,Bob Casey Jr.,423,,,
Lancaster,Manheim Twp - 19th Dist,U.S. Senate,,DEM,Bob Casey Jr.,448,,,
Lancaster,Manheim Twp - 20th Dist,U.S. Senate,,DEM,Bob Casey Jr.,520,,,
Lancaster,Manheim Twp - 21st Dist,U.S. Senate,,DEM,Bob Casey Jr.,637,,,
Lancaster,Manheim Twp - 22nd Dist,U.S. Senate,,DEM,Bob Casey Jr.,506,,,
Lancaster,Manheim Twp - 23rd Dist,U.S. Senate,,DEM,Bob Casey Jr.,610,,,
Lancaster,Manor Twp - Bethel Dist,U.S. Senate,,DEM,Bob Casey Jr.,283,,,
Lancaster,Manor Twp - Hambright Dist,U.S. Senate,,DEM,Bob Casey Jr.,671,,,
Lancaster,Manor Twp - Indiantown Dist,U.S. Senate,,DEM,Bob Casey Jr.,209,,,
Lancaster,Manor Twp - Leisure Dist,U.S. Senate,,DEM,Bob Casey Jr.,815,,,
Lancaster,Manor Twp - Manor New Dist,U.S. Senate,,DEM,Bob Casey Jr.,343,,,
Lancaster,Manor Twp - Washington Boro Dist,U.S. Senate,,DEM,Bob Casey Jr.,153,,,
Lancaster,Manor Twp - West Lancaster Dist,U.S. Senate,,DEM,Bob Casey Jr.,585,,,
Lancaster,Manor Twp - New East Dist,U.S. Senate,,DEM,Bob Casey Jr.,761,,,
Lancaster,Manor Twp - Hershey Mill Dist,U.S. Senate,,DEM,Bob Casey Jr.,341,,,
Lancaster,Martic Twp - Marticville Dist,U.S. Senate,,DEM,Bob Casey Jr.,424,,,
Lancaster,Martic Twp - Holtwood Dist,U.S. Senate,,DEM,Bob Casey Jr.,212,,,
Lancaster,Mount Joy Twp - Milton Grove Dist,U.S. Senate,,DEM,Bob Casey Jr.,406,,,
Lancaster,Mount Joy Twp - Fairview,U.S. Senate,,DEM,Bob Casey Jr.,223,,,
Lancaster,Mount Joy Twp - Cloverleaf,U.S. Senate,,DEM,Bob Casey Jr.,478,,,
Lancaster,Mount Joy Twp - Hershey Road,U.S. Senate,,DEM,Bob Casey Jr.,468,,,
Lancaster,Paradise Twp,U.S. Senate,,DEM,Bob Casey Jr.,316,,,
Lancaster,Penn Twp - Junction Dist,U.S. Senate,,DEM,Bob Casey Jr.,565,,,
Lancaster,Penn Twp - South Penn Dist,U.S. Senate,,DEM,Bob Casey Jr.,440,,,
Lancaster,Penn Twp - Penryn,U.S. Senate,,DEM,Bob Casey Jr.,267,,,
Lancaster,Pequea Twp - West Willow Dist,U.S. Senate,,DEM,Bob Casey Jr.,456,,,
Lancaster,Pequea Twp - New Danville Dist,U.S. Senate,,DEM,Bob Casey Jr.,237,,,
Lancaster,Providence Twp - East Dist,U.S. Senate,,DEM,Bob Casey Jr.,367,,,
Lancaster,Providence Twp - West Dist,U.S. Senate,,DEM,Bob Casey Jr.,284,,,
Lancaster,Rapho Twp - Sporting Hill Dist,U.S. Senate,,DEM,Bob Casey Jr.,209,,,
Lancaster,Rapho Twp - Elm Tree I Dist,U.S. Senate,,DEM,Bob Casey Jr.,200,,,
Lancaster,Rapho Twp - Union Square Dist,U.S. Senate,,DEM,Bob Casey Jr.,247,,,
Lancaster,Rapho Twp - Elm Tree II Dist,U.S. Senate,,DEM,Bob Casey Jr.,484,,,
Lancaster,Rapho Twp - Willow Creek Dist,U.S. Senate,,DEM,Bob Casey Jr.,479,,,
Lancaster,Sadsbury Twp,U.S. Senate,,DEM,Bob Casey Jr.,256,,,
Lancaster,Salisbury Twp - Cambridge Dist,U.S. Senate,,DEM,Bob Casey Jr.,189,,,
Lancaster,Salisbury Twp - Gap Dist,U.S. Senate,,DEM,Bob Casey Jr.,265,,,
Lancaster,Salisbury Twp - White Horse Dist,U.S. Senate,,DEM,Bob Casey Jr.,220,,,
Lancaster,Strasburg Twp,U.S. Senate,,DEM,Bob Casey Jr.,420,,,
Lancaster,Warwick Twp - Brunnerville Dist,U.S. Senate,,DEM,Bob Casey Jr.,330,,,
Lancaster,Warwick Twp - Kissel Hill Dist,U.S. Senate,,DEM,Bob Casey Jr.,471,,,
Lancaster,Warwick Twp - Rothsville Dist,U.S. Senate,,DEM,Bob Casey Jr.,324,,,
Lancaster,Warwick Twp - Woodcrest Dist,U.S. Senate,,DEM,Bob Casey Jr.,406,,,
Lancaster,Warwick Twp - Clay Newport Dist,U.S. Senate,,DEM,Bob Casey Jr.,566,,,
Lancaster,Warwick Twp - Hilltop Manor Dist,U.S. Senate,,DEM,Bob Casey Jr.,217,,,
Lancaster,Warwick Twp - Millport Dist,U.S. Senate,,DEM,Bob Casey Jr.,219,,,
Lancaster,Warwick Twp - Newport West Dist,U.S. Senate,,DEM,Bob Casey Jr.,468,,,
Lancaster,Warwick Twp - Southwest Dist,U.S. Senate,,DEM,Bob Casey Jr.,595,,,
Lancaster,Lancaster City - 1st Ward,U.S. Senate,,REP,Lou Barletta,40,,,
Lancaster,Lancaster City - 2nd Ward - 1st Precinct,U.S. Senate,,REP,Lou Barletta,78,,,
Lancaster,Lancaster City - 2nd Ward - 2nd Precinct,U.S. Senate,,REP,Lou Barletta,106,,,
Lancaster,Lancaster City - 3rd Ward,U.S. Senate,,REP,Lou Barletta,60,,,
Lancaster,Lancaster City - 4th Ward - 1st Precinct,U.S. Senate,,REP,Lou Barletta,23,,,
Lancaster,Lancaster City - 4th Ward - 2nd Precinct,U.S. Senate,,REP,Lou Barletta,28,,,
Lancaster,Lancaster City - 5th Ward - 1st Precinct,U.S. Senate,,REP,Lou Barletta,83,,,
Lancaster,Lancaster City - 5th Ward - 2nd Precinct,U.S. Senate,,REP,Lou Barletta,70,,,
Lancaster,Lancaster City - 5th Ward - 3rd Precinct,U.S. Senate,,REP,Lou Barletta,80,,,
Lancaster,Lancaster City - 6th Ward - 1st Precinct,U.S. Senate,,REP,Lou Barletta,77,,,
Lancaster,Lancaster City - 6th Ward - 2nd Precinct,U.S. Senate,,REP,Lou Barletta,53,,,
Lancaster,Lancaster City - 6th Ward - 3rd Precinct,U.S. Senate,,REP,Lou Barletta,107,,,
Lancaster,Lancaster City - 6th Ward - 4th Precinct,U.S. Senate,,REP,Lou Barletta,95,,,
Lancaster,Lancaster City - 6th Ward - 5th Precinct,U.S. Senate,,REP,Lou Barletta,82,,,
Lancaster,Lancaster City - 6th Ward - 6th Precinct,U.S. Senate,,REP,Lou Barletta,112,,,
Lancaster,Lancaster City - 6th Ward - 7th Precinct,U.S. Senate,,REP,Lou Barletta,107,,,
Lancaster,Lancaster City - 6th Ward - 8th Precinct,U.S. Senate,,REP,Lou Barletta,101,,,
Lancaster,Lancaster City - 7th Ward - 1st Precinct,U.S. Senate,,REP,Lou Barletta,28,,,
Lancaster,Lancaster City - 7th Ward - 2nd Precinct,U.S. Senate,,REP,Lou Barletta,24,,,
Lancaster,Lancaster City - 7th Ward - 3rd Precinct,U.S. Senate,,REP,Lou Barletta,19,,,
Lancaster,Lancaster City - 7th Ward - 4th Precinct,U.S. Senate,,REP,Lou Barletta,35,,,
Lancaster,Lancaster City - 7th Ward - 5th Precinct,U.S. Senate,,REP,Lou Barletta,21,,,
Lancaster,Lancaster City - 7th Ward - 6th Precinct,U.S. Senate,,REP,Lou Barletta,29,,,
Lancaster,Lancaster City - 7th Ward - 7th Precinct,U.S. Senate,,REP,Lou Barletta,71,,,
Lancaster,Lancaster City - 7th Ward - 8th Precinct (CV),U.S. Senate,,REP,Lou Barletta,89,,,
