county,precinct_id,precinct,office,district,candidate,party,votes
Lehigh,21307,Bethlehem 13th Ward 7th District,U.S. Senate,,"BOB CASEY, JR",DEM,384
Lehigh,21308,Bethlehem 13th Ward 8th District,U.S. Senate,,"BOB CASEY, JR",DEM,377
Lehigh,30101,Alburtis,U.S. Senate,,"BOB CASEY, JR",DEM,483
Lehigh,40101,Catasauqua 1st District,U.S. Senate,,"BOB CASEY, JR",DEM,404
Lehigh,40102,Catasauqua 2nd District,U.S. Senate,,"BOB CASEY, JR",DEM,352
Lehigh,40103,Catasauqua 3rd District,U.S. Senate,,"BOB CASEY, JR",DEM,442
Lehigh,50101,Coopersburg,U.S. Senate,,"BOB CASEY, JR",DEM,556
Lehigh,60101,Coplay 1st District,U.S. Senate,,"BOB CASEY, JR",DEM,309
Lehigh,60102,Coplay 2nd District,U.S. Senate,,"BOB CASEY, JR",DEM,396
Lehigh,70101,Emmaus 1st District,U.S. Senate,,"BOB CASEY, JR",DEM,418
Lehigh,70102,Emmaus 2nd District,U.S. Senate,,"BOB CASEY, JR",DEM,411
Lehigh,70103,Emmaus 3rd District,U.S. Senate,,"BOB CASEY, JR",DEM,472
Lehigh,70104,Emmaus 4th District,U.S. Senate,,"BOB CASEY, JR",DEM,457
Lehigh,70105,Emmaus 5th District,U.S. Senate,,"BOB CASEY, JR",DEM,272
Lehigh,70106,Emmaus 6th District,U.S. Senate,,"BOB CASEY, JR",DEM,556
Lehigh,80101,Fountain Hill 1st District,U.S. Senate,,"BOB CASEY, JR",DEM,425
Lehigh,80102,Fountain Hill 2nd District,U.S. Senate,,"BOB CASEY, JR",DEM,348
Lehigh,80103,Fountain Hill 3rd District,U.S. Senate,,"BOB CASEY, JR",DEM,339
Lehigh,90101,Macungie,U.S. Senate,,"BOB CASEY, JR",DEM,741
Lehigh,100101,Slatington 1st District,U.S. Senate,,"BOB CASEY, JR",DEM,169
Lehigh,100102,Slatington 2nd District,U.S. Senate,,"BOB CASEY, JR",DEM,140
Lehigh,100103,Slatington 3rd District,U.S. Senate,,"BOB CASEY, JR",DEM,272
Lehigh,110101,Hanover,U.S. Senate,,"BOB CASEY, JR",DEM,303
Lehigh,120101,Heidelberg,U.S. Senate,,"BOB CASEY, JR",DEM,520
Lehigh,130101,Lower Macungie 1st District,U.S. Senate,,"BOB CASEY, JR",DEM,828
Lehigh,130102,Lower Macungie 2nd District,U.S. Senate,,"BOB CASEY, JR",DEM,1449
Lehigh,130103,Lower Macungie 3rd District,U.S. Senate,,"BOB CASEY, JR",DEM,694
Lehigh,130104,Lower Macungie 4th District,U.S. Senate,,"BOB CASEY, JR",DEM,672
Lehigh,130105,Lower Macungie 5th District,U.S. Senate,,"BOB CASEY, JR",DEM,555
Lehigh,130106,Lower Macungie 6th District,U.S. Senate,,"BOB CASEY, JR",DEM,1050
Lehigh,130107,Lower Macungie 7th District,U.S. Senate,,"BOB CASEY, JR",DEM,672
Lehigh,130108,Lower Macungie 8th District,U.S. Senate,,"BOB CASEY, JR",DEM,549
Lehigh,130109,Lower Macungie 9th District,U.S. Senate,,"BOB CASEY, JR",DEM,454
Lehigh,130110,Lower Macungie 10th District,U.S. Senate,,"BOB CASEY, JR",DEM,710
Lehigh,140101,Lower Milford,U.S. Senate,,"BOB CASEY, JR",DEM,782
Lehigh,150101,Lowhill,U.S. Senate,,"BOB CASEY, JR",DEM,442
Lehigh,160101,Lynn New Tripoli District,U.S. Senate,,"BOB CASEY, JR",DEM,424
Lehigh,160102,Lynn Lynnville District,U.S. Senate,,"BOB CASEY, JR",DEM,125
Lehigh,160103,Lynn Jacksonville District,U.S. Senate,,"BOB CASEY, JR",DEM,137
Lehigh,170101,North Whitehall 1st District,U.S. Senate,,"BOB CASEY, JR",DEM,769
Lehigh,170102,North Whitehall 2nd District,U.S. Senate,,"BOB CASEY, JR",DEM,634
Lehigh,170103,North Whitehall 3rd District,U.S. Senate,,"BOB CASEY, JR",DEM,351
Lehigh,170104,North Whitehall 4th District,U.S. Senate,,"BOB CASEY, JR",DEM,463
Lehigh,170105,North Whitehall 5th District,U.S. Senate,,"BOB CASEY, JR",DEM,407
Lehigh,170106,North Whitehall 6th District,U.S. Senate,,"BOB CASEY, JR",DEM,375
Lehigh,180101,Salisbury 1st Ward,U.S. Senate,,"BOB CASEY, JR",DEM,532
Lehigh,180201,Salisbury 2nd Ward,U.S. Senate,,"BOB CASEY, JR",DEM,598
Lehigh,180301,Salisbury 3rd Ward 1st District,U.S. Senate,,"BOB CASEY, JR",DEM,273
Lehigh,180302,Salisbury 3rd Ward 2nd District,U.S. Senate,,"BOB CASEY, JR",DEM,301
Lehigh,180401,Salisbury 4th Ward 1st District,U.S. Senate,,"BOB CASEY, JR",DEM,402
Lehigh,180402,Salisbury 4th Ward 2nd District,U.S. Senate,,"BOB CASEY, JR",DEM,249
Lehigh,180501,Salisbury 5th Ward 1st District,U.S. Senate,,"BOB CASEY, JR",DEM,284
Lehigh,180502,Salisbury 5th Ward 2nd District,U.S. Senate,,"BOB CASEY, JR",DEM,464
Lehigh,190101,South Whitehall 1st District,U.S. Senate,,"BOB CASEY, JR",DEM,749
Lehigh,190102,South Whitehall 2nd District,U.S. Senate,,"BOB CASEY, JR",DEM,379
Lehigh,190103,South Whitehall 3rd District,U.S. Senate,,"BOB CASEY, JR",DEM,787
Lehigh,190104,South Whitehall 4th District,U.S. Senate,,"BOB CASEY, JR",DEM,436
Lehigh,190105,South Whitehall 5th District,U.S. Senate,,"BOB CASEY, JR",DEM,859
Lehigh,190106,South Whitehall 6th District,U.S. Senate,,"BOB CASEY, JR",DEM,806
Lehigh,190107,South Whitehall 7th District,U.S. Senate,,"BOB CASEY, JR",DEM,381
Lehigh,190108,South Whitehall 8th District,U.S. Senate,,"BOB CASEY, JR",DEM,869
Lehigh,200101,Upper Macungie 1st District,U.S. Senate,,"BOB CASEY, JR",DEM,773
Lehigh,200102,Upper Macungie 2nd District,U.S. Senate,,"BOB CASEY, JR",DEM,1014
Lehigh,200103,Upper Macungie 3rd District,U.S. Senate,,"BOB CASEY, JR",DEM,616
Lehigh,200104,Upper Macungie 4th District,U.S. Senate,,"BOB CASEY, JR",DEM,477
Lehigh,200105,Upper Macungie 5th District,U.S. Senate,,"BOB CASEY, JR",DEM,1111
Lehigh,200106,Upper Macungie 6th District,U.S. Senate,,"BOB CASEY, JR",DEM,469
Lehigh,200107,Upper Macungie 7th District,U.S. Senate,,"BOB CASEY, JR",DEM,471
Lehigh,200108,Upper Macungie 8th District,U.S. Senate,,"BOB CASEY, JR",DEM,464
Lehigh,210101,Upper Milford Eastern District,U.S. Senate,,"BOB CASEY, JR",DEM,963
Lehigh,210102,Upper Milford Western District,U.S. Senate,,"BOB CASEY, JR",DEM,778
Lehigh,220101,Upper Saucon 1st District,U.S. Senate,,"BOB CASEY, JR",DEM,805
Lehigh,220102,Upper Saucon 2nd District,U.S. Senate,,"BOB CASEY, JR",DEM,520
Lehigh,220103,Upper Saucon 3rd District,U.S. Senate,,"BOB CASEY, JR",DEM,405
Lehigh,220104,Upper Saucon 4th District,U.S. Senate,,"BOB CASEY, JR",DEM,1113
Lehigh,220105,Upper Saucon 5th District,U.S. Senate,,"BOB CASEY, JR",DEM,488
Lehigh,220106,Upper Saucon 6th District,U.S. Senate,,"BOB CASEY, JR",DEM,527
Lehigh,230101,Washington Eastern District,U.S. Senate,,"BOB CASEY, JR",DEM,160
Lehigh,230102,Washington Southern District,U.S. Senate,,"BOB CASEY, JR",DEM,644
Lehigh,230103,Washington Western District,U.S. Senate,,"BOB CASEY, JR",DEM,146
Lehigh,240101,Weisenberg,U.S. Senate,,"BOB CASEY, JR",DEM,936
Lehigh,250101,Whitehall 1st District,U.S. Senate,,"BOB CASEY, JR",DEM,659
Lehigh,250102,Whitehall 2nd District,U.S. Senate,,"BOB CASEY, JR",DEM,243
Lehigh,250103,Whitehall 3rd District,U.S. Senate,,"BOB CASEY, JR",DEM,370
Lehigh,250104,Whitehall 4th District,U.S. Senate,,"BOB CASEY, JR",DEM,385
Lehigh,250105,Whitehall 5th District,U.S. Senate,,"BOB CASEY, JR",DEM,245
Lehigh,250106,Whitehall 6th District,U.S. Senate,,"BOB CASEY, JR",DEM,396
Lehigh,250107,Whitehall 7th District,U.S. Senate,,"BOB CASEY, JR",DEM,674
Lehigh,250108,Whitehall 8th District,U.S. Senate,,"BOB CASEY, JR",DEM,532
Lehigh,250109,Whitehall 9th District,U.S. Senate,,"BOB CASEY, JR",DEM,497
Lehigh,250110,Whitehall 10th District,U.S. Senate,,"BOB CASEY, JR",DEM,575
Lehigh,250111,Whitehall 11th District,U.S. Senate,,"BOB CASEY, JR",DEM,428
Lehigh,250112,Whitehall 12th District,U.S. Senate,,"BOB CASEY, JR",DEM,555
Lehigh,10101,Allentown 1st Ward 1st District,U.S. Senate,,LOU BARLETTA,REP,36
Lehigh,10201,Allentown 2nd Ward 1st District,U.S. Senate,,LOU BARLETTA,REP,38
Lehigh,10301,Allentown 3rd Ward 1st District,U.S. Senate,,LOU BARLETTA,REP,51
Lehigh,10401,Allentown 4th Ward 1st District,U.S. Senate,,LOU BARLETTA,REP,43
Lehigh,10501,Allentown 5th Ward 1st District,U.S. Senate,,LOU BARLETTA,REP,49
Lehigh,10601,Allentown 6th Ward 1st District,U.S. Senate,,LOU BARLETTA,REP,31
Lehigh,10602,Allentown 6th Ward 2nd District,U.S. Senate,,LOU BARLETTA,REP,63
Lehigh,10701,Allentown 7th Ward,U.S. Senate,,LOU BARLETTA,REP,66
Lehigh,10801,Allentown 8th Ward 1st District,U.S. Senate,,LOU BARLETTA,REP,24
Lehigh,10802,Allentown 8th Ward 2nd District,U.S. Senate,,LOU BARLETTA,REP,32
Lehigh,10803,Allentown 8th Ward 3rd District,U.S. Senate,,LOU BARLETTA,REP,41
Lehigh,10804,Allentown 8th Ward 4th District,U.S. Senate,,LOU BARLETTA,REP,121
Lehigh,10805,Allentown 8th Ward 5th District,U.S. Senate,,LOU BARLETTA,REP,47
Lehigh,10806,Allentown 8th Ward 6th District,U.S. Senate,,LOU BARLETTA,REP,49
Lehigh,10807,Allentown 8th Ward 7th District,U.S. Senate,,LOU BARLETTA,REP,176
Lehigh,10901,Allentown 9th Ward 1st District,U.S. Senate,,LOU BARLETTA,REP,43
Lehigh,11001,Allentown 10th Ward 1st District,U.S. Senate,,LOU BARLETTA,REP,51
Lehigh,11003,Allentown 10th Ward 3rd District,U.S. Senate,,LOU BARLETTA,REP,60
Lehigh,11004,Allentown 10th Ward 4th District,U.S. Senate,,LOU BARLETTA,REP,39
Lehigh,11101,Allentown 11th Ward 1st District,U.S. Senate,,LOU BARLETTA,REP,59
Lehigh,11102,Allentown 11th Ward 2nd District,U.S. Senate,,LOU BARLETTA,REP,49
Lehigh,11103,Allentown 11th Ward 3rd District,U.S. Senate,,LOU BARLETTA,REP,83
Lehigh,11104,Allentown 11th Ward 4th District,U.S. Senate,,LOU BARLETTA,REP,165
Lehigh,11105,Allentown 11th Ward 5th District,U.S. Senate,,LOU BARLETTA,REP,122
Lehigh,11106,Allentown 11th Ward 6th District,U.S. Senate,,LOU BARLETTA,REP,236
Lehigh,11107,Allentown 11th Ward 7th District,U.S. Senate,,LOU BARLETTA,REP,181
Lehigh,11201,Allentown 12th Ward 1st District,U.S. Senate,,LOU BARLETTA,REP,102
Lehigh,11202,Allentown 12th Ward 2nd District,U.S. Senate,,LOU BARLETTA,REP,136
Lehigh,11203,Allentown 12th Ward 3rd District,U.S. Senate,,LOU BARLETTA,REP,170
Lehigh,11204,Allentown 12th Ward 4th District,U.S. Senate,,LOU BARLETTA,REP,179
Lehigh,11205,Allentown 12th Ward 5th District,U.S. Senate,,LOU BARLETTA,REP,127
Lehigh,11301,Allentown 13th Ward 1st District,U.S. Senate,,LOU BARLETTA,REP,67
Lehigh,11302,Allentown 13th Ward 2nd District,U.S. Senate,,LOU BARLETTA,REP,95
Lehigh,11303,Allentown 13th Ward 3rd District,U.S. Senate,,LOU BARLETTA,REP,115
Lehigh,11304,Allentown 13th Ward 4th District,U.S. Senate,,LOU BARLETTA,REP,94
Lehigh,11401,Allentown 14th Ward 1st District,U.S. Senate,,LOU BARLETTA,REP,167
Lehigh,11402,Allentown 14th Ward 2nd District,U.S. Senate,,LOU BARLETTA,REP,115
Lehigh,11501,Allentown 15th Ward 1st District,U.S. Senate,,LOU BARLETTA,REP,158
Lehigh,11502,Allentown 15th Ward 2nd District,U.S. Senate,,LOU BARLETTA,REP,178
Lehigh,11503,Allentown 15th Ward 3rd District,U.S. Senate,,LOU BARLETTA,REP,229
Lehigh,11504,Allentown 15th Ward 4th District,U.S. Senate,,LOU BARLETTA,REP,126
Lehigh,11601,Allentown 16th Ward 1st District,U.S. Senate,,LOU BARLETTA,REP,142
Lehigh,11602,Allentown 16th Ward 2nd District,U.S. Senate,,LOU BARLETTA,REP,236
Lehigh,11701,Allentown 17th Ward 1st District,U.S. Senate,,LOU BARLETTA,REP,149
Lehigh,11702,Allentown 17th Ward 2nd District,U.S. Senate,,LOU BARLETTA,REP,198
Lehigh,11703,Allentown 17th Ward 3rd District,U.S. Senate,,LOU BARLETTA,REP,239
Lehigh,11704,Allentown 17th Ward 4th District,U.S. Senate,,LOU BARLETTA,REP,573
Lehigh,11801,Allentown 18th Ward 1st District,U.S. Senate,,LOU BARLETTA,REP,156
Lehigh,11802,Allentown 18th Ward 2nd District,U.S. Senate,,LOU BARLETTA,REP,277
Lehigh,11901,Allentown 19th Ward 1st District,U.S. Senate,,LOU BARLETTA,REP,116
Lehigh,11902,Allentown 19th Ward 2nd District,U.S. Senate,,LOU BARLETTA,REP,152
Lehigh,11903,Allentown 19th Ward 3rd District,U.S. Senate,,LOU BARLETTA,REP,155
Lehigh,11904,Allentown 19th Ward 4th District,U.S. Senate,,LOU BARLETTA,REP,112
Lehigh,11905,Allentown 19th Ward 5th District,U.S. Senate,,LOU BARLETTA,REP,234
Lehigh,11906,Allentown 19th Ward 6th District,U.S. Senate,,LOU BARLETTA,REP,227
Lehigh,21001,Bethlehem 10th Ward 1st District,U.S. Senate,,LOU BARLETTA,REP,133
Lehigh,21101,Bethlehem 11th Ward 1st District,U.S. Senate,,LOU BARLETTA,REP,112
Lehigh,21201,Bethlehem 12th Ward 1st District,U.S. Senate,,LOU BARLETTA,REP,105
Lehigh,21202,Bethlehem 12th Ward 2nd District,U.S. Senate,,LOU BARLETTA,REP,133
Lehigh,21301,Bethlehem 13th Ward 1st District,U.S. Senate,,LOU BARLETTA,REP,244
Lehigh,21302,Bethlehem 13th Ward 2nd District,U.S. Senate,,LOU BARLETTA,REP,183
Lehigh,21303,Bethlehem 13th Ward 3rd District,U.S. Senate,,LOU BARLETTA,REP,272
Lehigh,21304,Bethlehem 13th Ward 4th District,U.S. Senate,,LOU BARLETTA,REP,286
Lehigh,21305,Bethlehem 13th Ward 5th District,U.S. Senate,,LOU BARLETTA,REP,196
Lehigh,21306,Bethlehem 13th Ward 6th District,U.S. Senate,,LOU BARLETTA,REP,192
Lehigh,21307,Bethlehem 13th Ward 7th District,U.S. Senate,,LOU BARLETTA,REP,189
Lehigh,21308,Bethlehem 13th Ward 8th District,U.S. Senate,,LOU BARLETTA,REP,216
Lehigh,30101,Alburtis,U.S. Senate,,LOU BARLETTA,REP,385
Lehigh,40101,Catasauqua 1st District,U.S. Senate,,LOU BARLETTA,REP,219
Lehigh,40102,Catasauqua 2nd District,U.S. Senate,,LOU BARLETTA,REP,293
Lehigh,40103,Catasauqua 3rd District,U.S. Senate,,LOU BARLETTA,REP,283
Lehigh,50101,Coopersburg,U.S. Senate,,LOU BARLETTA,REP,421
Lehigh,60101,Coplay 1st District,U.S. Senate,,LOU BARLETTA,REP,219
Lehigh,60102,Coplay 2nd District,U.S. Senate,,LOU BARLETTA,REP,290
Lehigh,70101,Emmaus 1st District,U.S. Senate,,LOU BARLETTA,REP,280
Lehigh,70102,Emmaus 2nd District,U.S. Senate,,LOU BARLETTA,REP,316
Lehigh,70103,Emmaus 3rd District,U.S. Senate,,LOU BARLETTA,REP,399
Lehigh,70104,Emmaus 4th District,U.S. Senate,,LOU BARLETTA,REP,281
Lehigh,70105,Emmaus 5th District,U.S. Senate,,LOU BARLETTA,REP,237
Lehigh,70106,Emmaus 6th District,U.S. Senate,,LOU BARLETTA,REP,376
Lehigh,80101,Fountain Hill 1st District,U.S. Senate,,LOU BARLETTA,REP,141
Lehigh,80102,Fountain Hill 2nd District,U.S. Senate,,LOU BARLETTA,REP,164
Lehigh,80103,Fountain Hill 3rd District,U.S. Senate,,LOU BARLETTA,REP,147
Lehigh,90101,Macungie,U.S. Senate,,LOU BARLETTA,REP,546
Lehigh,100101,Slatington 1st District,U.S. Senate,,LOU BARLETTA,REP,163
Lehigh,100102,Slatington 2nd District,U.S. Senate,,LOU BARLETTA,REP,143
Lehigh,100103,Slatington 3rd District,U.S. Senate,,LOU BARLETTA,REP,286
Lehigh,110101,Hanover,U.S. Senate,,LOU BARLETTA,REP,189
Lehigh,120101,Heidelberg,U.S. Senate,,LOU BARLETTA,REP,881
Lehigh,130101,Lower Macungie 1st District,U.S. Senate,,LOU BARLETTA,REP,765
Lehigh,130102,Lower Macungie 2nd District,U.S. Senate,,LOU BARLETTA,REP,1245
Lehigh,130103,Lower Macungie 3rd District,U.S. Senate,,LOU BARLETTA,REP,610
Lehigh,130104,Lower Macungie 4th District,U.S. Senate,,LOU BARLETTA,REP,598
Lehigh,130105,Lower Macungie 5th District,U.S. Senate,,LOU BARLETTA,REP,541
Lehigh,130106,Lower Macungie 6th District,U.S. Senate,,LOU BARLETTA,REP,756
Lehigh,130107,Lower Macungie 7th District,U.S. Senate,,LOU BARLETTA,REP,522
Lehigh,130108,Lower Macungie 8th District,U.S. Senate,,LOU BARLETTA,REP,561
Lehigh,130109,Lower Macungie 9th District,U.S. Senate,,LOU BARLETTA,REP,413
Lehigh,130110,Lower Macungie 10th District,U.S. Senate,,LOU BARLETTA,REP,632
Lehigh,140101,Lower Milford,U.S. Senate,,LOU BARLETTA,REP,1089
Lehigh,150101,Lowhill,U.S. Senate,,LOU BARLETTA,REP,672
Lehigh,160101,Lynn New Tripoli District,U.S. Senate,,LOU BARLETTA,REP,666
Lehigh,160102,Lynn Lynnville District,U.S. Senate,,LOU BARLETTA,REP,225
Lehigh,160103,Lynn Jacksonville District,U.S. Senate,,LOU BARLETTA,REP,293
Lehigh,170101,North Whitehall 1st District,U.S. Senate,,LOU BARLETTA,REP,920
Lehigh,170102,North Whitehall 2nd District,U.S. Senate,,LOU BARLETTA,REP,804
Lehigh,170103,North Whitehall 3rd District,U.S. Senate,,LOU BARLETTA,REP,446
Lehigh,170104,North Whitehall 4th District,U.S. Senate,,LOU BARLETTA,REP,610
Lehigh,170105,North Whitehall 5th District,U.S. Senate,,LOU BARLETTA,REP,606
Lehigh,170106,North Whitehall 6th District,U.S. Senate,,LOU BARLETTA,REP,377
Lehigh,180101,Salisbury 1st Ward,U.S. Senate,,LOU BARLETTA,REP,405
Lehigh,180201,Salisbury 2nd Ward,U.S. Senate,,LOU BARLETTA,REP,458
Lehigh,180301,Salisbury 3rd Ward 1st District,U.S. Senate,,LOU BARLETTA,REP,230
Lehigh,180302,Salisbury 3rd Ward 2nd District,U.S. Senate,,LOU BARLETTA,REP,242
Lehigh,180401,Salisbury 4th Ward 1st District,U.S. Senate,,LOU BARLETTA,REP,418
Lehigh,180402,Salisbury 4th Ward 2nd District,U.S. Senate,,LOU BARLETTA,REP,257
Lehigh,180501,Salisbury 5th Ward 1st District,U.S. Senate,,LOU BARLETTA,REP,312
Lehigh,180502,Salisbury 5th Ward 2nd District,U.S. Senate,,LOU BARLETTA,REP,440
Lehigh,190101,South Whitehall 1st District,U.S. Senate,,LOU BARLETTA,REP,545
Lehigh,190102,South Whitehall 2nd District,U.S. Senate,,LOU BARLETTA,REP,253
Lehigh,190103,South Whitehall 3rd District,U.S. Senate,,LOU BARLETTA,REP,536
Lehigh,190104,South Whitehall 4th District,U.S. Senate,,LOU BARLETTA,REP,406
Lehigh,190105,South Whitehall 5th District,U.S. Senate,,LOU BARLETTA,REP,500
Lehigh,190106,South Whitehall 6th District,U.S. Senate,,LOU BARLETTA,REP,456
Lehigh,190107,South Whitehall 7th District,U.S. Senate,,LOU BARLETTA,REP,271
Lehigh,190108,South Whitehall 8th District,U.S. Senate,,LOU BARLETTA,REP,723
Lehigh,200101,Upper Macungie 1st District,U.S. Senate,,LOU BARLETTA,REP,652
Lehigh,200102,Upper Macungie 2nd District,U.S. Senate,,LOU BARLETTA,REP,954
Lehigh,200103,Upper Macungie 3rd District,U.S. Senate,,LOU BARLETTA,REP,574
Lehigh,200104,Upper Macungie 4th District,U.S. Senate,,LOU BARLETTA,REP,259
Lehigh,200105,Upper Macungie 5th District,U.S. Senate,,LOU BARLETTA,REP,928
Lehigh,200106,Upper Macungie 6th District,U.S. Senate,,LOU BARLETTA,REP,307
Lehigh,200107,Upper Macungie 7th District,U.S. Senate,,LOU BARLETTA,REP,339
Lehigh,200108,Upper Macungie 8th District,U.S. Senate,,LOU BARLETTA,REP,360
Lehigh,210101,Upper Milford Eastern District,U.S. Senate,,LOU BARLETTA,REP,944
Lehigh,210102,Upper Milford Western District,U.S. Senate,,LOU BARLETTA,REP,974
Lehigh,220101,Upper Saucon 1st District,U.S. Senate,,LOU BARLETTA,REP,765
Lehigh,220102,Upper Saucon 2nd District,U.S. Senate,,LOU BARLETTA,REP,502
Lehigh,220103,Upper Saucon 3rd District,U.S. Senate,,LOU BARLETTA,REP,398
Lehigh,220104,Upper Saucon 4th District,U.S. Senate,,LOU BARLETTA,REP,1100
Lehigh,220105,Upper Saucon 5th District,U.S. Senate,,LOU BARLETTA,REP,476
Lehigh,220106,Upper Saucon 6th District,U.S. Senate,,LOU BARLETTA,REP,395
Lehigh,230101,Washington Eastern District,U.S. Senate,,LOU BARLETTA,REP,304
Lehigh,230102,Washington Southern District,U.S. Senate,,LOU BARLETTA,REP,975
Lehigh,230103,Washington Western District,U.S. Senate,,LOU BARLETTA,REP,269
Lehigh,240101,Weisenberg,U.S. Senate,,LOU BARLETTA,REP,1447
Lehigh,250101,Whitehall 1st District,U.S. Senate,,LOU BARLETTA,REP,317
Lehigh,250102,Whitehall 2nd District,U.S. Senate,,LOU BARLETTA,REP,156
Lehigh,250103,Whitehall 3rd District,U.S. Senate,,LOU BARLETTA,REP,143
Lehigh,250104,Whitehall 4th District,U.S. Senate,,LOU BARLETTA,REP,254
Lehigh,250105,Whitehall 5th District,U.S. Senate,,LOU BARLETTA,REP,167
Lehigh,250106,Whitehall 6th District,U.S. Senate,,LOU BARLETTA,REP,256
Lehigh,250107,Whitehall 7th District,U.S. Senate,,LOU BARLETTA,REP,574
Lehigh,250108,Whitehall 8th District,U.S. Senate,,LOU BARLETTA,REP,454
Lehigh,250109,Whitehall 9th District,U.S. Senate,,LOU BARLETTA,REP,356
Lehigh,250110,Whitehall 10th District,U.S. Senate,,LOU BARLETTA,REP,569
Lehigh,250111,Whitehall 11th District,U.S. Senate,,LOU BARLETTA,REP,371
Lehigh,250112,Whitehall 12th District,U.S. Senate,,LOU BARLETTA,REP,335
Lehigh,10101,Allentown 1st Ward 1st District,U.S. Senate,,NEAL GALE,GRN,4
Lehigh,10201,Allentown 2nd Ward 1st District,U.S. Senate,,NEAL GALE,GRN,3
Lehigh,10301,Allentown 3rd Ward 1st District,U.S. Senate,,NEAL GALE,GRN,4
Lehigh,10401,Allentown 4th Ward 1st District,U.S. Senate,,NEAL GALE,GRN,2
Lehigh,10501,Allentown 5th Ward 1st District,U.S. Senate,,NEAL GALE,GRN,1
Lehigh,10601,Allentown 6th Ward 1st District,U.S. Senate,,NEAL GALE,GRN,0
Lehigh,10602,Allentown 6th Ward 2nd District,U.S. Senate,,NEAL GALE,GRN,4
Lehigh,10701,Allentown 7th Ward,U.S. Senate,,NEAL GALE,GRN,6
Lehigh,10801,Allentown 8th Ward 1st District,U.S. Senate,,NEAL GALE,GRN,2
Lehigh,10802,Allentown 8th Ward 2nd District,U.S. Senate,,NEAL GALE,GRN,2
Lehigh,10803,Allentown 8th Ward 3rd District,U.S. Senate,,NEAL GALE,GRN,4
Lehigh,10804,Allentown 8th Ward 4th District,U.S. Senate,,NEAL GALE,GRN,3
Lehigh,10805,Allentown 8th Ward 5th District,U.S. Senate,,NEAL GALE,GRN,2
Lehigh,10806,Allentown 8th Ward 6th District,U.S. Senate,,NEAL GALE,GRN,5
Lehigh,10807,Allentown 8th Ward 7th District,U.S. Senate,,NEAL GALE,GRN,12
Lehigh,10901,Allentown 9th Ward 1st District,U.S. Senate,,NEAL GALE,GRN,2
Lehigh,11001,Allentown 10th Ward 1st District,U.S. Senate,,NEAL GALE,GRN,1
Lehigh,11003,Allentown 10th Ward 3rd District,U.S. Senate,,NEAL GALE,GRN,1
Lehigh,11004,Allentown 10th Ward 4th District,U.S. Senate,,NEAL GALE,GRN,3
Lehigh,11101,Allentown 11th Ward 1st District,U.S. Senate,,NEAL GALE,GRN,0
Lehigh,11102,Allentown 11th Ward 2nd District,U.S. Senate,,NEAL GALE,GRN,2
Lehigh,11103,Allentown 11th Ward 3rd District,U.S. Senate,,NEAL GALE,GRN,3
Lehigh,11104,Allentown 11th Ward 4th District,U.S. Senate,,NEAL GALE,GRN,15
Lehigh,11105,Allentown 11th Ward 5th District,U.S. Senate,,NEAL GALE,GRN,2
Lehigh,11106,Allentown 11th Ward 6th District,U.S. Senate,,NEAL GALE,GRN,9
Lehigh,11107,Allentown 11th Ward 7th District,U.S. Senate,,NEAL GALE,GRN,5
Lehigh,11201,Allentown 12th Ward 1st District,U.S. Senate,,NEAL GALE,GRN,4
Lehigh,11202,Allentown 12th Ward 2nd District,U.S. Senate,,NEAL GALE,GRN,5
Lehigh,11203,Allentown 12th Ward 3rd District,U.S. Senate,,NEAL GALE,GRN,2
Lehigh,11204,Allentown 12th Ward 4th District,U.S. Senate,,NEAL GALE,GRN,1
Lehigh,11205,Allentown 12th Ward 5th District,U.S. Senate,,NEAL GALE,GRN,3
Lehigh,11301,Allentown 13th Ward 1st District,U.S. Senate,,NEAL GALE,GRN,4
Lehigh,11302,Allentown 13th Ward 2nd District,U.S. Senate,,NEAL GALE,GRN,6
Lehigh,11303,Allentown 13th Ward 3rd District,U.S. Senate,,NEAL GALE,GRN,6
Lehigh,11304,Allentown 13th Ward 4th District,U.S. Senate,,NEAL GALE,GRN,0
Lehigh,11401,Allentown 14th Ward 1st District,U.S. Senate,,NEAL GALE,GRN,0
Lehigh,11402,Allentown 14th Ward 2nd District,U.S. Senate,,NEAL GALE,GRN,3
Lehigh,11501,Allentown 15th Ward 1st District,U.S. Senate,,NEAL GALE,GRN,2
Lehigh,11502,Allentown 15th Ward 2nd District,U.S. Senate,,NEAL GALE,GRN,2
Lehigh,11503,Allentown 15th Ward 3rd District,U.S. Senate,,NEAL GALE,GRN,8
Lehigh,11504,Allentown 15th Ward 4th District,U.S. Senate,,NEAL GALE,GRN,3
Lehigh,11601,Allentown 16th Ward 1st District,U.S. Senate,,NEAL GALE,GRN,4
Lehigh,11602,Allentown 16th Ward 2nd District,U.S. Senate,,NEAL GALE,GRN,5
Lehigh,11701,Allentown 17th Ward 1st District,U.S. Senate,,NEAL GALE,GRN,2
Lehigh,11702,Allentown 17th Ward 2nd District,U.S. Senate,,NEAL GALE,GRN,3
Lehigh,11703,Allentown 17th Ward 3rd District,U.S. Senate,,NEAL GALE,GRN,6
Lehigh,11704,Allentown 17th Ward 4th District,U.S. Senate,,NEAL GALE,GRN,6
Lehigh,11801,Allentown 18th Ward 1st District,U.S. Senate,,NEAL GALE,GRN,3
