county,precinct,office,district,party,candidate,votes,election_day,absentee,provisional
Butler,0002 ADAMS TOWNSHIP 2,Straight Party,,GRN,GREEN,1,1.0,0.0,0.0
Butler,0002 ADAMS TOWNSHIP 2,Straight Party,,IND,INDEPENDENT,0,0.0,0.0,0.0
Butler,0002 ADAMS TOWNSHIP 2,Straight Party,,LIB,LIBERTARIAN,2,2.0,0.0,0.0
Butler,0002 ADAMS TOWNSHIP 2,U.S. Senate,,DEM,"BOB CASEY, JR",702,631.0,70.0,1.0
Butler,0002 ADAMS TOWNSHIP 2,U.S. Senate,,REP,LOU BARLETTA,1212,1106.0,101.0,5.0
Butler,0002 ADAMS TOWNSHIP 2,U.S. Senate,,GRN,NEAL GALE,5,5.0,0.0,0.0
Butler,0002 ADAMS TOWNSHIP 2,U.S. Senate,,LIB,"DALE R KERNS, JR",21,20.0,1.0,0.0
Butler,0002 ADAMS TOWNSHIP 2,U.S. Senate,,,WRITE-INS,2,2.0,0.0,0.0
Butler,0002 ADAMS TOWNSHIP 2,Governor,,DEM,TOM WOLF,756,686.0,69.0,1.0
Butler,0002 ADAMS TOWNSHIP 2,Governor,,REP,SCOTT R WAGNER,1158,1052.0,101.0,5.0
Butler,0002 ADAMS TOWNSHIP 2,Governor,,GRN,PAUL GLOVER,7,7.0,0.0,0.0
Butler,0002 ADAMS TOWNSHIP 2,Governor,,LIB,KEN V KRAWCHUK,24,22.0,2.0,0.0
Butler,0002 ADAMS TOWNSHIP 2,Governor,,,WRITE-INS,3,3.0,0.0,0.0
Butler,0002 ADAMS TOWNSHIP 2,U.S. House,16.0,DEM,RON DINICOLA,646,581.0,64.0,1.0
Butler,0002 ADAMS TOWNSHIP 2,U.S. House,16.0,REP,MIKE KELLY,1281,1171.0,105.0,5.0
Butler,0002 ADAMS TOWNSHIP 2,U.S. House,16.0,LIB,EBERT G BILL BEEMAN,21,18.0,3.0,0.0
Butler,0002 ADAMS TOWNSHIP 2,U.S. House,16.0,,WRITE-INS,1,1.0,0.0,0.0
Butler,0002 ADAMS TOWNSHIP 2,State House,12.0,DEM,"DANIEL B SMITH, JR",729,658.0,70.0,1.0
Butler,0002 ADAMS TOWNSHIP 2,State House,12.0,REP,DARYL METCALFE,1207,1105.0,98.0,4.0
Butler,0002 ADAMS TOWNSHIP 2,State House,12.0,,WRITE-INS,5,5.0,0.0,0.0
Butler,0003 ADAMS TOWNSHIP 3,Registered Voters,,,,3528,,,
Butler,0003 ADAMS TOWNSHIP 3,Ballots Cast,,,,2410,2258.0,152.0,0.0
Butler,0003 ADAMS TOWNSHIP 3,Straight Party,,DEM,DEMOCRATIC,400,384.0,16.0,0.0
Butler,0003 ADAMS TOWNSHIP 3,Straight Party,,REP,REPUBLICAN,901,829.0,72.0,0.0
Butler,0003 ADAMS TOWNSHIP 3,Straight Party,,GRN,GREEN,0,0.0,0.0,0.0
Butler,0003 ADAMS TOWNSHIP 3,Straight Party,,IND,INDEPENDENT,0,0.0,0.0,0.0
Butler,0003 ADAMS TOWNSHIP 3,Straight Party,,LIB,LIBERTARIAN,3,2.0,1.0,0.0
Butler,0003 ADAMS TOWNSHIP 3,U.S. Senate,,DEM,"BOB CASEY, JR",900,853.0,47.0,0.0
Butler,0003 ADAMS TOWNSHIP 3,U.S. Senate,,REP,LOU BARLETTA,1458,1355.0,103.0,0.0
Butler,0003 ADAMS TOWNSHIP 3,U.S. Senate,,GRN,NEAL GALE,7,6.0,1.0,0.0
Butler,0003 ADAMS TOWNSHIP 3,U.S. Senate,,LIB,"DALE R KERNS, JR",18,17.0,1.0,0.0
Butler,0003 ADAMS TOWNSHIP 3,U.S. Senate,,,WRITE-INS,0,0.0,0.0,0.0
Butler,0003 ADAMS TOWNSHIP 3,Governor,,DEM,TOM WOLF,962,912.0,50.0,0.0
Butler,0003 ADAMS TOWNSHIP 3,Governor,,REP,SCOTT R WAGNER,1397,1300.0,97.0,0.0
Butler,0003 ADAMS TOWNSHIP 3,Governor,,GRN,PAUL GLOVER,6,6.0,0.0,0.0
Butler,0003 ADAMS TOWNSHIP 3,Governor,,LIB,KEN V KRAWCHUK,27,22.0,5.0,0.0
Butler,0003 ADAMS TOWNSHIP 3,Governor,,,WRITE-INS,2,2.0,0.0,0.0
Butler,0003 ADAMS TOWNSHIP 3,U.S. House,16.0,DEM,RON DINICOLA,796,755.0,41.0,0.0
Butler,0003 ADAMS TOWNSHIP 3,U.S. House,16.0,REP,MIKE KELLY,1582,1473.0,109.0,0.0
Butler,0003 ADAMS TOWNSHIP 3,U.S. House,16.0,LIB,EBERT G BILL BEEMAN,18,17.0,1.0,0.0
Butler,0003 ADAMS TOWNSHIP 3,U.S. House,16.0,,WRITE-INS,1,1.0,0.0,0.0
Butler,0003 ADAMS TOWNSHIP 3,State House,12.0,DEM,"DANIEL B SMITH, JR",898,854.0,44.0,0.0
Butler,0003 ADAMS TOWNSHIP 3,State House,12.0,REP,DARYL METCALFE,1481,1377.0,104.0,0.0
Butler,0003 ADAMS TOWNSHIP 3,State House,12.0,,WRITE-INS,9,8.0,1.0,0.0
Butler,0004 ALLEGHENY TOWNSHIP,Registered Voters,,,,334,,,
Butler,0004 ALLEGHENY TOWNSHIP,Ballots Cast,,,,199,192.0,6.0,1.0
Butler,0004 ALLEGHENY TOWNSHIP,Straight Party,,DEM,DEMOCRATIC,28,28.0,0.0,0.0
Butler,0004 ALLEGHENY TOWNSHIP,Straight Party,,REP,REPUBLICAN,101,95.0,6.0,0.0
Butler,0004 ALLEGHENY TOWNSHIP,Straight Party,,GRN,GREEN,1,1.0,0.0,0.0
Butler,0004 ALLEGHENY TOWNSHIP,Straight Party,,IND,INDEPENDENT,0,0.0,0.0,0.0
Butler,0004 ALLEGHENY TOWNSHIP,Straight Party,,LIB,LIBERTARIAN,0,0.0,0.0,0.0
Butler,0004 ALLEGHENY TOWNSHIP,U.S. Senate,,DEM,"BOB CASEY, JR",55,54.0,1.0,0.0
Butler,0004 ALLEGHENY TOWNSHIP,U.S. Senate,,REP,LOU BARLETTA,139,133.0,5.0,1.0
Butler,0004 ALLEGHENY TOWNSHIP,U.S. Senate,,GRN,NEAL GALE,2,2.0,0.0,0.0
Butler,0004 ALLEGHENY TOWNSHIP,U.S. Senate,,LIB,"DALE R KERNS, JR",1,1.0,0.0,0.0
Butler,0004 ALLEGHENY TOWNSHIP,U.S. Senate,,,WRITE-INS,0,0.0,0.0,0.0
Butler,0004 ALLEGHENY TOWNSHIP,Governor,,DEM,TOM WOLF,59,58.0,1.0,0.0
Butler,0004 ALLEGHENY TOWNSHIP,Governor,,REP,SCOTT R WAGNER,132,126.0,5.0,1.0
Butler,0004 ALLEGHENY TOWNSHIP,Governor,,GRN,PAUL GLOVER,5,5.0,0.0,0.0
Butler,0004 ALLEGHENY TOWNSHIP,Governor,,LIB,KEN V KRAWCHUK,0,0.0,0.0,0.0
Butler,0004 ALLEGHENY TOWNSHIP,Governor,,,WRITE-INS,0,0.0,0.0,0.0
Butler,0004 ALLEGHENY TOWNSHIP,U.S. House,15.0,DEM,SUSAN BOSER,48,47.0,1.0,0.0
Butler,0004 ALLEGHENY TOWNSHIP,U.S. House,15.0,REP,GLENN GT THOMPSON,147,142.0,5.0,0.0
Butler,0004 ALLEGHENY TOWNSHIP,U.S. House,15.0,,WRITE-INS,0,0.0,0.0,0.0
Butler,0004 ALLEGHENY TOWNSHIP,State House,64.0,DEM,JOHN KLUCK,48,48.0,0.0,0.0
Butler,0004 ALLEGHENY TOWNSHIP,State House,64.0,REP,R. LEE JAMES,145,139.0,6.0,0.0
Butler,0004 ALLEGHENY TOWNSHIP,State House,64.0,,WRITE-INS,0,0.0,0.0,0.0
Butler,0005 BRADY TOWNSHIP,Registered Voters,,,,716,,,
Butler,0005 BRADY TOWNSHIP,Ballots Cast,,,,418,403.0,14.0,1.0
Butler,0005 BRADY TOWNSHIP,Straight Party,,DEM,DEMOCRATIC,63,58.0,5.0,0.0
Butler,0005 BRADY TOWNSHIP,Straight Party,,REP,REPUBLICAN,170,168.0,2.0,0.0
Butler,0005 BRADY TOWNSHIP,Straight Party,,GRN,GREEN,2,2.0,0.0,0.0
Butler,0005 BRADY TOWNSHIP,Straight Party,,IND,INDEPENDENT,0,0.0,0.0,0.0
Butler,0005 BRADY TOWNSHIP,Straight Party,,LIB,LIBERTARIAN,0,0.0,0.0,0.0
Butler,0005 BRADY TOWNSHIP,U.S. Senate,,DEM,"BOB CASEY, JR",149,141.0,7.0,1.0
Butler,0005 BRADY TOWNSHIP,U.S. Senate,,REP,LOU BARLETTA,255,249.0,6.0,0.0
Butler,0005 BRADY TOWNSHIP,U.S. Senate,,GRN,NEAL GALE,8,7.0,1.0,0.0
Butler,0005 BRADY TOWNSHIP,U.S. Senate,,LIB,"DALE R KERNS, JR",3,3.0,0.0,0.0
Butler,0005 BRADY TOWNSHIP,U.S. Senate,,,WRITE-INS,1,1.0,0.0,0.0
Butler,0005 BRADY TOWNSHIP,Governor,,DEM,TOM WOLF,152,142.0,9.0,1.0
Butler,0005 BRADY TOWNSHIP,Governor,,REP,SCOTT R WAGNER,250,245.0,5.0,0.0
Butler,0005 BRADY TOWNSHIP,Governor,,GRN,PAUL GLOVER,7,7.0,0.0,0.0
Butler,0005 BRADY TOWNSHIP,Governor,,LIB,KEN V KRAWCHUK,7,7.0,0.0,0.0
Butler,0005 BRADY TOWNSHIP,Governor,,,WRITE-INS,0,0.0,0.0,0.0
Butler,0005 BRADY TOWNSHIP,U.S. House,16.0,DEM,RON DINICOLA,141,133.0,7.0,1.0
Butler,0005 BRADY TOWNSHIP,U.S. House,16.0,REP,MIKE KELLY,271,264.0,7.0,0.0
Butler,0005 BRADY TOWNSHIP,U.S. House,16.0,LIB,EBERT G BILL BEEMAN,5,5.0,0.0,0.0
Butler,0005 BRADY TOWNSHIP,U.S. House,16.0,,WRITE-INS,0,0.0,0.0,0.0
Butler,0005 BRADY TOWNSHIP,State House,8.0,DEM,LISA BOEVING-LEARNED,127,121.0,6.0,0.0
Butler,0005 BRADY TOWNSHIP,State House,8.0,REP,TEDD NESBIT,288,280.0,8.0,0.0
Butler,0005 BRADY TOWNSHIP,State House,8.0,,WRITE-INS,0,0.0,0.0,0.0
Butler,0006 BUFFALO TOWNSHIP 1,Registered Voters,,,,1904,,,
Butler,0006 BUFFALO TOWNSHIP 1,Ballots Cast,,,,1200,1153.0,47.0,0.0
Butler,0006 BUFFALO TOWNSHIP 1,Straight Party,,DEM,DEMOCRATIC,218,205.0,13.0,0.0
Butler,0006 BUFFALO TOWNSHIP 1,Straight Party,,REP,REPUBLICAN,474,454.0,20.0,0.0
Butler,0006 BUFFALO TOWNSHIP 1,Straight Party,,GRN,GREEN,0,0.0,0.0,0.0
Butler,0006 BUFFALO TOWNSHIP 1,Straight Party,,IND,INDEPENDENT,0,0.0,0.0,0.0
Butler,0006 BUFFALO TOWNSHIP 1,Straight Party,,LIB,LIBERTARIAN,3,3.0,0.0,0.0
Butler,0006 BUFFALO TOWNSHIP 1,U.S. Senate,,DEM,"BOB CASEY, JR",434,416.0,18.0,0.0
Butler,0006 BUFFALO TOWNSHIP 1,U.S. Senate,,REP,LOU BARLETTA,743,715.0,28.0,0.0
Butler,0006 BUFFALO TOWNSHIP 1,U.S. Senate,,GRN,NEAL GALE,4,3.0,1.0,0.0
Butler,0006 BUFFALO TOWNSHIP 1,U.S. Senate,,LIB,"DALE R KERNS, JR",13,13.0,0.0,0.0
Butler,0006 BUFFALO TOWNSHIP 1,U.S. Senate,,,WRITE-INS,2,2.0,0.0,0.0
Butler,0006 BUFFALO TOWNSHIP 1,Governor,,DEM,TOM WOLF,475,457.0,18.0,0.0
Butler,0006 BUFFALO TOWNSHIP 1,Governor,,REP,SCOTT R WAGNER,694,665.0,29.0,0.0
Butler,0006 BUFFALO TOWNSHIP 1,Governor,,GRN,PAUL GLOVER,4,4.0,0.0,0.0
Butler,0006 BUFFALO TOWNSHIP 1,Governor,,LIB,KEN V KRAWCHUK,20,20.0,0.0,0.0
Butler,0006 BUFFALO TOWNSHIP 1,Governor,,,WRITE-INS,1,1.0,0.0,0.0
Butler,0006 BUFFALO TOWNSHIP 1,U.S. House,15.0,DEM,SUSAN BOSER,385,368.0,17.0,0.0
Butler,0006 BUFFALO TOWNSHIP 1,U.S. House,15.0,REP,GLENN GT THOMPSON,808,778.0,30.0,0.0
Butler,0006 BUFFALO TOWNSHIP 1,U.S. House,15.0,,WRITE-INS,0,0.0,0.0,0.0
Butler,0006 BUFFALO TOWNSHIP 1,State House,60.0,REP,JEFF PYLE,924,894.0,30.0,0.0
Butler,0006 BUFFALO TOWNSHIP 1,State House,60.0,,WRITE-INS,26,24.0,2.0,0.0
Butler,0007 BUFFALO TOWNSHIP 2,Registered Voters,,,,1785,,,
Butler,0007 BUFFALO TOWNSHIP 2,Ballots Cast,,,,1174,1144.0,30.0,0.0
Butler,0007 BUFFALO TOWNSHIP 2,Straight Party,,DEM,DEMOCRATIC,190,185.0,5.0,0.0
Butler,0007 BUFFALO TOWNSHIP 2,Straight Party,,REP,REPUBLICAN,463,454.0,9.0,0.0
Butler,0007 BUFFALO TOWNSHIP 2,Straight Party,,GRN,GREEN,0,0.0,0.0,0.0
Butler,0007 BUFFALO TOWNSHIP 2,Straight Party,,IND,INDEPENDENT,0,0.0,0.0,0.0
Butler,0007 BUFFALO TOWNSHIP 2,Straight Party,,LIB,LIBERTARIAN,2,2.0,0.0,0.0
Butler,0007 BUFFALO TOWNSHIP 2,U.S. Senate,,DEM,"BOB CASEY, JR",425,413.0,12.0,0.0
Butler,0007 BUFFALO TOWNSHIP 2,U.S. Senate,,REP,LOU BARLETTA,720,703.0,17.0,0.0
Butler,0007 BUFFALO TOWNSHIP 2,U.S. Senate,,GRN,NEAL GALE,8,8.0,0.0,0.0
Butler,0007 BUFFALO TOWNSHIP 2,U.S. Senate,,LIB,"DALE R KERNS, JR",16,16.0,0.0,0.0
Butler,0007 BUFFALO TOWNSHIP 2,U.S. Senate,,,WRITE-INS,0,0.0,0.0,0.0
Butler,0007 BUFFALO TOWNSHIP 2,Governor,,DEM,TOM WOLF,454,442.0,12.0,0.0
Butler,0007 BUFFALO TOWNSHIP 2,Governor,,REP,SCOTT R WAGNER,701,685.0,16.0,0.0
Butler,0007 BUFFALO TOWNSHIP 2,Governor,,GRN,PAUL GLOVER,7,7.0,0.0,0.0
Butler,0007 BUFFALO TOWNSHIP 2,Governor,,LIB,KEN V KRAWCHUK,10,9.0,1.0,0.0
Butler,0007 BUFFALO TOWNSHIP 2,Governor,,,WRITE-INS,0,0.0,0.0,0.0
Butler,0007 BUFFALO TOWNSHIP 2,U.S. House,15.0,DEM,SUSAN BOSER,373,361.0,12.0,0.0
Butler,0007 BUFFALO TOWNSHIP 2,U.S. House,15.0,REP,GLENN GT THOMPSON,793,776.0,17.0,0.0
Butler,0007 BUFFALO TOWNSHIP 2,U.S. House,15.0,,WRITE-INS,1,1.0,0.0,0.0
Butler,0007 BUFFALO TOWNSHIP 2,State House,60.0,REP,JEFF PYLE,924,902.0,22.0,0.0
Butler,0007 BUFFALO TOWNSHIP 2,State House,60.0,,WRITE-INS,29,28.0,1.0,0.0
Butler,0008 BUFFALO TOWNSHIP 3,Registered Voters,,,,1550,,,
Butler,0008 BUFFALO TOWNSHIP 3,Ballots Cast,,,,997,971.0,24.0,2.0
Butler,0008 BUFFALO TOWNSHIP 3,Straight Party,,DEM,DEMOCRATIC,158,154.0,4.0,0.0
Butler,0008 BUFFALO TOWNSHIP 3,Straight Party,,REP,REPUBLICAN,381,370.0,11.0,0.0
Butler,0008 BUFFALO TOWNSHIP 3,Straight Party,,GRN,GREEN,0,0.0,0.0,0.0
Butler,0008 BUFFALO TOWNSHIP 3,Straight Party,,IND,INDEPENDENT,0,0.0,0.0,0.0
Butler,0008 BUFFALO TOWNSHIP 3,Straight Party,,LIB,LIBERTARIAN,2,1.0,0.0,1.0
Butler,0008 BUFFALO TOWNSHIP 3,U.S. Senate,,DEM,"BOB CASEY, JR",378,371.0,7.0,0.0
Butler,0008 BUFFALO TOWNSHIP 3,U.S. Senate,,REP,LOU BARLETTA,594,577.0,16.0,1.0
Butler,0008 BUFFALO TOWNSHIP 3,U.S. Senate,,GRN,NEAL GALE,2,2.0,0.0,0.0
Butler,0008 BUFFALO TOWNSHIP 3,U.S. Senate,,LIB,"DALE R KERNS, JR",19,17.0,1.0,1.0
Butler,0008 BUFFALO TOWNSHIP 3,U.S. Senate,,,WRITE-INS,0,0.0,0.0,0.0
Butler,0008 BUFFALO TOWNSHIP 3,Governor,,DEM,TOM WOLF,418,410.0,8.0,0.0
Butler,0008 BUFFALO TOWNSHIP 3,Governor,,REP,SCOTT R WAGNER,557,540.0,16.0,1.0
Butler,0008 BUFFALO TOWNSHIP 3,Governor,,GRN,PAUL GLOVER,1,1.0,0.0,0.0
Butler,0008 BUFFALO TOWNSHIP 3,Governor,,LIB,KEN V KRAWCHUK,18,17.0,0.0,1.0
Butler,0008 BUFFALO TOWNSHIP 3,Governor,,,WRITE-INS,0,0.0,0.0,0.0
Butler,0008 BUFFALO TOWNSHIP 3,U.S. House,15.0,DEM,SUSAN BOSER,318,309.0,8.0,1.0
Butler,0008 BUFFALO TOWNSHIP 3,U.S. House,15.0,REP,GLENN GT THOMPSON,673,657.0,16.0,0.0
Butler,0008 BUFFALO TOWNSHIP 3,U.S. House,15.0,,WRITE-INS,0,0.0,0.0,0.0
Butler,0008 BUFFALO TOWNSHIP 3,State House,60.0,REP,JEFF PYLE,809,788.0,20.0,1.0
Butler,0008 BUFFALO TOWNSHIP 3,State House,60.0,,WRITE-INS,23,21.0,2.0,0.0
Butler,0009 BUTLER TOWNSHIP 1-1,Registered Voters,,,,2177,,,
Butler,0009 BUTLER TOWNSHIP 1-1,Ballots Cast,,,,1440,1390.0,50.0,0.0
Butler,0009 BUTLER TOWNSHIP 1-1,Straight Party,,DEM,DEMOCRATIC,215,206.0,9.0,0.0
Butler,0009 BUTLER TOWNSHIP 1-1,Straight Party,,REP,REPUBLICAN,455,448.0,7.0,0.0
Butler,0009 BUTLER TOWNSHIP 1-1,Straight Party,,GRN,GREEN,1,1.0,0.0,0.0
Butler,0009 BUTLER TOWNSHIP 1-1,Straight Party,,IND,INDEPENDENT,11,11.0,0.0,0.0
Butler,0009 BUTLER TOWNSHIP 1-1,Straight Party,,LIB,LIBERTARIAN,2,2.0,0.0,0.0
Butler,0009 BUTLER TOWNSHIP 1-1,U.S. Senate,,DEM,"BOB CASEY, JR",635,603.0,32.0,0.0
Butler,0009 BUTLER TOWNSHIP 1-1,U.S. Senate,,REP,LOU BARLETTA,752,734.0,18.0,0.0
Butler,0009 BUTLER TOWNSHIP 1-1,U.S. Senate,,GRN,NEAL GALE,9,9.0,0.0,0.0
Butler,0009 BUTLER TOWNSHIP 1-1,U.S. Senate,,LIB,"DALE R KERNS, JR",30,30.0,0.0,0.0
Butler,0009 BUTLER TOWNSHIP 1-1,U.S. Senate,,,WRITE-INS,3,3.0,0.0,0.0
Butler,0009 BUTLER TOWNSHIP 1-1,Governor,,DEM,TOM WOLF,673,640.0,33.0,0.0
Butler,0009 BUTLER TOWNSHIP 1-1,Governor,,REP,SCOTT R WAGNER,728,711.0,17.0,0.0
Butler,0009 BUTLER TOWNSHIP 1-1,Governor,,GRN,PAUL GLOVER,13,13.0,0.0,0.0
Butler,0009 BUTLER TOWNSHIP 1-1,Governor,,LIB,KEN V KRAWCHUK,21,21.0,0.0,0.0
Butler,0009 BUTLER TOWNSHIP 1-1,Governor,,,WRITE-INS,0,0.0,0.0,0.0
Butler,0009 BUTLER TOWNSHIP 1-1,U.S. House,16.0,DEM,RON DINICOLA,580,552.0,28.0,0.0
Butler,0009 BUTLER TOWNSHIP 1-1,U.S. House,16.0,REP,MIKE KELLY,827,805.0,22.0,0.0
Butler,0009 BUTLER TOWNSHIP 1-1,U.S. House,16.0,LIB,EBERT G BILL BEEMAN,25,25.0,0.0,0.0
Butler,0009 BUTLER TOWNSHIP 1-1,U.S. House,16.0,,WRITE-INS,1,1.0,0.0,0.0
Butler,0009 BUTLER TOWNSHIP 1-1,State House,11.0,REP,BRIAN ELLIS,968,938.0,30.0,0.0
Butler,0009 BUTLER TOWNSHIP 1-1,State House,11.0,IND,SAMUEL DOCTOR,366,355.0,11.0,0.0
Butler,0009 BUTLER TOWNSHIP 1-1,State House,11.0,,WRITE-INS,0,0.0,0.0,0.0
Butler,0010 BUTLER TOWNSHIP 1-2,Registered Voters,,,,1435,,,
Butler,0010 BUTLER TOWNSHIP 1-2,Ballots Cast,,,,937,889.0,46.0,2.0
Butler,0010 BUTLER TOWNSHIP 1-2,Straight Party,,DEM,DEMOCRATIC,120,114.0,6.0,0.0
Butler,0010 BUTLER TOWNSHIP 1-2,Straight Party,,REP,REPUBLICAN,299,283.0,15.0,1.0
Butler,0010 BUTLER TOWNSHIP 1-2,Straight Party,,GRN,GREEN,1,0.0,1.0,0.0
Butler,0010 BUTLER TOWNSHIP 1-2,Straight Party,,IND,INDEPENDENT,4,4.0,0.0,0.0
Butler,0010 BUTLER TOWNSHIP 1-2,Straight Party,,LIB,LIBERTARIAN,1,1.0,0.0,0.0
Butler,0010 BUTLER TOWNSHIP 1-2,U.S. Senate,,DEM,"BOB CASEY, JR",385,366.0,18.0,1.0
Butler,0010 BUTLER TOWNSHIP 1-2,U.S. Senate,,REP,LOU BARLETTA,518,491.0,26.0,1.0
Butler,0010 BUTLER TOWNSHIP 1-2,U.S. Senate,,GRN,NEAL GALE,9,8.0,1.0,0.0
Butler,0010 BUTLER TOWNSHIP 1-2,U.S. Senate,,LIB,"DALE R KERNS, JR",7,7.0,0.0,0.0
Butler,0010 BUTLER TOWNSHIP 1-2,U.S. Senate,,,WRITE-INS,0,0.0,0.0,0.0
Butler,0010 BUTLER TOWNSHIP 1-2,Governor,,DEM,TOM WOLF,398,379.0,19.0,0.0
Butler,0010 BUTLER TOWNSHIP 1-2,Governor,,REP,SCOTT R WAGNER,505,480.0,24.0,1.0
Butler,0010 BUTLER TOWNSHIP 1-2,Governor,,GRN,PAUL GLOVER,7,6.0,1.0,0.0
Butler,0010 BUTLER TOWNSHIP 1-2,Governor,,LIB,KEN V KRAWCHUK,22,20.0,1.0,1.0
Butler,0010 BUTLER TOWNSHIP 1-2,Governor,,,WRITE-INS,0,0.0,0.0,0.0
Butler,0010 BUTLER TOWNSHIP 1-2,U.S. House,16.0,DEM,RON DINICOLA,348,336.0,12.0,0.0
Butler,0010 BUTLER TOWNSHIP 1-2,U.S. House,16.0,REP,MIKE KELLY,563,529.0,32.0,2.0
Butler,0010 BUTLER TOWNSHIP 1-2,U.S. House,16.0,LIB,EBERT G BILL BEEMAN,18,18.0,0.0,0.0
Butler,0010 BUTLER TOWNSHIP 1-2,U.S. House,16.0,,WRITE-INS,2,2.0,0.0,0.0
Butler,0010 BUTLER TOWNSHIP 1-2,State House,11.0,REP,BRIAN ELLIS,611,583.0,27.0,1.0
Butler,0010 BUTLER TOWNSHIP 1-2,State House,11.0,IND,SAMUEL DOCTOR,251,240.0,10.0,1.0
Butler,0010 BUTLER TOWNSHIP 1-2,State House,11.0,,WRITE-INS,3,3.0,0.0,0.0
Butler,0011 BUTLER TOWNSHIP 2,Registered Voters,,,,804,,,
Butler,0011 BUTLER TOWNSHIP 2,Ballots Cast,,,,421,409.0,12.0,0.0
Butler,0011 BUTLER TOWNSHIP 2,Straight Party,,DEM,DEMOCRATIC,94,89.0,5.0,0.0
Butler,0011 BUTLER TOWNSHIP 2,Straight Party,,REP,REPUBLICAN,108,106.0,2.0,0.0
Butler,0011 BUTLER TOWNSHIP 2,Straight Party,,GRN,GREEN,0,0.0,0.0,0.0
Butler,0011 BUTLER TOWNSHIP 2,Straight Party,,IND,INDEPENDENT,2,2.0,0.0,0.0
Butler,0011 BUTLER TOWNSHIP 2,Straight Party,,LIB,LIBERTARIAN,0,0.0,0.0,0.0
Butler,0011 BUTLER TOWNSHIP 2,U.S. Senate,,DEM,"BOB CASEY, JR",211,202.0,9.0,0.0
Butler,0011 BUTLER TOWNSHIP 2,U.S. Senate,,REP,LOU BARLETTA,189,187.0,2.0,0.0
Butler,0011 BUTLER TOWNSHIP 2,U.S. Senate,,GRN,NEAL GALE,2,1.0,1.0,0.0
Butler,0011 BUTLER TOWNSHIP 2,U.S. Senate,,LIB,"DALE R KERNS, JR",9,9.0,0.0,0.0
Butler,0011 BUTLER TOWNSHIP 2,U.S. Senate,,,WRITE-INS,1,1.0,0.0,0.0
