county,precinct,office,district,party,candidate,votes,election_day,mail,provisional,extra
Franklin,Antrim Twp-Third Dst,ATTORNEY GENERAL,,,Write-In: Blank,0,0,0,0,0
Franklin,Antrim Twp-Third Dst,ATTORNEY GENERAL,,,Write-In: Scattered,0,0,0,0,0
Franklin,Antrim Twp-Third Dst,ATTORNEY GENERAL,,,Write-In: Invalid,0,0,0,0,0
Franklin,Antrim Twp-Third Dst,ATTORNEY GENERAL,,,Write-In Totals,0,0,0,0,0
Franklin,Antrim Twp-Third Dst,ATTORNEY GENERAL,,,Not Assigned,0,0,0,0,0
Franklin,Antrim Twp-Third Dst,ATTORNEY GENERAL,,,Overvotes,0,0,0,0,0
Franklin,Antrim Twp-Third Dst,ATTORNEY GENERAL,,,Undervotes,23,17,6,0,0
Franklin,Antrim Twp-Third Dst,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,993,872,116,5,0
Franklin,Antrim Twp-Third Dst,AUDITOR GENERAL,,DEM,NINA AHMAD,182,95,85,2,0
Franklin,Antrim Twp-Third Dst,AUDITOR GENERAL,,LIB,JENNIFER MOORE,48,39,9,0,0
Franklin,Antrim Twp-Third Dst,AUDITOR GENERAL,,GRE,OLIVIA FAISON,10,6,2,2,0
Franklin,Antrim Twp-Third Dst,AUDITOR GENERAL,,,Write-In: Blank,0,0,0,0,0
Franklin,Antrim Twp-Third Dst,AUDITOR GENERAL,,,Write-In: Invalid,0,0,0,0,0
Franklin,Antrim Twp-Third Dst,AUDITOR GENERAL,,,Write-In: Scattered,0,0,0,0,0
Franklin,Antrim Twp-Third Dst,AUDITOR GENERAL,,,Write-In Totals,0,0,0,0,0
Franklin,Antrim Twp-Third Dst,AUDITOR GENERAL,,,Not Assigned,0,0,0,0,0
Franklin,Antrim Twp-Third Dst,AUDITOR GENERAL,,,Overvotes,0,0,0,0,0
Franklin,Antrim Twp-Third Dst,AUDITOR GENERAL,,,Undervotes,32,26,6,0,0
Franklin,Antrim Twp-Third Dst,STATE TREASURER,,REP,STACY L. GARRITY,996,877,114,5,0
Franklin,Antrim Twp-Third Dst,STATE TREASURER,,DEM,JOE TORSELLA,190,102,86,2,0
Franklin,Antrim Twp-Third Dst,STATE TREASURER,,LIB,JOE SOLOSKI,38,29,9,0,0
Franklin,Antrim Twp-Third Dst,STATE TREASURER,,GRE,TIMOTHY RUNKLE,12,8,2,2,0
Franklin,Antrim Twp-Third Dst,STATE TREASURER,,,Write-In: Blank,0,0,0,0,0
Franklin,Antrim Twp-Third Dst,STATE TREASURER,,,Write-In: Invalid,0,0,0,0,0
Franklin,Antrim Twp-Third Dst,STATE TREASURER,,,Write-In: Scattered,0,0,0,0,0
Franklin,Antrim Twp-Third Dst,STATE TREASURER,,,Write-In Totals,0,0,0,0,0
Franklin,Antrim Twp-Third Dst,STATE TREASURER,,,Not Assigned,0,0,0,0,0
Franklin,Antrim Twp-Third Dst,STATE TREASURER,,,Overvotes,0,0,0,0,0
Franklin,Antrim Twp-Third Dst,STATE TREASURER,,,Undervotes,29,22,7,0,0
Franklin,Antrim Twp-Third Dst,U.S. House,13,REP,JOHN JOYCE,1032,911,114,7,0
Franklin,Antrim Twp-Third Dst,U.S. House,13,DEM,TODD ROWLEY,209,109,98,2,0
Franklin,Antrim Twp-Third Dst,U.S. House,13,,Write-In: Invalid,1,1,0,0,0
Franklin,Antrim Twp-Third Dst,U.S. House,13,,Write-In: Scattered,0,0,0,0,0
Franklin,Antrim Twp-Third Dst,U.S. House,13,,Write-In: Blank,0,0,0,0,0
Franklin,Antrim Twp-Third Dst,U.S. House,13,,Write-In Totals,1,1,0,0,0
Franklin,Antrim Twp-Third Dst,U.S. House,13,,Not Assigned,0,0,0,0,0
Franklin,Antrim Twp-Third Dst,U.S. House,13,,Overvotes,0,0,0,0,0
Franklin,Antrim Twp-Third Dst,U.S. House,13,,Undervotes,23,17,6,0,0
Franklin,Antrim Twp-Third Dst,State House,90,REP,PAUL SCHEMEL,1149,975,166,8,0
Franklin,Antrim Twp-Third Dst,State House,90,,Write-In: Scattered,15,6,9,0,0
Franklin,Antrim Twp-Third Dst,State House,90,,Write-In: Laura Jeu,5,2,3,0,0
Franklin,Antrim Twp-Third Dst,State House,90,,Write-In: Invalid,3,2,1,0,0
Franklin,Antrim Twp-Third Dst,State House,90,,Write-In: Blank,2,2,0,0,0
Franklin,Antrim Twp-Third Dst,State House,90,,Write-In Totals,25,12,13,0,0
Franklin,Antrim Twp-Third Dst,State House,90,,Not Assigned,0,0,0,0,0
Franklin,Antrim Twp-Third Dst,State House,90,,Overvotes,0,0,0,0,0
Franklin,Antrim Twp-Third Dst,State House,90,,Undervotes,91,51,39,1,0
Franklin,Antrim Twp-Fourth Dst,Registered Voters,,,,2424,,,,
Franklin,Antrim Twp-Fourth Dst,Ballots Cast,,,,1904,1545,344,15,0
Franklin,Antrim Twp-Fourth Dst,Ballots Cast Blank,,,,0,0,0,0,0
Franklin,Antrim Twp-Fourth Dst,President,,REP,TRUMP and PENCE,1481,1320,150,11,0
Franklin,Antrim Twp-Fourth Dst,President,,DEM,BIDEN and HARRIS,386,198,184,4,0
Franklin,Antrim Twp-Fourth Dst,President,,LIB,JORGENSEN and COHEN,33,23,10,0,0
Franklin,Antrim Twp-Fourth Dst,President,,,Write-In: Hawkins Howie (All Variants),1,1,0,0,0
Franklin,Antrim Twp-Fourth Dst,President,,,Write-In: Donald Trump,0,0,0,0,0
Franklin,Antrim Twp-Fourth Dst,President,,,Write-In: Scattered,0,0,0,0,0
Franklin,Antrim Twp-Fourth Dst,President,,,Write-In: Carroll Brian (All Variants),0,0,0,0,0
Franklin,Antrim Twp-Fourth Dst,President,,,Write-In: Blank,0,0,0,0,0
Franklin,Antrim Twp-Fourth Dst,President,,,Write-In: West Kanye (All Variants),0,0,0,0,0
Franklin,Antrim Twp-Fourth Dst,President,,,Write-In: Simmons Jade (All Variants),0,0,0,0,0
Franklin,Antrim Twp-Fourth Dst,President,,,Write-In: Invalid,0,0,0,0,0
Franklin,Antrim Twp-Fourth Dst,President,,,Write-In Totals,1,1,0,0,0
Franklin,Antrim Twp-Fourth Dst,President,,,Not Assigned,0,0,0,0,0
Franklin,Antrim Twp-Fourth Dst,President,,,Overvotes,0,0,0,0,0
Franklin,Antrim Twp-Fourth Dst,President,,,Undervotes,3,3,0,0,0
Franklin,Antrim Twp-Fourth Dst,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,1431,1265,154,12,0
Franklin,Antrim Twp-Fourth Dst,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,372,198,171,3,0
Franklin,Antrim Twp-Fourth Dst,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,41,34,7,0,0
Franklin,Antrim Twp-Fourth Dst,ATTORNEY GENERAL,,GRE,RICHARD L. WEISS,10,8,2,0,0
Franklin,Antrim Twp-Fourth Dst,ATTORNEY GENERAL,,,Write-In: Invalid,1,1,0,0,0
Franklin,Antrim Twp-Fourth Dst,ATTORNEY GENERAL,,,Write-In: Blank,0,0,0,0,0
Franklin,Antrim Twp-Fourth Dst,ATTORNEY GENERAL,,,Write-In: Scattered,0,0,0,0,0
Franklin,Antrim Twp-Fourth Dst,ATTORNEY GENERAL,,,Write-In Totals,1,1,0,0,0
Franklin,Antrim Twp-Fourth Dst,ATTORNEY GENERAL,,,Not Assigned,0,0,0,0,0
Franklin,Antrim Twp-Fourth Dst,ATTORNEY GENERAL,,,Overvotes,1,1,0,0,0
Franklin,Antrim Twp-Fourth Dst,ATTORNEY GENERAL,,,Undervotes,48,38,10,0,0
Franklin,Antrim Twp-Fourth Dst,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,1441,1273,156,12,0
Franklin,Antrim Twp-Fourth Dst,AUDITOR GENERAL,,DEM,NINA AHMAD,319,157,159,3,0
Franklin,Antrim Twp-Fourth Dst,AUDITOR GENERAL,,LIB,JENNIFER MOORE,77,64,13,0,0
Franklin,Antrim Twp-Fourth Dst,AUDITOR GENERAL,,GRE,OLIVIA FAISON,14,10,4,0,0
Franklin,Antrim Twp-Fourth Dst,AUDITOR GENERAL,,,Write-In: Invalid,1,1,0,0,0
Franklin,Antrim Twp-Fourth Dst,AUDITOR GENERAL,,,Write-In: Blank,0,0,0,0,0
Franklin,Antrim Twp-Fourth Dst,AUDITOR GENERAL,,,Write-In: Scattered,0,0,0,0,0
Franklin,Antrim Twp-Fourth Dst,AUDITOR GENERAL,,,Write-In Totals,1,1,0,0,0
Franklin,Antrim Twp-Fourth Dst,AUDITOR GENERAL,,,Not Assigned,0,0,0,0,0
Franklin,Antrim Twp-Fourth Dst,AUDITOR GENERAL,,,Overvotes,1,1,0,0,0
Franklin,Antrim Twp-Fourth Dst,AUDITOR GENERAL,,,Undervotes,51,39,12,0,0
Franklin,Antrim Twp-Fourth Dst,STATE TREASURER,,REP,STACY L. GARRITY,1439,1271,156,12,0
Franklin,Antrim Twp-Fourth Dst,STATE TREASURER,,DEM,JOE TORSELLA,342,177,162,3,0
Franklin,Antrim Twp-Fourth Dst,STATE TREASURER,,LIB,JOE SOLOSKI,50,43,7,0,0
Franklin,Antrim Twp-Fourth Dst,STATE TREASURER,,GRE,TIMOTHY RUNKLE,18,12,6,0,0
Franklin,Antrim Twp-Fourth Dst,STATE TREASURER,,,Write-In: Invalid,1,1,0,0,0
Franklin,Antrim Twp-Fourth Dst,STATE TREASURER,,,Write-In: Blank,0,0,0,0,0
Franklin,Antrim Twp-Fourth Dst,STATE TREASURER,,,Write-In: Scattered,0,0,0,0,0
Franklin,Antrim Twp-Fourth Dst,STATE TREASURER,,,Write-In Totals,1,1,0,0,0
Franklin,Antrim Twp-Fourth Dst,STATE TREASURER,,,Not Assigned,0,0,0,0,0
Franklin,Antrim Twp-Fourth Dst,STATE TREASURER,,,Overvotes,0,0,0,0,0
Franklin,Antrim Twp-Fourth Dst,STATE TREASURER,,,Undervotes,54,41,13,0,0
Franklin,Antrim Twp-Fourth Dst,U.S. House,13,REP,JOHN JOYCE,1480,1314,154,12,0
Franklin,Antrim Twp-Fourth Dst,U.S. House,13,DEM,TODD ROWLEY,378,195,180,3,0
Franklin,Antrim Twp-Fourth Dst,U.S. House,13,,Write-In: Invalid,1,1,0,0,0
Franklin,Antrim Twp-Fourth Dst,U.S. House,13,,Write-In: Scattered,0,0,0,0,0
Franklin,Antrim Twp-Fourth Dst,U.S. House,13,,Write-In: Blank,0,0,0,0,0
Franklin,Antrim Twp-Fourth Dst,U.S. House,13,,Write-In Totals,1,1,0,0,0
Franklin,Antrim Twp-Fourth Dst,U.S. House,13,,Not Assigned,0,0,0,0,0
Franklin,Antrim Twp-Fourth Dst,U.S. House,13,,Overvotes,1,1,0,0,0
Franklin,Antrim Twp-Fourth Dst,U.S. House,13,,Undervotes,44,34,10,0,0
Franklin,Antrim Twp-Fourth Dst,State House,90,REP,PAUL SCHEMEL,1667,1417,237,13,0
Franklin,Antrim Twp-Fourth Dst,State House,90,,Write-In: Scattered,29,13,16,0,0
Franklin,Antrim Twp-Fourth Dst,State House,90,,Write-In: Invalid,16,8,7,1,0
Franklin,Antrim Twp-Fourth Dst,State House,90,,Write-In: Blank,6,3,3,0,0
Franklin,Antrim Twp-Fourth Dst,State House,90,,Write-In: Laura Jeu,3,3,0,0,0
Franklin,Antrim Twp-Fourth Dst,State House,90,,Write-In Totals,54,27,26,1,0
Franklin,Antrim Twp-Fourth Dst,State House,90,,Not Assigned,0,0,0,0,0
Franklin,Antrim Twp-Fourth Dst,State House,90,,Overvotes,0,0,0,0,0
Franklin,Antrim Twp-Fourth Dst,State House,90,,Undervotes,183,101,81,1,0
Franklin,Antrim Twp-Fifth Dst,Registered Voters,,,,3507,,,,
Franklin,Antrim Twp-Fifth Dst,Ballots Cast,,,,2874,2192,648,34,0
Franklin,Antrim Twp-Fifth Dst,Ballots Cast Blank,,,,0,0,0,0,0
Franklin,Antrim Twp-Fifth Dst,President,,REP,TRUMP and PENCE,2244,1924,291,29,0
Franklin,Antrim Twp-Fifth Dst,President,,DEM,BIDEN and HARRIS,591,242,344,5,0
Franklin,Antrim Twp-Fifth Dst,President,,LIB,JORGENSEN and COHEN,28,21,7,0,0
Franklin,Antrim Twp-Fifth Dst,President,,,Write-In: Scattered,2,1,1,0,0
Franklin,Antrim Twp-Fifth Dst,President,,,Write-In: Carroll Brian (All Variants),2,0,2,0,0
