county,precinct,office,district,party,candidate,election_day,absentee,provisional,votes
Northampton,ALLEN TWSP NORTHERN,U.S. House,7,REP,Lisa Scheller,122,62,2,186
Northampton,ALLEN TWSP NORTHERN,U.S. House,7,REP,Dean N. Browning,80,86,2,168
Northampton,ALLEN TWSP NORTHERN,U.S. House,7,REP,Write-in,0,0,0,0
Northampton,ALLEN TWSP NORTHERN,General Assembly,183,REP,Zach Mako,189,151,4,344
Northampton,ALLEN TWSP NORTHERN,General Assembly,183,REP,Write-in,0,0,0,0
Northampton,ALLEN TWSP SOUTHERN,Registered Voters,,,,,,,1995
Northampton,ALLEN TWSP SOUTHERN,Registered Voters,,DEM,,,,,838
Northampton,ALLEN TWSP SOUTHERN,Registered Voters,,REP,,,,,812
Northampton,ALLEN TWSP SOUTHERN,Registered Voters,,NPA,,,,,345
Northampton,ALLEN TWSP SOUTHERN,Ballots Cast,,,,198,401,7,606
Northampton,ALLEN TWSP SOUTHERN,Ballots Cast,,DEM,,63,275,3,341
Northampton,ALLEN TWSP SOUTHERN,Ballots Cast,,REP,,135,126,4,265
Northampton,ALLEN TWSP SOUTHERN,Ballots Cast,,NPA,,0,0,0,0
Northampton,ALLEN TWSP SOUTHERN,President,,DEM,Joseph R. Biden,45,449,1,495
Northampton,ALLEN TWSP SOUTHERN,President,,DEM,Bernie Sanders,14,33,2,49
Northampton,ALLEN TWSP SOUTHERN,President,,DEM,Tulsi Gabbard,2,4,0,6
Northampton,ALLEN TWSP SOUTHERN,President,,DEM,Write-in,2,2,0,4
Northampton,ALLEN TWSP SOUTHERN,Attorney General,,DEM,Josh Shapiro,43,259,2,304
Northampton,ALLEN TWSP SOUTHERN,Attorney General,,DEM,Write-in,0,0,0,0
Northampton,ALLEN TWSP SOUTHERN,Auditor General,,DEM,Nina Ahmad,14,70,2,86
Northampton,ALLEN TWSP SOUTHERN,Auditor General,,DEM,Christina M. Hartman,3,53,0,56
Northampton,ALLEN TWSP SOUTHERN,Auditor General,,DEM,Rose Rosie Marie Davis,7,42,0,49
Northampton,ALLEN TWSP SOUTHERN,Auditor General,,DEM,Michael Lamb,13,26,0,39
Northampton,ALLEN TWSP SOUTHERN,Auditor General,,DEM,H Scott Conklin,9,22,0,31
Northampton,ALLEN TWSP SOUTHERN,Auditor General,,DEM,Tracie Fountain,4,16,0,20
Northampton,ALLEN TWSP SOUTHERN,Auditor General,,DEM,Write-in,0,0,0,0
Northampton,ALLEN TWSP SOUTHERN,State Treasurer,,DEM,Joe Torsella,39,257,2,298
Northampton,ALLEN TWSP SOUTHERN,State Treasurer,,DEM,Write-in,0,1,0,1
Northampton,ALLEN TWSP SOUTHERN,U.S. House,7,DEM,Susan Wild,49,266,2,317
Northampton,ALLEN TWSP SOUTHERN,U.S. House,7,DEM,Write-in,0,0,0,0
Northampton,ALLEN TWSP SOUTHERN,General Assembly,183,DEM,Jason Ruff,45,255,2,302
Northampton,ALLEN TWSP SOUTHERN,General Assembly,183,DEM,Write-in,0,1,0,1
Northampton,ALLEN TWSP SOUTHERN,President,,REP,Donald J Trump,129,105,4,238
Northampton,ALLEN TWSP SOUTHERN,President,,REP,Bill Weld,4,12,0,16
Northampton,ALLEN TWSP SOUTHERN,President,,REP,Roque Rocky De La Fuente,0,2,0,2
Northampton,ALLEN TWSP SOUTHERN,President,,REP,Write-in,1,2,0,3
Northampton,ALLEN TWSP SOUTHERN,Attorney General,,REP,Heather Heidelbaugh,114,106,4,224
Northampton,ALLEN TWSP SOUTHERN,Attorney General,,REP,Write-in,0,0,0,0
Northampton,ALLEN TWSP SOUTHERN,Auditor General,,REP,Timothy Defoor,111,105,4,220
Northampton,ALLEN TWSP SOUTHERN,Auditor General,,REP,Write-in,0,0,0,0
Northampton,ALLEN TWSP SOUTHERN,State Treasurer,,REP,Stacy L. Garrity,113,107,4,224
Northampton,ALLEN TWSP SOUTHERN,State Treasurer,,REP,Write-in,0,0,0,0
Northampton,ALLEN TWSP SOUTHERN,U.S. House,7,REP,Lisa Scheller,69,65,0,134
Northampton,ALLEN TWSP SOUTHERN,U.S. House,7,REP,Dean N. Browning,63,54,4,121
Northampton,ALLEN TWSP SOUTHERN,U.S. House,7,REP,Write-in,0,0,0,0
Northampton,ALLEN TWSP SOUTHERN,General Assembly,183,REP,Zach Mako,117,114,4,235
Northampton,ALLEN TWSP SOUTHERN,General Assembly,183,REP,Write-in,2,0,0,2
Northampton,BANGOR BORO 1ST WARD,Registered Voters,,,,,,,871
Northampton,BANGOR BORO 1ST WARD,Registered Voters,,DEM,,,,,342
Northampton,BANGOR BORO 1ST WARD,Registered Voters,,REP,,,,,314
Northampton,BANGOR BORO 1ST WARD,Registered Voters,,NPA,,,,,215
Northampton,BANGOR BORO 1ST WARD,Ballots Cast,,,,96,72,6,174
Northampton,BANGOR BORO 1ST WARD,Ballots Cast,,DEM,,35,52,2,89
Northampton,BANGOR BORO 1ST WARD,Ballots Cast,,REP,,61,20,4,85
Northampton,BANGOR BORO 1ST WARD,Ballots Cast,,NPA,,0,0,0,0
Northampton,BANGOR BORO 1ST WARD,President,,DEM,Joseph R. Biden,22,37,2,61
Northampton,BANGOR BORO 1ST WARD,President,,DEM,Bernie Sanders,10,12,0,22
Northampton,BANGOR BORO 1ST WARD,President,,DEM,Tulsi Gabbard,3,0,0,3
Northampton,BANGOR BORO 1ST WARD,President,,DEM,Write-in,0,1,0,1
Northampton,BANGOR BORO 1ST WARD,Attorney General,,DEM,Josh Shapiro,23,45,2,70
Northampton,BANGOR BORO 1ST WARD,Attorney General,,DEM,Write-in,0,0,0,0
Northampton,BANGOR BORO 1ST WARD,Auditor General,,DEM,Rose Rosie Marie Davis,12,17,1,30
Northampton,BANGOR BORO 1ST WARD,Auditor General,,DEM,Nina Ahmad,5,12,0,17
Northampton,BANGOR BORO 1ST WARD,Auditor General,,DEM,Tracie Fountain,3,5,0,8
Northampton,BANGOR BORO 1ST WARD,Auditor General,,DEM,Christina M. Hartman,4,4,0,8
Northampton,BANGOR BORO 1ST WARD,Auditor General,,DEM,H Scott Conklin,2,4,0,6
Northampton,BANGOR BORO 1ST WARD,Auditor General,,DEM,Michael Lamb,3,2,0,5
Northampton,BANGOR BORO 1ST WARD,Auditor General,,DEM,Write-in,0,0,0,0
Northampton,BANGOR BORO 1ST WARD,State Treasurer,,DEM,Joe Torsella,23,46,1,70
Northampton,BANGOR BORO 1ST WARD,State Treasurer,,DEM,Write-in,0,0,0,0
Northampton,BANGOR BORO 1ST WARD,U.S. House,7,DEM,Susan Wild,25,48,2,75
Northampton,BANGOR BORO 1ST WARD,U.S. House,7,DEM,Write-in,1,0,0,1
Northampton,BANGOR BORO 1ST WARD,General Assembly,137,DEM,Katelind Brennan,24,43,1,68
Northampton,BANGOR BORO 1ST WARD,General Assembly,137,DEM,Write-in,1,0,0,1
Northampton,BANGOR BORO 1ST WARD,President,,REP,Donald J Trump,54,12,4,70
Northampton,BANGOR BORO 1ST WARD,President,,REP,Bill Weld,1,3,0,4
Northampton,BANGOR BORO 1ST WARD,President,,REP,Roque Rocky De La Fuente,2,1,0,3
Northampton,BANGOR BORO 1ST WARD,President,,REP,Write-in,2,1,0,3
Northampton,BANGOR BORO 1ST WARD,Attorney General,,REP,Heather Heidelbaugh,49,16,3,68
Northampton,BANGOR BORO 1ST WARD,Attorney General,,REP,Write-in,0,1,0,1
Northampton,BANGOR BORO 1ST WARD,Auditor General,,REP,Timothy Defoor,47,16,2,65
Northampton,BANGOR BORO 1ST WARD,Auditor General,,REP,Write-in,0,1,0,1
Northampton,BANGOR BORO 1ST WARD,State Treasurer,,REP,Stacy L. Garrity,49,16,1,66
Northampton,BANGOR BORO 1ST WARD,State Treasurer,,REP,Write-in,0,1,0,1
Northampton,BANGOR BORO 1ST WARD,U.S. House,7,REP,Lisa Scheller,32,9,2,43
Northampton,BANGOR BORO 1ST WARD,U.S. House,7,REP,Dean N. Browning,25,9,1,35
Northampton,BANGOR BORO 1ST WARD,U.S. House,7,REP,Write-in,0,1,0,1
Northampton,BANGOR BORO 1ST WARD,General Assembly,137,REP,Joe Emrick,58,18,2,78
Northampton,BANGOR BORO 1ST WARD,General Assembly,137,REP,Write-in,0,2,0,2
Northampton,BANGOR BORO 2ND WARD,Registered Voters,,,,,,,776
Northampton,BANGOR BORO 2ND WARD,Registered Voters,,DEM,,,,,320
Northampton,BANGOR BORO 2ND WARD,Registered Voters,,REP,,,,,287
Northampton,BANGOR BORO 2ND WARD,Registered Voters,,NPA,,,,,169
Northampton,BANGOR BORO 2ND WARD,Ballots Cast,,,,110,76,1,187
Northampton,BANGOR BORO 2ND WARD,Ballots Cast,,DEM,,44,59,0,103
Northampton,BANGOR BORO 2ND WARD,Ballots Cast,,REP,,66,17,1,84
Northampton,BANGOR BORO 2ND WARD,Ballots Cast,,NPA,,0,0,0,0
Northampton,BANGOR BORO 2ND WARD,President,,DEM,Joseph R. Biden,27,43,0,70
Northampton,BANGOR BORO 2ND WARD,President,,DEM,Bernie Sanders,11,15,0,26
Northampton,BANGOR BORO 2ND WARD,President,,DEM,Tulsi Gabbard,1,1,0,2
Northampton,BANGOR BORO 2ND WARD,President,,DEM,Write-in,1,0,0,1
Northampton,BANGOR BORO 2ND WARD,Attorney General,,DEM,Josh Shapiro,31,55,0,86
Northampton,BANGOR BORO 2ND WARD,Attorney General,,DEM,Write-in,0,0,0,0
Northampton,BANGOR BORO 2ND WARD,Auditor General,,DEM,Rose Rosie Marie Davis,10,26,0,36
Northampton,BANGOR BORO 2ND WARD,Auditor General,,DEM,Nina Ahmad,5,10,0,15
Northampton,BANGOR BORO 2ND WARD,Auditor General,,DEM,Michael Lamb,10,2,0,12
Northampton,BANGOR BORO 2ND WARD,Auditor General,,DEM,Tracie Fountain,5,7,0,12
Northampton,BANGOR BORO 2ND WARD,Auditor General,,DEM,H Scott Conklin,5,6,0,11
Northampton,BANGOR BORO 2ND WARD,Auditor General,,DEM,Christina M. Hartman,1,4,0,5
Northampton,BANGOR BORO 2ND WARD,Auditor General,,DEM,Write-in,0,0,0,0
Northampton,BANGOR BORO 2ND WARD,State Treasurer,,DEM,Joe Torsella,28,56,0,84
Northampton,BANGOR BORO 2ND WARD,State Treasurer,,DEM,Write-in,0,0,0,0
Northampton,BANGOR BORO 2ND WARD,U.S. House,7,DEM,Susan Wild,33,57,0,90
Northampton,BANGOR BORO 2ND WARD,U.S. House,7,DEM,Write-in,1,0,0,1
Northampton,BANGOR BORO 2ND WARD,General Assembly,137,DEM,Katelind Brennan,28,53,0,81
Northampton,BANGOR BORO 2ND WARD,General Assembly,137,DEM,Write-in,0,0,0,0
Northampton,BANGOR BORO 2ND WARD,President,,REP,Donald J Trump,62,13,1,76
Northampton,BANGOR BORO 2ND WARD,President,,REP,Bill Weld,2,3,0,5
Northampton,BANGOR BORO 2ND WARD,President,,REP,Roque Rocky De La Fuente,1,0,0,1
Northampton,BANGOR BORO 2ND WARD,President,,REP,Write-in,0,0,0,0
Northampton,BANGOR BORO 2ND WARD,Attorney General,,REP,Heather Heidelbaugh,51,15,1,67
Northampton,BANGOR BORO 2ND WARD,Attorney General,,REP,Write-in,1,0,0,1
Northampton,BANGOR BORO 2ND WARD,Auditor General,,REP,Timothy Defoor,50,15,1,66
Northampton,BANGOR BORO 2ND WARD,Auditor General,,REP,Write-in,1,0,0,1
Northampton,BANGOR BORO 2ND WARD,State Treasurer,,REP,Stacy L. Garrity,51,14,1,66
Northampton,BANGOR BORO 2ND WARD,State Treasurer,,REP,Write-in,1,0,0,1
Northampton,BANGOR BORO 2ND WARD,U.S. House,7,REP,Dean N. Browning,36,6,1,43
Northampton,BANGOR BORO 2ND WARD,U.S. House,7,REP,Lisa Scheller,28,9,0,37
Northampton,BANGOR BORO 2ND WARD,U.S. House,7,REP,Write-in,0,0,0,0
Northampton,BANGOR BORO 2ND WARD,General Assembly,137,REP,Joe Emrick,62,17,1,80
Northampton,BANGOR BORO 2ND WARD,General Assembly,137,REP,Write-in,1,0,0,1
Northampton,BANGOR BORO 3RD WARD,Registered Voters,,,,,,,785
Northampton,BANGOR BORO 3RD WARD,Registered Voters,,DEM,,,,,288
Northampton,BANGOR BORO 3RD WARD,Registered Voters,,REP,,,,,334
Northampton,BANGOR BORO 3RD WARD,Registered Voters,,NPA,,,,,163
Northampton,BANGOR BORO 3RD WARD,Ballots Cast,,,,127,94,3,224
Northampton,BANGOR BORO 3RD WARD,Ballots Cast,,DEM,,47,60,1,108
Northampton,BANGOR BORO 3RD WARD,Ballots Cast,,REP,,80,34,2,116
Northampton,BANGOR BORO 3RD WARD,Ballots Cast,,NPA,,0,0,0,0
Northampton,BANGOR BORO 3RD WARD,President,,DEM,Joseph R. Biden,32,51,0,83
Northampton,BANGOR BORO 3RD WARD,President,,DEM,Bernie Sanders,13,7,1,21
Northampton,BANGOR BORO 3RD WARD,President,,DEM,Tulsi Gabbard,2,1,0,3
Northampton,BANGOR BORO 3RD WARD,President,,DEM,Write-in,0,0,0,0
Northampton,BANGOR BORO 3RD WARD,Attorney General,,DEM,Josh Shapiro,30,58,0,88
Northampton,BANGOR BORO 3RD WARD,Attorney General,,DEM,Write-in,0,0,0,0
Northampton,BANGOR BORO 3RD WARD,Auditor General,,DEM,Rose Rosie Marie Davis,10,27,0,37
Northampton,BANGOR BORO 3RD WARD,Auditor General,,DEM,Nina Ahmad,9,18,0,27
Northampton,BANGOR BORO 3RD WARD,Auditor General,,DEM,Michael Lamb,9,0,0,9
Northampton,BANGOR BORO 3RD WARD,Auditor General,,DEM,Christina M. Hartman,2,7,0,9
Northampton,BANGOR BORO 3RD WARD,Auditor General,,DEM,H Scott Conklin,7,1,0,8
Northampton,BANGOR BORO 3RD WARD,Auditor General,,DEM,Tracie Fountain,1,3,0,4
Northampton,BANGOR BORO 3RD WARD,Auditor General,,DEM,Write-in,0,0,0,0
Northampton,BANGOR BORO 3RD WARD,State Treasurer,,DEM,Joe Torsella,33,56,0,89
Northampton,BANGOR BORO 3RD WARD,State Treasurer,,DEM,Write-in,0,0,0,0
Northampton,BANGOR BORO 3RD WARD,U.S. House,7,DEM,Susan Wild,41,57,0,98
Northampton,BANGOR BORO 3RD WARD,U.S. House,7,DEM,Write-in,0,0,0,0
Northampton,BANGOR BORO 3RD WARD,General Assembly,137,DEM,Katelind Brennan,33,57,0,90
Northampton,BANGOR BORO 3RD WARD,General Assembly,137,DEM,Write-in,0,0,0,0
Northampton,BANGOR BORO 3RD WARD,President,,REP,Donald J Trump,76,27,1,104
Northampton,BANGOR BORO 3RD WARD,President,,REP,Bill Weld,2,2,0,4
Northampton,BANGOR BORO 3RD WARD,President,,REP,Roque Rocky De La Fuente,0,1,0,1
Northampton,BANGOR BORO 3RD WARD,President,,REP,Write-in,1,1,1,3
Northampton,BANGOR BORO 3RD WARD,Attorney General,,REP,Heather Heidelbaugh,65,32,2,99
Northampton,BANGOR BORO 3RD WARD,Attorney General,,REP,Write-in,0,0,0,0
Northampton,BANGOR BORO 3RD WARD,Auditor General,,REP,Timothy Defoor,65,32,1,98
Northampton,BANGOR BORO 3RD WARD,Auditor General,,REP,Write-in,0,0,1,1
Northampton,BANGOR BORO 3RD WARD,State Treasurer,,REP,Stacy L. Garrity,65,32,2,99
Northampton,BANGOR BORO 3RD WARD,State Treasurer,,REP,Write-in,0,0,0,0
Northampton,BANGOR BORO 3RD WARD,U.S. House,7,REP,Dean N. Browning,44,18,0,62
Northampton,BANGOR BORO 3RD WARD,U.S. House,7,REP,Lisa Scheller,31,13,2,46
Northampton,BANGOR BORO 3RD WARD,U.S. House,7,REP,Write-in,1,0,0,1
Northampton,BANGOR BORO 3RD WARD,General Assembly,137,REP,Joe Emrick,76,33,1,110
Northampton,BANGOR BORO 3RD WARD,General Assembly,137,REP,Write-in,0,0,1,1
Northampton,BANGOR BORO 4TH WARD,Registered Voters,,,,,,,738
Northampton,BANGOR BORO 4TH WARD,Registered Voters,,DEM,,,,,294
Northampton,BANGOR BORO 4TH WARD,Registered Voters,,REP,,,,,320
Northampton,BANGOR BORO 4TH WARD,Registered Voters,,NPA,,,,,124
Northampton,BANGOR BORO 4TH WARD,Ballots Cast,,,,106,87,10,203
Northampton,BANGOR BORO 4TH WARD,Ballots Cast,,DEM,,43,64,6,113
Northampton,BANGOR BORO 4TH WARD,Ballots Cast,,REP,,63,23,4,90
Northampton,BANGOR BORO 4TH WARD,Ballots Cast,,NPA,,0,0,0,0
Northampton,BANGOR BORO 4TH WARD,President,,DEM,Joseph R. Biden,23,49,5,77
Northampton,BANGOR BORO 4TH WARD,President,,DEM,Bernie Sanders,7,13,1,21
Northampton,BANGOR BORO 4TH WARD,President,,DEM,Tulsi Gabbard,4,1,0,5
Northampton,BANGOR BORO 4TH WARD,President,,DEM,Write-in,1,0,0,1
Northampton,BANGOR BORO 4TH WARD,Attorney General,,DEM,Josh Shapiro,32,58,5,95
Northampton,BANGOR BORO 4TH WARD,Attorney General,,DEM,Write-in,1,0,0,1
Northampton,BANGOR BORO 4TH WARD,Auditor General,,DEM,Rose Rosie Marie Davis,10,23,1,34
Northampton,BANGOR BORO 4TH WARD,Auditor General,,DEM,Nina Ahmad,8,9,0,17
Northampton,BANGOR BORO 4TH WARD,Auditor General,,DEM,H Scott Conklin,6,5,1,12
Northampton,BANGOR BORO 4TH WARD,Auditor General,,DEM,Michael Lamb,7,5,0,12
Northampton,BANGOR BORO 4TH WARD,Auditor General,,DEM,Christina M. Hartman,2,6,2,10
Northampton,BANGOR BORO 4TH WARD,Auditor General,,DEM,Tracie Fountain,3,5,0,8
Northampton,BANGOR BORO 4TH WARD,Auditor General,,DEM,Write-in,0,0,0,0
Northampton,BANGOR BORO 4TH WARD,State Treasurer,,DEM,Joe Torsella,33,56,4,93
Northampton,BANGOR BORO 4TH WARD,State Treasurer,,DEM,Write-in,0,0,0,0
Northampton,BANGOR BORO 4TH WARD,U.S. House,7,DEM,Susan Wild,34,63,5,102
Northampton,BANGOR BORO 4TH WARD,U.S. House,7,DEM,Write-in,0,0,0,0
Northampton,BANGOR BORO 4TH WARD,General Assembly,137,DEM,Katelind Brennan,30,56,4,90
Northampton,BANGOR BORO 4TH WARD,General Assembly,137,DEM,Write-in,0,0,0,0
Northampton,BANGOR BORO 4TH WARD,President,,REP,Donald J Trump,58,20,4,82
Northampton,BANGOR BORO 4TH WARD,President,,REP,Bill Weld,0,3,0,3
Northampton,BANGOR BORO 4TH WARD,President,,REP,Roque Rocky De La Fuente,1,0,0,1
Northampton,BANGOR BORO 4TH WARD,President,,REP,Write-in,1,0,0,1
Northampton,BANGOR BORO 4TH WARD,Attorney General,,REP,Heather Heidelbaugh,48,20,4,72
Northampton,BANGOR BORO 4TH WARD,Attorney General,,REP,Write-in,0,0,0,0
Northampton,BANGOR BORO 4TH WARD,Auditor General,,REP,Timothy Defoor,49,20,4,73
Northampton,BANGOR BORO 4TH WARD,Auditor General,,REP,Write-in,0,0,0,0
Northampton,BANGOR BORO 4TH WARD,State Treasurer,,REP,Stacy L. Garrity,49,21,4,74
Northampton,BANGOR BORO 4TH WARD,State Treasurer,,REP,Write-in,0,0,0,0
Northampton,BANGOR BORO 4TH WARD,U.S. House,7,REP,Dean N. Browning,35,7,2,44
Northampton,BANGOR BORO 4TH WARD,U.S. House,7,REP,Lisa Scheller,25,14,2,41
Northampton,BANGOR BORO 4TH WARD,U.S. House,7,REP,Write-in,0,0,0,0
Northampton,BANGOR BORO 4TH WARD,General Assembly,137,REP,Joe Emrick,56,23,4,83
Northampton,BANGOR BORO 4TH WARD,General Assembly,137,REP,Write-in,1,0,0,1
Northampton,BATH BORO,Registered Voters,,,,,,,1635
Northampton,BATH BORO,Registered Voters,,DEM,,,,,681
Northampton,BATH BORO,Registered Voters,,REP,,,,,650
Northampton,BATH BORO,Registered Voters,,NPA,,,,,304
Northampton,BATH BORO,Ballots Cast,,,,231,232,7,470
Northampton,BATH BORO,Ballots Cast,,DEM,,59,170,1,230
Northampton,BATH BORO,Ballots Cast,,REP,,172,62,6,240
Northampton,BATH BORO,Ballots Cast,,NPA,,0,0,0,0
Northampton,BATH BORO,President,,DEM,Joseph R. Biden,43,141,0,184
Northampton,BATH BORO,President,,DEM,Bernie Sanders,10,20,1,31
Northampton,BATH BORO,President,,DEM,Tulsi Gabbard,3,3,0,6
Northampton,BATH BORO,President,,DEM,Write-in,1,4,0,5
Northampton,BATH BORO,Attorney General,,DEM,Josh Shapiro,48,156,1,205
Northampton,BATH BORO,Attorney General,,DEM,Write-in,0,0,0,0
Northampton,BATH BORO,Auditor General,,DEM,Nina Ahmad,14,45,0,59
Northampton,BATH BORO,Auditor General,,DEM,Christina M. Hartman,7,34,1,42
Northampton,BATH BORO,Auditor General,,DEM,Rose Rosie Marie Davis,9,29,0,38
Northampton,BATH BORO,Auditor General,,DEM,Michael Lamb,10,13,0,23
Northampton,BATH BORO,Auditor General,,DEM,H Scott Conklin,9,13,0,22
Northampton,BATH BORO,Auditor General,,DEM,Tracie Fountain,2,18,0,20
Northampton,BATH BORO,Auditor General,,DEM,Write-in,0,1,0,1
Northampton,BATH BORO,State Treasurer,,DEM,Joe Torsella,45,150,1,196
Northampton,BATH BORO,State Treasurer,,DEM,Write-in,0,2,0,2
Northampton,BATH BORO,U.S. House,7,DEM,Susan Wild,49,161,1,211
Northampton,BATH BORO,U.S. House,7,DEM,Write-in,0,2,0,2
Northampton,BATH BORO,General Assembly,138,DEM,Tara Zrinski,45,149,1,195
Northampton,BATH BORO,General Assembly,138,DEM,Write-in,0,2,0,2
Northampton,BATH BORO,President,,REP,Donald J Trump,165,51,5,221
Northampton,BATH BORO,President,,REP,Bill Weld,1,7,0,8
Northampton,BATH BORO,President,,REP,Roque Rocky De La Fuente,2,1,0,3
Northampton,BATH BORO,President,,REP,Write-in,0,1,0,1
Northampton,BATH BORO,Attorney General,,REP,Heather Heidelbaugh,135,53,3,191
Northampton,BATH BORO,Attorney General,,REP,Write-in,0,0,0,0
Northampton,BATH BORO,Auditor General,,REP,Timothy Defoor,137,52,4,193
Northampton,BATH BORO,Auditor General,,REP,Write-in,0,0,0,0
Northampton,BATH BORO,State Treasurer,,REP,Stacy L. Garrity,134,51,4,189
Northampton,BATH BORO,State Treasurer,,REP,Write-in,0,0,0,0
Northampton,BATH BORO,U.S. House,7,REP,Dean N. Browning,96,34,3,133
Northampton,BATH BORO,U.S. House,7,REP,Lisa Scheller,69,25,3,97
Northampton,BATH BORO,U.S. House,7,REP,Write-in,0,0,0,0
Northampton,BATH BORO,General Assembly,138,REP,Ann Flood,83,37,2,122
Northampton,BATH BORO,General Assembly,138,REP,Tony Tarsi,76,21,2,99
Northampton,BATH BORO,General Assembly,138,REP,Write-in,0,0,0,0
Northampton,BETHLEHEM 1ST WARD NORTHERN,Registered Voters,,,,,,,1191
Northampton,BETHLEHEM 1ST WARD NORTHERN,Registered Voters,,DEM,,,,,778
Northampton,BETHLEHEM 1ST WARD NORTHERN,Registered Voters,,REP,,,,,166
Northampton,BETHLEHEM 1ST WARD NORTHERN,Registered Voters,,NPA,,,,,247
Northampton,BETHLEHEM 1ST WARD NORTHERN,Ballots Cast,,,,94,140,3,237
Northampton,BETHLEHEM 1ST WARD NORTHERN,Ballots Cast,,DEM,,71,132,3,206
Northampton,BETHLEHEM 1ST WARD NORTHERN,Ballots Cast,,REP,,23,8,0,31
Northampton,BETHLEHEM 1ST WARD NORTHERN,Ballots Cast,,NPA,,0,0,0,0
Northampton,BETHLEHEM 1ST WARD NORTHERN,President,,DEM,Joseph R. Biden,35,81,1,117
Northampton,BETHLEHEM 1ST WARD NORTHERN,President,,DEM,Bernie Sanders,31,49,2,82
Northampton,BETHLEHEM 1ST WARD NORTHERN,President,,DEM,Tulsi Gabbard,2,0,0,2
Northampton,BETHLEHEM 1ST WARD NORTHERN,President,,DEM,Write-in,1,1,0,2
Northampton,BETHLEHEM 1ST WARD NORTHERN,Attorney General,,DEM,Josh Shapiro,50,112,3,165
Northampton,BETHLEHEM 1ST WARD NORTHERN,Attorney General,,DEM,Write-in,0,1,0,1
Northampton,BETHLEHEM 1ST WARD NORTHERN,Auditor General,,DEM,Nina Ahmad,26,41,1,68
Northampton,BETHLEHEM 1ST WARD NORTHERN,Auditor General,,DEM,Christina M. Hartman,4,19,1,24
