county,precinct,office,district,party,candidate,election_day,mail_in,absentee,provisional,votes
Lackawanna,Archbald W-01 P-01,State Treasurer,,DEM,Write-in,3,1,0,0,4
Lackawanna,Archbald W-01 P-01,U.S. House,8,DEM,Matt Cartwright,94,242,34,4,374
Lackawanna,Archbald W-01 P-01,U.S. House,8,DEM,Write-in,10,2,0,0,12
Lackawanna,Archbald W-01 P-01,General Assembly,112,DEM,Kyle J. Mullins,105,249,32,4,390
Lackawanna,Archbald W-01 P-01,General Assembly,112,DEM,Write-in,4,1,0,0,5
Lackawanna,Archbald W-01 P-01,President,,REP,Donald J. Trump,80,37,7,3,127
Lackawanna,Archbald W-01 P-01,President,,REP,Roque Rocky De La Fuente,2,0,0,0,2
Lackawanna,Archbald W-01 P-01,President,,REP,Bill Weld,4,0,0,0,4
Lackawanna,Archbald W-01 P-01,President,,REP,Write-in,0,1,0,0,1
Lackawanna,Archbald W-01 P-01,Attorney General,,REP,Heather Heidelbaugh,65,25,5,2,97
Lackawanna,Archbald W-01 P-01,Attorney General,,REP,Write-in,0,0,0,0,0
Lackawanna,Archbald W-01 P-01,Auditor General,,REP,Timothy DeFoor,61,24,6,2,93
Lackawanna,Archbald W-01 P-01,Auditor General,,REP,Write-in,0,0,0,0,0
Lackawanna,Archbald W-01 P-01,State Treasurer,,REP,Stacy L. Garrity,62,24,6,2,94
Lackawanna,Archbald W-01 P-01,State Treasurer,,REP,Write-in,0,0,0,0,0
Lackawanna,Archbald W-01 P-01,U.S. House,8,REP,Harry Haas,2,0,1,0,3
Lackawanna,Archbald W-01 P-01,U.S. House,8,REP,Teddy Daniels,14,2,0,0,16
Lackawanna,Archbald W-01 P-01,U.S. House,8,REP,Jim Bognet,15,2,2,0,19
Lackawanna,Archbald W-01 P-01,U.S. House,8,REP,Mike Cammisa,0,2,0,0,2
Lackawanna,Archbald W-01 P-01,U.S. House,8,REP,Mike Marsicano,9,0,0,0,9
Lackawanna,Archbald W-01 P-01,U.S. House,8,REP,Earl Granville,42,32,4,3,81
Lackawanna,Archbald W-01 P-01,U.S. House,8,REP,Write-in,0,0,0,0,0
Lackawanna,Archbald W-01 P-01,General Assembly,112,REP,Write-in,13,3,1,2,19
Lackawanna,Archbald W-01 P-02,Registered Voters,,,,,,,,1263
Lackawanna,Archbald W-01 P-02,Registered Voters,,DEM,,,,,,951
Lackawanna,Archbald W-01 P-02,Registered Voters,,REP,,,,,,312
Lackawanna,Archbald W-01 P-02,Registered Voters,,NPA,,,,,,0
Lackawanna,Archbald W-01 P-02,Ballots Cast,,,,202,291,62,4,559
Lackawanna,Archbald W-01 P-02,Ballots Cast,,DEM,,119,269,53,2,443
Lackawanna,Archbald W-01 P-02,Ballots Cast,,REP,,83,22,9,2,116
Lackawanna,Archbald W-01 P-02,President,,DEM,Bernie Sanders,14,22,6,0,42
Lackawanna,Archbald W-01 P-02,President,,DEM,Joseph R. Biden,73,227,41,2,343
Lackawanna,Archbald W-01 P-02,President,,DEM,Tulsi Gabbard,9,6,2,0,17
Lackawanna,Archbald W-01 P-02,President,,DEM,Write-in,17,5,2,0,24
Lackawanna,Archbald W-01 P-02,Attorney General,,DEM,Josh Shapiro,94,224,40,2,360
Lackawanna,Archbald W-01 P-02,Attorney General,,DEM,Write-in,5,1,1,0,7
Lackawanna,Archbald W-01 P-02,Auditor General,,DEM,H. Scott Conklin,4,7,5,0,16
Lackawanna,Archbald W-01 P-02,Auditor General,,DEM,Michael Lamb,18,41,5,0,64
Lackawanna,Archbald W-01 P-02,Auditor General,,DEM,Tracie Fountain,2,11,3,0,16
Lackawanna,Archbald W-01 P-02,Auditor General,,DEM,Rose Rosie Marie Davis,10,59,11,0,80
Lackawanna,Archbald W-01 P-02,Auditor General,,DEM,Nina Ahmad,49,64,18,1,132
Lackawanna,Archbald W-01 P-02,Auditor General,,DEM,Christina M. Hartman,13,32,2,1,48
Lackawanna,Archbald W-01 P-02,Auditor General,,DEM,Write-in,0,1,0,0,1
Lackawanna,Archbald W-01 P-02,State Treasurer,,DEM,Joe Torsella,85,210,42,2,339
Lackawanna,Archbald W-01 P-02,State Treasurer,,DEM,Write-in,0,1,0,0,1
Lackawanna,Archbald W-01 P-02,U.S. House,8,DEM,Matt Cartwright,93,250,49,2,394
Lackawanna,Archbald W-01 P-02,U.S. House,8,DEM,Write-in,7,2,1,0,10
Lackawanna,Archbald W-01 P-02,General Assembly,112,DEM,Kyle J. Mullins,100,249,46,2,397
Lackawanna,Archbald W-01 P-02,General Assembly,112,DEM,Write-in,2,1,0,0,3
Lackawanna,Archbald W-01 P-02,President,,REP,Donald J. Trump,77,17,9,1,104
Lackawanna,Archbald W-01 P-02,President,,REP,Roque Rocky De La Fuente,1,1,0,0,2
Lackawanna,Archbald W-01 P-02,President,,REP,Bill Weld,0,2,0,0,2
Lackawanna,Archbald W-01 P-02,President,,REP,Write-in,2,1,0,0,3
Lackawanna,Archbald W-01 P-02,Attorney General,,REP,Heather Heidelbaugh,61,15,8,1,85
Lackawanna,Archbald W-01 P-02,Attorney General,,REP,Write-in,0,0,0,0,0
Lackawanna,Archbald W-01 P-02,Auditor General,,REP,Timothy DeFoor,62,15,8,1,86
Lackawanna,Archbald W-01 P-02,Auditor General,,REP,Write-in,0,0,0,0,0
Lackawanna,Archbald W-01 P-02,State Treasurer,,REP,Stacy L. Garrity,60,15,8,1,84
Lackawanna,Archbald W-01 P-02,State Treasurer,,REP,Write-in,0,0,0,0,0
Lackawanna,Archbald W-01 P-02,U.S. House,8,REP,Harry Haas,1,0,0,0,1
Lackawanna,Archbald W-01 P-02,U.S. House,8,REP,Teddy Daniels,15,1,0,0,16
Lackawanna,Archbald W-01 P-02,U.S. House,8,REP,Jim Bognet,15,2,2,1,20
Lackawanna,Archbald W-01 P-02,U.S. House,8,REP,Mike Cammisa,0,0,0,0,0
Lackawanna,Archbald W-01 P-02,U.S. House,8,REP,Mike Marsicano,10,0,0,0,10
Lackawanna,Archbald W-01 P-02,U.S. House,8,REP,Earl Granville,40,17,7,1,65
Lackawanna,Archbald W-01 P-02,U.S. House,8,REP,Write-in,1,0,0,0,1
Lackawanna,Archbald W-01 P-02,General Assembly,112,REP,Write-in,19,6,5,0,30
Lackawanna,Archbald W-02 P-01,Registered Voters,,,,,,,,737
Lackawanna,Archbald W-02 P-01,Registered Voters,,DEM,,,,,,578
Lackawanna,Archbald W-02 P-01,Registered Voters,,REP,,,,,,159
Lackawanna,Archbald W-02 P-01,Registered Voters,,NPA,,,,,,0
Lackawanna,Archbald W-02 P-01,Ballots Cast,,,,132,175,29,3,339
Lackawanna,Archbald W-02 P-01,Ballots Cast,,DEM,,92,167,27,2,288
Lackawanna,Archbald W-02 P-01,Ballots Cast,,REP,,40,8,2,1,51
Lackawanna,Archbald W-02 P-01,President,,DEM,Bernie Sanders,23,13,1,1,38
Lackawanna,Archbald W-02 P-01,President,,DEM,Joseph R. Biden,52,145,25,1,223
Lackawanna,Archbald W-02 P-01,President,,DEM,Tulsi Gabbard,7,2,0,0,9
Lackawanna,Archbald W-02 P-01,President,,DEM,Write-in,4,3,1,0,8
Lackawanna,Archbald W-02 P-01,Attorney General,,DEM,Josh Shapiro,59,135,21,0,215
Lackawanna,Archbald W-02 P-01,Attorney General,,DEM,Write-in,2,0,1,0,3
Lackawanna,Archbald W-02 P-01,Auditor General,,DEM,H. Scott Conklin,2,11,1,0,14
Lackawanna,Archbald W-02 P-01,Auditor General,,DEM,Michael Lamb,8,13,1,0,22
Lackawanna,Archbald W-02 P-01,Auditor General,,DEM,Tracie Fountain,2,5,1,0,8
Lackawanna,Archbald W-02 P-01,Auditor General,,DEM,Rose Rosie Marie Davis,19,44,4,0,67
Lackawanna,Archbald W-02 P-01,Auditor General,,DEM,Nina Ahmad,28,38,8,2,76
Lackawanna,Archbald W-02 P-01,Auditor General,,DEM,Christina M. Hartman,9,27,8,0,44
Lackawanna,Archbald W-02 P-01,Auditor General,,DEM,Write-in,2,0,0,0,2
Lackawanna,Archbald W-02 P-01,State Treasurer,,DEM,Joe Torsella,54,125,22,0,201
Lackawanna,Archbald W-02 P-01,State Treasurer,,DEM,Write-in,2,0,0,0,2
Lackawanna,Archbald W-02 P-01,U.S. House,8,DEM,Matt Cartwright,70,156,24,1,251
Lackawanna,Archbald W-02 P-01,U.S. House,8,DEM,Write-in,6,0,1,0,7
Lackawanna,Archbald W-02 P-01,General Assembly,112,DEM,Kyle J. Mullins,74,148,26,1,249
Lackawanna,Archbald W-02 P-01,General Assembly,112,DEM,Write-in,1,2,0,0,3
Lackawanna,Archbald W-02 P-01,President,,REP,Donald J. Trump,38,6,2,1,47
Lackawanna,Archbald W-02 P-01,President,,REP,Roque Rocky De La Fuente,0,0,0,0,0
Lackawanna,Archbald W-02 P-01,President,,REP,Bill Weld,1,2,0,0,3
Lackawanna,Archbald W-02 P-01,President,,REP,Write-in,1,0,0,0,1
Lackawanna,Archbald W-02 P-01,Attorney General,,REP,Heather Heidelbaugh,27,6,0,1,34
Lackawanna,Archbald W-02 P-01,Attorney General,,REP,Write-in,1,1,0,0,2
Lackawanna,Archbald W-02 P-01,Auditor General,,REP,Timothy DeFoor,26,7,0,1,34
Lackawanna,Archbald W-02 P-01,Auditor General,,REP,Write-in,2,0,0,0,2
Lackawanna,Archbald W-02 P-01,State Treasurer,,REP,Stacy L. Garrity,25,7,0,1,33
Lackawanna,Archbald W-02 P-01,State Treasurer,,REP,Write-in,1,0,0,0,1
Lackawanna,Archbald W-02 P-01,U.S. House,8,REP,Harry Haas,0,0,0,0,0
Lackawanna,Archbald W-02 P-01,U.S. House,8,REP,Teddy Daniels,8,0,0,1,9
Lackawanna,Archbald W-02 P-01,U.S. House,8,REP,Jim Bognet,10,2,0,0,12
Lackawanna,Archbald W-02 P-01,U.S. House,8,REP,Mike Cammisa,1,0,0,0,1
Lackawanna,Archbald W-02 P-01,U.S. House,8,REP,Mike Marsicano,1,0,0,0,1
Lackawanna,Archbald W-02 P-01,U.S. House,8,REP,Earl Granville,19,6,1,0,26
Lackawanna,Archbald W-02 P-01,U.S. House,8,REP,Write-in,0,0,0,0,0
Lackawanna,Archbald W-02 P-01,General Assembly,112,REP,Write-in,6,2,0,0,8
Lackawanna,Archbald W-03 P-00,Registered Voters,,,,,,,,438
Lackawanna,Archbald W-03 P-00,Registered Voters,,DEM,,,,,,332
Lackawanna,Archbald W-03 P-00,Registered Voters,,REP,,,,,,106
Lackawanna,Archbald W-03 P-00,Registered Voters,,NPA,,,,,,0
Lackawanna,Archbald W-03 P-00,Ballots Cast,,,,73,83,21,4,181
Lackawanna,Archbald W-03 P-00,Ballots Cast,,DEM,,49,69,21,2,141
Lackawanna,Archbald W-03 P-00,Ballots Cast,,REP,,24,14,0,2,40
Lackawanna,Archbald W-03 P-00,President,,DEM,Bernie Sanders,8,8,6,0,22
Lackawanna,Archbald W-03 P-00,President,,DEM,Joseph R. Biden,29,54,15,2,100
Lackawanna,Archbald W-03 P-00,President,,DEM,Tulsi Gabbard,3,3,0,0,6
Lackawanna,Archbald W-03 P-00,President,,DEM,Write-in,3,2,0,0,5
Lackawanna,Archbald W-03 P-00,Attorney General,,DEM,Josh Shapiro,37,60,20,2,119
Lackawanna,Archbald W-03 P-00,Attorney General,,DEM,Write-in,0,0,0,0,0
Lackawanna,Archbald W-03 P-00,Auditor General,,DEM,H. Scott Conklin,3,2,1,0,6
Lackawanna,Archbald W-03 P-00,Auditor General,,DEM,Michael Lamb,10,9,2,0,21
Lackawanna,Archbald W-03 P-00,Auditor General,,DEM,Tracie Fountain,4,4,2,0,10
Lackawanna,Archbald W-03 P-00,Auditor General,,DEM,Rose Rosie Marie Davis,2,21,3,0,26
Lackawanna,Archbald W-03 P-00,Auditor General,,DEM,Nina Ahmad,19,13,4,1,37
Lackawanna,Archbald W-03 P-00,Auditor General,,DEM,Christina M. Hartman,5,12,7,0,24
Lackawanna,Archbald W-03 P-00,Auditor General,,DEM,Write-in,0,0,0,0,0
Lackawanna,Archbald W-03 P-00,State Treasurer,,DEM,Joe Torsella,34,59,20,1,114
Lackawanna,Archbald W-03 P-00,State Treasurer,,DEM,Write-in,0,0,0,0,0
Lackawanna,Archbald W-03 P-00,U.S. House,8,DEM,Matt Cartwright,38,65,21,2,126
Lackawanna,Archbald W-03 P-00,U.S. House,8,DEM,Write-in,0,0,0,0,0
Lackawanna,Archbald W-03 P-00,General Assembly,112,DEM,Kyle J. Mullins,43,67,21,2,133
Lackawanna,Archbald W-03 P-00,General Assembly,112,DEM,Write-in,0,0,0,0,0
Lackawanna,Archbald W-03 P-00,President,,REP,Donald J. Trump,23,11,0,2,36
Lackawanna,Archbald W-03 P-00,President,,REP,Roque Rocky De La Fuente,1,0,0,0,1
Lackawanna,Archbald W-03 P-00,President,,REP,Bill Weld,0,2,0,0,2
Lackawanna,Archbald W-03 P-00,President,,REP,Write-in,0,1,0,0,1
Lackawanna,Archbald W-03 P-00,Attorney General,,REP,Heather Heidelbaugh,21,13,0,2,36
Lackawanna,Archbald W-03 P-00,Attorney General,,REP,Write-in,0,0,0,0,0
Lackawanna,Archbald W-03 P-00,Auditor General,,REP,Timothy DeFoor,20,13,0,2,35
Lackawanna,Archbald W-03 P-00,Auditor General,,REP,Write-in,0,0,0,0,0
Lackawanna,Archbald W-03 P-00,State Treasurer,,REP,Stacy L. Garrity,19,13,0,2,34
Lackawanna,Archbald W-03 P-00,State Treasurer,,REP,Write-in,0,0,0,0,0
Lackawanna,Archbald W-03 P-00,U.S. House,8,REP,Harry Haas,1,1,0,0,2
Lackawanna,Archbald W-03 P-00,U.S. House,8,REP,Teddy Daniels,6,2,0,1,9
Lackawanna,Archbald W-03 P-00,U.S. House,8,REP,Jim Bognet,4,2,0,0,6
Lackawanna,Archbald W-03 P-00,U.S. House,8,REP,Mike Cammisa,0,0,0,0,0
Lackawanna,Archbald W-03 P-00,U.S. House,8,REP,Mike Marsicano,5,0,0,0,5
Lackawanna,Archbald W-03 P-00,U.S. House,8,REP,Earl Granville,8,8,0,1,17
Lackawanna,Archbald W-03 P-00,U.S. House,8,REP,Write-in,0,0,0,0,0
Lackawanna,Archbald W-03 P-00,General Assembly,112,REP,Write-in,1,2,0,1,4
Lackawanna,Archbald W-04 P-01,Registered Voters,,,,,,,,1315
Lackawanna,Archbald W-04 P-01,Registered Voters,,DEM,,,,,,1004
Lackawanna,Archbald W-04 P-01,Registered Voters,,REP,,,,,,311
Lackawanna,Archbald W-04 P-01,Registered Voters,,NPA,,,,,,0
Lackawanna,Archbald W-04 P-01,Ballots Cast,,,,236,357,48,10,651
Lackawanna,Archbald W-04 P-01,Ballots Cast,,DEM,,150,323,45,7,525
Lackawanna,Archbald W-04 P-01,Ballots Cast,,REP,,86,34,3,3,126
Lackawanna,Archbald W-04 P-01,President,,DEM,Bernie Sanders,25,27,4,1,57
Lackawanna,Archbald W-04 P-01,President,,DEM,Joseph R. Biden,90,273,32,6,401
Lackawanna,Archbald W-04 P-01,President,,DEM,Tulsi Gabbard,8,8,4,0,20
Lackawanna,Archbald W-04 P-01,President,,DEM,Write-in,10,6,3,0,19
Lackawanna,Archbald W-04 P-01,Attorney General,,DEM,Josh Shapiro,103,274,35,6,418
Lackawanna,Archbald W-04 P-01,Attorney General,,DEM,Write-in,7,3,2,0,12
Lackawanna,Archbald W-04 P-01,Auditor General,,DEM,H. Scott Conklin,6,18,1,3,28
Lackawanna,Archbald W-04 P-01,Auditor General,,DEM,Michael Lamb,22,37,5,2,66
Lackawanna,Archbald W-04 P-01,Auditor General,,DEM,Tracie Fountain,5,14,3,0,22
Lackawanna,Archbald W-04 P-01,Auditor General,,DEM,Rose Rosie Marie Davis,17,73,10,1,101
Lackawanna,Archbald W-04 P-01,Auditor General,,DEM,Nina Ahmad,43,91,12,1,147
Lackawanna,Archbald W-04 P-01,Auditor General,,DEM,Christina M. Hartman,18,35,7,0,60
Lackawanna,Archbald W-04 P-01,Auditor General,,DEM,Write-in,4,2,0,0,6
Lackawanna,Archbald W-04 P-01,State Treasurer,,DEM,Joe Torsella,96,262,39,5,402
Lackawanna,Archbald W-04 P-01,State Treasurer,,DEM,Write-in,6,1,0,0,7
Lackawanna,Archbald W-04 P-01,U.S. House,8,DEM,Matt Cartwright,115,304,36,7,462
Lackawanna,Archbald W-04 P-01,U.S. House,8,DEM,Write-in,12,3,4,0,19
Lackawanna,Archbald W-04 P-01,General Assembly,112,DEM,Kyle J. Mullins,129,310,42,7,488
Lackawanna,Archbald W-04 P-01,General Assembly,112,DEM,Write-in,6,0,0,0,6
Lackawanna,Archbald W-04 P-01,President,,REP,Donald J. Trump,83,23,3,3,112
Lackawanna,Archbald W-04 P-01,President,,REP,Roque Rocky De La Fuente,1,2,0,0,3
Lackawanna,Archbald W-04 P-01,President,,REP,Bill Weld,0,5,0,0,5
Lackawanna,Archbald W-04 P-01,President,,REP,Write-in,0,1,0,0,1
Lackawanna,Archbald W-04 P-01,Attorney General,,REP,Heather Heidelbaugh,51,25,1,2,79
Lackawanna,Archbald W-04 P-01,Attorney General,,REP,Write-in,0,0,0,0,0
Lackawanna,Archbald W-04 P-01,Auditor General,,REP,Timothy DeFoor,50,25,1,2,78
Lackawanna,Archbald W-04 P-01,Auditor General,,REP,Write-in,0,0,0,0,0
Lackawanna,Archbald W-04 P-01,State Treasurer,,REP,Stacy L. Garrity,48,26,1,2,77
Lackawanna,Archbald W-04 P-01,State Treasurer,,REP,Write-in,0,0,0,0,0
Lackawanna,Archbald W-04 P-01,U.S. House,8,REP,Harry Haas,0,1,0,0,1
Lackawanna,Archbald W-04 P-01,U.S. House,8,REP,Teddy Daniels,19,0,0,1,20
Lackawanna,Archbald W-04 P-01,U.S. House,8,REP,Jim Bognet,20,3,0,0,23
Lackawanna,Archbald W-04 P-01,U.S. House,8,REP,Mike Cammisa,0,0,0,1,1
Lackawanna,Archbald W-04 P-01,U.S. House,8,REP,Mike Marsicano,5,5,0,0,10
Lackawanna,Archbald W-04 P-01,U.S. House,8,REP,Earl Granville,37,23,1,1,62
Lackawanna,Archbald W-04 P-01,U.S. House,8,REP,Write-in,0,1,0,0,1
Lackawanna,Archbald W-04 P-01,General Assembly,112,REP,Write-in,4,6,0,2,12
Lackawanna,Archbald W-04 P-02,Registered Voters,,,,,,,,227
Lackawanna,Archbald W-04 P-02,Registered Voters,,DEM,,,,,,165
Lackawanna,Archbald W-04 P-02,Registered Voters,,REP,,,,,,62
Lackawanna,Archbald W-04 P-02,Registered Voters,,NPA,,,,,,0
Lackawanna,Archbald W-04 P-02,Ballots Cast,,,,50,52,7,2,111
Lackawanna,Archbald W-04 P-02,Ballots Cast,,DEM,,30,45,4,2,81
Lackawanna,Archbald W-04 P-02,Ballots Cast,,REP,,20,7,3,0,30
Lackawanna,Archbald W-04 P-02,President,,DEM,Bernie Sanders,10,2,1,1,14
Lackawanna,Archbald W-04 P-02,President,,DEM,Joseph R. Biden,19,39,3,1,62
Lackawanna,Archbald W-04 P-02,President,,DEM,Tulsi Gabbard,0,1,0,0,1
Lackawanna,Archbald W-04 P-02,President,,DEM,Write-in,1,1,0,0,2
Lackawanna,Archbald W-04 P-02,Attorney General,,DEM,Josh Shapiro,25,41,4,2,72
Lackawanna,Archbald W-04 P-02,Attorney General,,DEM,Write-in,0,1,0,0,1
Lackawanna,Archbald W-04 P-02,Auditor General,,DEM,H. Scott Conklin,4,1,0,0,5
Lackawanna,Archbald W-04 P-02,Auditor General,,DEM,Michael Lamb,9,15,1,0,25
Lackawanna,Archbald W-04 P-02,Auditor General,,DEM,Tracie Fountain,0,4,2,0,6
Lackawanna,Archbald W-04 P-02,Auditor General,,DEM,Rose Rosie Marie Davis,4,4,1,1,10
Lackawanna,Archbald W-04 P-02,Auditor General,,DEM,Nina Ahmad,6,16,0,0,22
Lackawanna,Archbald W-04 P-02,Auditor General,,DEM,Christina M. Hartman,3,3,0,0,6
Lackawanna,Archbald W-04 P-02,Auditor General,,DEM,Write-in,0,1,0,0,1
Lackawanna,Archbald W-04 P-02,State Treasurer,,DEM,Joe Torsella,24,42,4,1,71
Lackawanna,Archbald W-04 P-02,State Treasurer,,DEM,Write-in,0,0,0,0,0
Lackawanna,Archbald W-04 P-02,U.S. House,8,DEM,Matt Cartwright,23,41,4,2,70
Lackawanna,Archbald W-04 P-02,U.S. House,8,DEM,Write-in,1,0,0,0,1
Lackawanna,Archbald W-04 P-02,General Assembly,112,DEM,Kyle J. Mullins,27,41,4,2,74
Lackawanna,Archbald W-04 P-02,General Assembly,112,DEM,Write-in,0,0,0,0,0
Lackawanna,Archbald W-04 P-02,President,,REP,Donald J. Trump,19,4,3,0,26
Lackawanna,Archbald W-04 P-02,President,,REP,Roque Rocky De La Fuente,0,0,0,0,0
Lackawanna,Archbald W-04 P-02,President,,REP,Bill Weld,1,1,0,0,2
Lackawanna,Archbald W-04 P-02,President,,REP,Write-in,0,2,0,0,2
Lackawanna,Archbald W-04 P-02,Attorney General,,REP,Heather Heidelbaugh,15,6,2,0,23
Lackawanna,Archbald W-04 P-02,Attorney General,,REP,Write-in,1,0,0,0,1
Lackawanna,Archbald W-04 P-02,Auditor General,,REP,Timothy DeFoor,15,6,2,0,23
Lackawanna,Archbald W-04 P-02,Auditor General,,REP,Write-in,0,0,0,0,0
Lackawanna,Archbald W-04 P-02,State Treasurer,,REP,Stacy L. Garrity,16,6,2,0,24
Lackawanna,Archbald W-04 P-02,State Treasurer,,REP,Write-in,0,0,0,0,0
