county,precinct,office,district,party,candidate,election_day,mail_in,absentee,provisional,votes
Schuylkill,Blythe Twp,Auditor General,,REP,Write-in,0,0,1,0,1
Schuylkill,Blythe Twp,State Treasurer,,REP,Stacy L. Garrity,58,29,8,0,95
Schuylkill,Blythe Twp,State Treasurer,,REP,Write-in,1,0,0,0,1
Schuylkill,Blythe Twp,U.S. House,9,REP,Dan Meuser,64,30,8,0,102
Schuylkill,Blythe Twp,U.S. House,9,REP,Write-in,0,0,0,0,0
Schuylkill,Blythe Twp,State Senate,29,REP,Dave Argall,66,28,8,0,102
Schuylkill,Blythe Twp,State Senate,29,REP,Write-in,0,0,0,0,0
Schuylkill,Blythe Twp,General Assembly,123,REP,John Leshko,35,18,5,1,59
Schuylkill,Blythe Twp,General Assembly,123,REP,Tim Twardzik,34,14,3,0,51
Schuylkill,Blythe Twp,General Assembly,123,REP,Write-in,2,0,0,0,2
Schuylkill,Branch Twp,Registered Voters,,,,,,,,1188
Schuylkill,Branch Twp,Registered Voters,,DEM,,,,,,568
Schuylkill,Branch Twp,Registered Voters,,REP,,,,,,508
Schuylkill,Branch Twp,Registered Voters,,NPA,,,,,,112
Schuylkill,Branch Twp,Ballots Cast,,,,257,161,31,5,454
Schuylkill,Branch Twp,Ballots Cast,,DEM,,115,107,24,0,246
Schuylkill,Branch Twp,Ballots Cast,,REP,,142,54,7,5,208
Schuylkill,Branch Twp,Ballots Cast,,NPA,,0,0,0,0,0
Schuylkill,Branch Twp,President,,DEM,Bernie Sanders,19,10,1,0,30
Schuylkill,Branch Twp,President,,DEM,Joseph R. Biden,69,91,21,0,181
Schuylkill,Branch Twp,President,,DEM,Tulsi Gabbard,5,3,0,0,8
Schuylkill,Branch Twp,President,,DEM,Write-in,6,1,1,0,8
Schuylkill,Branch Twp,Attorney General,,DEM,Josh Shapiro,94,102,22,0,218
Schuylkill,Branch Twp,Attorney General,,DEM,Write-in,0,0,0,0,0
Schuylkill,Branch Twp,Auditor General,,DEM,H. Scott Conklin,12,7,1,0,20
Schuylkill,Branch Twp,Auditor General,,DEM,Michael Lamb,24,10,5,0,39
Schuylkill,Branch Twp,Auditor General,,DEM,Tracie Fountain,13,29,3,0,45
Schuylkill,Branch Twp,Auditor General,,DEM,Rose Rosie Marie Davis,9,10,1,0,20
Schuylkill,Branch Twp,Auditor General,,DEM,Nina Ahmad,15,11,6,0,32
Schuylkill,Branch Twp,Auditor General,,DEM,Christina M. Hartman,26,34,7,0,67
Schuylkill,Branch Twp,Auditor General,,DEM,Write-in,0,0,0,0,0
Schuylkill,Branch Twp,State Treasurer,,DEM,Joe Torsella,91,100,22,0,213
Schuylkill,Branch Twp,State Treasurer,,DEM,Write-in,0,0,0,0,0
Schuylkill,Branch Twp,U.S. House,9,DEM,Laura Quick,38,48,14,0,100
Schuylkill,Branch Twp,U.S. House,9,DEM,Gary Wegman,60,54,10,0,124
Schuylkill,Branch Twp,U.S. House,9,DEM,Write-in,2,0,0,0,2
Schuylkill,Branch Twp,State Senate,29,DEM,Write-in,6,11,3,0,20
Schuylkill,Branch Twp,General Assembly,123,DEM,Peter PJ Symons Jr.,95,102,22,0,219
Schuylkill,Branch Twp,General Assembly,123,DEM,Write-in,10,0,1,0,11
Schuylkill,Branch Twp,President,,REP,Donald J. Trump,129,46,5,5,185
Schuylkill,Branch Twp,President,,REP,Roque Rocky De La Fuente,4,1,0,0,5
Schuylkill,Branch Twp,President,,REP,Bill Weld,6,4,0,0,10
Schuylkill,Branch Twp,President,,REP,Write-in,2,1,0,0,3
Schuylkill,Branch Twp,Attorney General,,REP,Heather Heidelbaugh,129,46,3,5,183
Schuylkill,Branch Twp,Attorney General,,REP,Write-in,0,0,0,0,0
Schuylkill,Branch Twp,Auditor General,,REP,Timothy Defoor,123,44,3,4,174
Schuylkill,Branch Twp,Auditor General,,REP,Write-in,0,0,0,0,0
Schuylkill,Branch Twp,State Treasurer,,REP,Stacy L. Garrity,128,46,3,3,180
Schuylkill,Branch Twp,State Treasurer,,REP,Write-in,0,0,0,0,0
Schuylkill,Branch Twp,U.S. House,9,REP,Dan Meuser,133,47,4,4,188
Schuylkill,Branch Twp,U.S. House,9,REP,Write-in,0,1,0,0,1
Schuylkill,Branch Twp,State Senate,29,REP,Dave Argall,132,47,5,5,189
Schuylkill,Branch Twp,State Senate,29,REP,Write-in,1,1,0,0,2
Schuylkill,Branch Twp,General Assembly,123,REP,John Leshko,86,34,4,3,127
Schuylkill,Branch Twp,General Assembly,123,REP,Tim Twardzik,53,20,2,2,77
Schuylkill,Branch Twp,General Assembly,123,REP,Write-in,0,0,1,0,1
Schuylkill,Butler Twp Englewood,Registered Voters,,,,,,,,383
Schuylkill,Butler Twp Englewood,Registered Voters,,DEM,,,,,,136
Schuylkill,Butler Twp Englewood,Registered Voters,,REP,,,,,,219
Schuylkill,Butler Twp Englewood,Registered Voters,,NPA,,,,,,28
Schuylkill,Butler Twp Englewood,Ballots Cast,,,,135,52,16,0,203
Schuylkill,Butler Twp Englewood,Ballots Cast,,DEM,,43,21,6,0,70
Schuylkill,Butler Twp Englewood,Ballots Cast,,REP,,92,31,10,0,133
Schuylkill,Butler Twp Englewood,Ballots Cast,,NPA,,0,0,0,0,0
Schuylkill,Butler Twp Englewood,President,,DEM,Bernie Sanders,4,3,2,0,9
Schuylkill,Butler Twp Englewood,President,,DEM,Joseph R. Biden,27,18,3,0,48
Schuylkill,Butler Twp Englewood,President,,DEM,Tulsi Gabbard,5,0,1,0,6
Schuylkill,Butler Twp Englewood,President,,DEM,Write-in,5,0,0,0,5
Schuylkill,Butler Twp Englewood,Attorney General,,DEM,Josh Shapiro,41,21,6,0,68
Schuylkill,Butler Twp Englewood,Attorney General,,DEM,Write-in,1,0,0,0,1
Schuylkill,Butler Twp Englewood,Auditor General,,DEM,H. Scott Conklin,4,2,0,0,6
Schuylkill,Butler Twp Englewood,Auditor General,,DEM,Michael Lamb,5,5,0,0,10
Schuylkill,Butler Twp Englewood,Auditor General,,DEM,Tracie Fountain,7,6,2,0,15
Schuylkill,Butler Twp Englewood,Auditor General,,DEM,Rose Rosie Marie Davis,3,3,0,0,6
Schuylkill,Butler Twp Englewood,Auditor General,,DEM,Nina Ahmad,6,3,1,0,10
Schuylkill,Butler Twp Englewood,Auditor General,,DEM,Christina M. Hartman,15,1,3,0,19
Schuylkill,Butler Twp Englewood,Auditor General,,DEM,Write-in,0,0,0,0,0
Schuylkill,Butler Twp Englewood,State Treasurer,,DEM,Joe Torsella,35,19,6,0,60
Schuylkill,Butler Twp Englewood,State Treasurer,,DEM,Write-in,0,1,0,0,1
Schuylkill,Butler Twp Englewood,U.S. House,9,DEM,Laura Quick,21,10,4,0,35
Schuylkill,Butler Twp Englewood,U.S. House,9,DEM,Gary Wegman,19,11,2,0,32
Schuylkill,Butler Twp Englewood,U.S. House,9,DEM,Write-in,0,0,0,0,0
Schuylkill,Butler Twp Englewood,State Senate,29,DEM,Write-in,4,0,1,0,5
Schuylkill,Butler Twp Englewood,General Assembly,123,DEM,Peter PJ Symons Jr.,40,21,6,0,67
Schuylkill,Butler Twp Englewood,General Assembly,123,DEM,Write-in,1,0,0,0,1
Schuylkill,Butler Twp Englewood,President,,REP,Donald J. Trump,84,28,10,0,122
Schuylkill,Butler Twp Englewood,President,,REP,Roque Rocky De La Fuente,1,0,0,0,1
Schuylkill,Butler Twp Englewood,President,,REP,Bill Weld,1,1,0,0,2
Schuylkill,Butler Twp Englewood,President,,REP,Write-in,3,1,0,0,4
Schuylkill,Butler Twp Englewood,Attorney General,,REP,Heather Heidelbaugh,79,29,9,0,117
Schuylkill,Butler Twp Englewood,Attorney General,,REP,Write-in,1,0,0,0,1
Schuylkill,Butler Twp Englewood,Auditor General,,REP,Timothy Defoor,78,28,10,0,116
Schuylkill,Butler Twp Englewood,Auditor General,,REP,Write-in,1,0,0,0,1
Schuylkill,Butler Twp Englewood,State Treasurer,,REP,Stacy L. Garrity,80,27,10,0,117
Schuylkill,Butler Twp Englewood,State Treasurer,,REP,Write-in,0,0,0,0,0
Schuylkill,Butler Twp Englewood,U.S. House,9,REP,Dan Meuser,79,27,10,0,116
Schuylkill,Butler Twp Englewood,U.S. House,9,REP,Write-in,2,1,0,0,3
Schuylkill,Butler Twp Englewood,State Senate,29,REP,Dave Argall,82,27,10,0,119
Schuylkill,Butler Twp Englewood,State Senate,29,REP,Write-in,2,1,0,0,3
Schuylkill,Butler Twp Englewood,General Assembly,123,REP,John Leshko,10,1,1,0,12
Schuylkill,Butler Twp Englewood,General Assembly,123,REP,Tim Twardzik,78,29,8,0,115
Schuylkill,Butler Twp Englewood,General Assembly,123,REP,Write-in,2,1,1,0,4
Schuylkill,Butler Twp Ft. Springs,Registered Voters,,,,,,,,959
Schuylkill,Butler Twp Ft. Springs,Registered Voters,,DEM,,,,,,290
Schuylkill,Butler Twp Ft. Springs,Registered Voters,,REP,,,,,,569
Schuylkill,Butler Twp Ft. Springs,Registered Voters,,NPA,,,,,,100
Schuylkill,Butler Twp Ft. Springs,Ballots Cast,,,,270,121,22,0,413
Schuylkill,Butler Twp Ft. Springs,Ballots Cast,,DEM,,69,55,10,0,134
Schuylkill,Butler Twp Ft. Springs,Ballots Cast,,REP,,201,66,12,0,279
Schuylkill,Butler Twp Ft. Springs,Ballots Cast,,NPA,,0,0,0,0,0
Schuylkill,Butler Twp Ft. Springs,President,,DEM,Bernie Sanders,13,7,5,0,25
Schuylkill,Butler Twp Ft. Springs,President,,DEM,Joseph R. Biden,42,46,5,0,93
Schuylkill,Butler Twp Ft. Springs,President,,DEM,Tulsi Gabbard,2,1,0,0,3
Schuylkill,Butler Twp Ft. Springs,President,,DEM,Write-in,5,0,0,0,5
Schuylkill,Butler Twp Ft. Springs,Attorney General,,DEM,Josh Shapiro,60,49,8,0,117
Schuylkill,Butler Twp Ft. Springs,Attorney General,,DEM,Write-in,0,0,0,0,0
Schuylkill,Butler Twp Ft. Springs,Auditor General,,DEM,H. Scott Conklin,16,14,1,0,31
Schuylkill,Butler Twp Ft. Springs,Auditor General,,DEM,Michael Lamb,13,4,0,0,17
Schuylkill,Butler Twp Ft. Springs,Auditor General,,DEM,Tracie Fountain,13,12,3,0,28
Schuylkill,Butler Twp Ft. Springs,Auditor General,,DEM,Rose Rosie Marie Davis,5,3,0,0,8
Schuylkill,Butler Twp Ft. Springs,Auditor General,,DEM,Nina Ahmad,3,7,1,0,11
Schuylkill,Butler Twp Ft. Springs,Auditor General,,DEM,Christina M. Hartman,12,8,4,0,24
Schuylkill,Butler Twp Ft. Springs,Auditor General,,DEM,Write-in,0,0,0,0,0
Schuylkill,Butler Twp Ft. Springs,State Treasurer,,DEM,Joe Torsella,52,44,8,0,104
Schuylkill,Butler Twp Ft. Springs,State Treasurer,,DEM,Write-in,1,1,0,0,2
Schuylkill,Butler Twp Ft. Springs,U.S. House,9,DEM,Laura Quick,31,29,5,0,65
Schuylkill,Butler Twp Ft. Springs,U.S. House,9,DEM,Gary Wegman,30,20,4,0,54
Schuylkill,Butler Twp Ft. Springs,U.S. House,9,DEM,Write-in,0,0,0,0,0
Schuylkill,Butler Twp Ft. Springs,State Senate,29,DEM,Write-in,4,4,1,0,9
Schuylkill,Butler Twp Ft. Springs,General Assembly,123,DEM,Peter PJ Symons Jr.,61,54,8,0,123
Schuylkill,Butler Twp Ft. Springs,General Assembly,123,DEM,Write-in,1,0,0,0,1
Schuylkill,Butler Twp Ft. Springs,President,,REP,Donald J. Trump,190,53,7,0,250
Schuylkill,Butler Twp Ft. Springs,President,,REP,Roque Rocky De La Fuente,4,1,3,0,8
Schuylkill,Butler Twp Ft. Springs,President,,REP,Bill Weld,2,7,2,0,11
Schuylkill,Butler Twp Ft. Springs,President,,REP,Write-in,0,1,0,0,1
Schuylkill,Butler Twp Ft. Springs,Attorney General,,REP,Heather Heidelbaugh,173,51,12,0,236
Schuylkill,Butler Twp Ft. Springs,Attorney General,,REP,Write-in,1,0,0,0,1
Schuylkill,Butler Twp Ft. Springs,Auditor General,,REP,Timothy Defoor,174,48,12,0,234
Schuylkill,Butler Twp Ft. Springs,Auditor General,,REP,Write-in,1,1,0,0,2
Schuylkill,Butler Twp Ft. Springs,State Treasurer,,REP,Stacy L. Garrity,174,50,12,0,236
Schuylkill,Butler Twp Ft. Springs,State Treasurer,,REP,Write-in,1,0,0,0,1
Schuylkill,Butler Twp Ft. Springs,U.S. House,9,REP,Dan Meuser,185,51,12,0,248
Schuylkill,Butler Twp Ft. Springs,U.S. House,9,REP,Write-in,1,1,0,0,2
Schuylkill,Butler Twp Ft. Springs,State Senate,29,REP,Dave Argall,183,55,12,0,250
Schuylkill,Butler Twp Ft. Springs,State Senate,29,REP,Write-in,1,3,0,0,4
Schuylkill,Butler Twp Ft. Springs,General Assembly,123,REP,John Leshko,81,3,2,0,86
Schuylkill,Butler Twp Ft. Springs,General Assembly,123,REP,Tim Twardzik,119,58,10,0,187
Schuylkill,Butler Twp Ft. Springs,General Assembly,123,REP,Write-in,0,0,0,0,0
Schuylkill,Butler Twp Lavelle,Registered Voters,,,,,,,,927
Schuylkill,Butler Twp Lavelle,Registered Voters,,DEM,,,,,,249
Schuylkill,Butler Twp Lavelle,Registered Voters,,REP,,,,,,569
Schuylkill,Butler Twp Lavelle,Registered Voters,,NPA,,,,,,109
Schuylkill,Butler Twp Lavelle,Ballots Cast,,,,276,71,11,2,360
Schuylkill,Butler Twp Lavelle,Ballots Cast,,DEM,,62,26,7,0,95
Schuylkill,Butler Twp Lavelle,Ballots Cast,,REP,,214,45,4,2,265
Schuylkill,Butler Twp Lavelle,Ballots Cast,,NPA,,0,0,0,0,0
Schuylkill,Butler Twp Lavelle,President,,DEM,Bernie Sanders,14,2,0,0,16
Schuylkill,Butler Twp Lavelle,President,,DEM,Joseph R. Biden,33,23,7,0,63
Schuylkill,Butler Twp Lavelle,President,,DEM,Tulsi Gabbard,3,0,0,0,3
Schuylkill,Butler Twp Lavelle,President,,DEM,Write-in,6,1,0,0,7
Schuylkill,Butler Twp Lavelle,Attorney General,,DEM,Josh Shapiro,50,25,6,0,81
Schuylkill,Butler Twp Lavelle,Attorney General,,DEM,Write-in,1,0,0,0,1
Schuylkill,Butler Twp Lavelle,Auditor General,,DEM,H. Scott Conklin,9,1,0,0,10
Schuylkill,Butler Twp Lavelle,Auditor General,,DEM,Michael Lamb,11,6,1,0,18
Schuylkill,Butler Twp Lavelle,Auditor General,,DEM,Tracie Fountain,11,5,2,0,18
Schuylkill,Butler Twp Lavelle,Auditor General,,DEM,Rose Rosie Marie Davis,3,1,0,0,4
Schuylkill,Butler Twp Lavelle,Auditor General,,DEM,Nina Ahmad,7,5,2,0,14
Schuylkill,Butler Twp Lavelle,Auditor General,,DEM,Christina M. Hartman,14,6,2,0,22
Schuylkill,Butler Twp Lavelle,Auditor General,,DEM,Write-in,1,0,0,0,1
Schuylkill,Butler Twp Lavelle,State Treasurer,,DEM,Joe Torsella,53,23,6,0,82
Schuylkill,Butler Twp Lavelle,State Treasurer,,DEM,Write-in,2,1,0,0,3
Schuylkill,Butler Twp Lavelle,U.S. House,9,DEM,Laura Quick,32,11,3,0,46
Schuylkill,Butler Twp Lavelle,U.S. House,9,DEM,Gary Wegman,22,13,4,0,39
Schuylkill,Butler Twp Lavelle,U.S. House,9,DEM,Write-in,2,0,0,0,2
Schuylkill,Butler Twp Lavelle,State Senate,29,DEM,Write-in,8,1,0,0,9
Schuylkill,Butler Twp Lavelle,General Assembly,123,DEM,Peter PJ Symons Jr.,60,24,6,0,90
Schuylkill,Butler Twp Lavelle,General Assembly,123,DEM,Write-in,2,1,0,0,3
Schuylkill,Butler Twp Lavelle,President,,REP,Donald J. Trump,206,42,4,2,254
Schuylkill,Butler Twp Lavelle,President,,REP,Roque Rocky De La Fuente,0,1,0,0,1
Schuylkill,Butler Twp Lavelle,President,,REP,Bill Weld,5,1,0,0,6
Schuylkill,Butler Twp Lavelle,President,,REP,Write-in,1,0,0,0,1
Schuylkill,Butler Twp Lavelle,Attorney General,,REP,Heather Heidelbaugh,183,42,3,1,229
Schuylkill,Butler Twp Lavelle,Attorney General,,REP,Write-in,1,0,0,0,1
Schuylkill,Butler Twp Lavelle,Auditor General,,REP,Timothy Defoor,183,41,3,2,229
Schuylkill,Butler Twp Lavelle,Auditor General,,REP,Write-in,1,1,0,0,2
Schuylkill,Butler Twp Lavelle,State Treasurer,,REP,Stacy L. Garrity,185,42,3,1,231
Schuylkill,Butler Twp Lavelle,State Treasurer,,REP,Write-in,0,0,0,0,0
Schuylkill,Butler Twp Lavelle,U.S. House,9,REP,Dan Meuser,191,44,3,2,240
Schuylkill,Butler Twp Lavelle,U.S. House,9,REP,Write-in,0,1,0,0,1
Schuylkill,Butler Twp Lavelle,State Senate,29,REP,Dave Argall,199,43,2,2,246
Schuylkill,Butler Twp Lavelle,State Senate,29,REP,Write-in,1,0,1,0,2
Schuylkill,Butler Twp Lavelle,General Assembly,123,REP,John Leshko,26,3,0,0,29
