county,office,district,party,candidate,election_day,mail,provisional,votes
Jefferson,Borough Council (4 Year Term) - Brookville Boro,,REP,Arthur C McKinley,490,84,0,574
Jefferson,Tax Collector (4 Year Term) - Brookville Boro,,DEM,Duncan L LaValle,160,88,0,248
Jefferson,Tax Collector (4 Year Term) - Brookville Boro,,REP,Amanda Snell,728,111,0,839
Jefferson,Judge of Election - Brookville Boro 1,,REP,Kathy Schrecengost,410,89,0,499
Jefferson,Judge of Election - Brookville Boro 2,,REP,Kathy Jackson,394,58,0,452
Jefferson,Supervisor (6 Year Term) - Clover Twp,,REP,Ronald Bish,149,11,0,160
Jefferson,Mayor - Corsica Boro,,REP,Robert Himes,89,9,0,98
Jefferson,Borough Council (4 Year Term) - Corsica Boro,,DEM,Anthony Kenneth R,47,8,0,55
Jefferson,Borough Council (4 Year Term) - Corsica Boro,,REP,Simpson Christopher,64,6,0,70
Jefferson,Borough Council (4 Year Term) - Corsica Boro,,REP,Brian Thompson,52,6,0,58
Jefferson,Borough Council (4 Year Term) - Corsica Boro,,REP,Mark Forrest,68,4,0,72
Jefferson,Tax Collector (4 Year Term) - Corsica Boro,,D/R,Karen C Simpson,92,9,0,101
Jefferson,Judge of Election - Corsica Boro,,REP,Nancy Armagost,88,9,0,97
Jefferson,Supervisor (6 Year Term) - Eldred Twp,,REP,Gordon R Greeley,326,39,0,365
Jefferson,Auditor (6 Year Term) - Eldred Twp,,REP,Debora A Stires,359,43,0,402
Jefferson,Tax Collector (4 Year Term) - Eldred Twp,,REP,Lorie Park,365,51,0,416
Jefferson,Judge of Election - Eldred Twp,,REP,Annette M Packett,371,47,0,418
Jefferson,Borough Council (4 Year Term) - Falls Creek Boro,,DEM,Tony Marchioni,0,0,0,115
Jefferson,Borough Council (4 Year Term) - Falls Creek Boro,,REP,Brian F Leech,0,0,0,164
Jefferson,Borough Council (4 Year Term) - Falls Creek Boro,,REP,Weible Margaret Peggy,0,0,0,153
Jefferson,Borough Council (4 Year Term) - Falls Creek Boro,,REP,Ethan Fritz,0,0,0,148
Jefferson,Tax Collector (4 Year Term) - Falls Creek Boro,,REP,Lu Ann Houston,0,0,0,215
Jefferson,Supervisor (6 Year Term) - Gaskill Twp,,REP,Larry Bowers,105,17,0,122
Jefferson,Auditor (6 Year Term) - Gaskill Twp,,REP,Melissa Moore,174,20,0,194
Jefferson,Tax Collector (4 Year Term) - Gaskill Twp,,REP,Debbie Bowers,178,22,0,200
Jefferson,Judge of Election - Gaskill Twp,,DEM,McElwain Josephine Y,95,17,0,112
Jefferson,Inspector of Election - Gaskill Twp,,REP,Carolyn Milliron,175,21,0,196
Jefferson,Supervisor (6 Year Term) - Heath Twp,,REP,Michael Wingard,42,13,0,55
Jefferson,Tax Collector (4 Year Term) - Heath Twp,,REP,Jolene Hartle,46,12,0,58
Jefferson,Judge of Election - Heath Twp,,REP,Jolene Hartle,45,11,0,56
Jefferson,Supervisor (6 Year Term) - Henderson Twp,,REP,Homer L Schaffer,0,0,0,243
Jefferson,Auditor (6 Year Term) - Henderson Twp,,REP,Wayne A Sundmacher,0,0,0,239
Jefferson,Tax Collector (4 Year Term) - Henderson Twp,,D/R,Brenda J Weber,0,0,0,258
Jefferson,Judge of Election - Henderson Twp,,REP,Debra Kendall,0,0,0,228
Jefferson,Supervisor (6 Year Term) - Knox Twp,,REP,Douglas Ferguson,0,0,0,269
Jefferson,Auditor (6 Year Term) - Knox Twp,,REP,Jennie Reinard,0,0,0,310
Jefferson,Tax Collector (4 Year Term) - Knox Twp,,REP,Darla Brosius,0,0,0,324
Jefferson,Judge of Election - Knox Twp,,REP,Mollie Caun,0,0,0,311
Jefferson,Supervisor (6 Year Term) - McCalmont Twp,,DEM,Carolyn M Heitzenrater,84,22,0,106
Jefferson,Auditor (6 Year Term) - McCalmont Twp,,DEM,Melinda Wolfe,140,20,0,160
Jefferson,Tax Collector (4 Year Term) - McCalmont Twp,,D/R,Leslie Pennington,192,24,0,216
Jefferson,Supervisor (6 Year Term) - Oliver Twp,,DEM,Dale Anthony,145,11,0,156
Jefferson,Supervisor (6 Year Term) - Oliver Twp,,REP,Eddie Bodenhorn,236,15,0,251
Jefferson,Auditor (6 Year Term) - Oliver Twp,,REP,Jodi Geist,349,17,0,366
Jefferson,Tax Collector (4 Year Term) - Oliver Twp,,REP,Lori Legg,362,22,0,384
Jefferson,Judge of Election - Oliver Twp,,REP,Lory Dunham,356,19,0,375
Jefferson,Inspector of Election - Oliver Twp,,REP,Marilyn McGinnis A,361,22,0,383
Jefferson,Supervisor (6 Year Term) - Perry Twp,,DEM,Shane Hanley,197,24,0,221
Jefferson,Supervisor (6 Year Term) - Perry Twp,,REP,Craig Yankasky,146,13,0,159
Jefferson,Tax Collector (4 Year Term) - Perry Twp,,REP,Kathy A Lewis,325,24,0,349
Jefferson,Supervisor (6 Year Term) - Pinecreek Twp,,REP,Don Pangallo,251,23,0,274
Jefferson,Tax Collector (4 Year Term) - Pinecreek Twp,,REP,Nancy R McPherson,255,32,0,287
Jefferson,Supervisor (6 Year Term) - Polk Twp,,REP,Jim Hoover,72,12,0,84
Jefferson,Tax Collector (4 Year Term) - Polk Twp,,REP,Ellen Chamberlin,80,14,0,94
Jefferson,Judge of Election - Polk Twp,,REP,JoAnne Josephine Smith Ann,77,10,0,87
Jefferson,Supervisor (6 Year Term) - Porter Twp,,REP,Braxton Martin,0,0,0,75
Jefferson,Supervisor (2 Year Term) - Porter Twp,,REP,Clair J Powell,0,0,0,72
Jefferson,Judge of Election - Porter Twp,,REP,Margo Craven,0,0,0,74
Jefferson,Mayor - Punxsutawney Boro,,D/R,William J Clement,400,110,0,1162
Jefferson,Borough Council (4 Year Term) - Punxsutawney,,DEM,Tammy Carulli,161,78,0,562
Jefferson,Borough Council (4 Year Term) - Punxsutawney,,D/R,Sharon Murray,244,78,0,761
Jefferson,Borough Council (4 Year Term) - Punxsutawney,,D/R,Joseph F Ferrara,287,74,0,798
Jefferson,Borough Council (4 Year Term) - Punxsutawney,,D/R,Jessica Smith,265,66,0,737
Jefferson,Borough Council (4 Year Term) - Punxsutawney,,REP,Eric C Story,253,45,0,726
Jefferson,Borough Council (2 Year Term) - Punxsutawney,,DEM,Tammy Carulli,133,70,0,473
Jefferson,Borough Council (2 Year Term) - Punxsutawney,,REP,David J Burkett,310,50,0,833
Jefferson,Tax Collector (4 Year Term) - Punxsutawney,,REP,Tonya Milton,373,85,0,1089
Jefferson,Judge of Election - Punxsutawney Boro 1,,REP,Ruth Grube,389,87,0,476
Jefferson,Judge of Election - Punxsutawney Boro 3,,DEM,Linda Majercik,0,0,0,218
Jefferson,Mayor - Reynoldsville Boro,,D/R,Mark T August,0,0,0,479
Jefferson,Borough Council (4 Year Term) - Reynoldsville Boro,,D/R,David T Connor,0,0,0,224
Jefferson,Borough Council (4 Year Term) - Reynoldsville Boro,,REP,Shawn Kniseley,0,0,0,317
Jefferson,Borough Council (4 Year Term) - Reynoldsville Boro,,REP,Nicholas R Wells,0,0,0,301
Jefferson,Borough Council (4 Year Term) - Reynoldsville Boro,,REP,Tony Rhed,0,0,0,272
Jefferson,Tax Collector (4 Year Term) - Reynoldsville Boro,,D/R,Susan L Burkett,0,0,0,508
Jefferson,Judge of Election - Reynoldsville Boro,,D/R,Robert Siple,0,0,0,496
Jefferson,Inspector of Election - Reynoldsville Boro,,DEM,Erika Siple,0,0,0,450
Jefferson,Supervisor (6 Year Term) - Ringgold Twp,,REP,James P Neese,167,16,0,183
Jefferson,Auditor (6 Year Term) - Ringgold Twp,,REP,Dustin Dubensky M,166,14,0,180
Jefferson,Tax Collector (4 Year Term) - Ringgold Twp,,REP,Tracy L Neese,164,14,0,178
Jefferson,Judge of Election - Ringgold Twp,,REP,Marci Reitz,165,11,0,176
Jefferson,Supervisor (6 Year Term) - Rose Twp,,REP,Mark McManigle,308,40,0,348
Jefferson,Tax Collector (4 Year Term) - Rose Twp,,REP,Kimberly S Lindermuth,286,39,0,325
Jefferson,Supervisor (6 Year Term) - Snyder Twp,,REP,Ronald L Freemer,0,0,0,545
Jefferson,Tax Collector (4 Year Term) - Snyder Twp,,D/R,Holly Ann Grecco,0,0,0,590
Jefferson,Mayor - Summerville Boro,,REP,Greg Furlong,140,17,0,157
Jefferson,Borough Council (4 Year Term) - Summerville Boro,,REP,Frank W Kosarich,90,13,0,103
Jefferson,Borough Council (4 Year Term) - Summerville Boro,,REP,Anna Keth,68,10,0,78
Jefferson,Tax Collector (4 Year Term ) - Summerville Boro,,REP,Rebecca L Park,149,15,0,164
Jefferson,Mayor - Sykesville Boro,,REP,Kyle A Pisarcik,167,22,0,189
Jefferson,Borough Council (4 Year Term) - Sykesville Boro,,DEM,Elaine Fike,142,30,0,172
Jefferson,Borough Council (4 Year Term) - Sykesville Boro,,DEM,John Malinky,72,28,0,100
Jefferson,Borough Council (4 Year Term) - Sykesville Boro,,D/R,Michael Sackash,86,32,0,118
Jefferson,Borough Council (4 Year Term) - Sykesville Boro,,REP,Colton Gearhart,163,15,0,178
Jefferson,Borough Council (4 Year Term) - Sykesville Boro,,REP,Michele Yamrick,152,17,0,169
Jefferson,Tax Collector (4 Year Term ) - Sykesville Boro,,D/R,Maureen Kovalchick,222,41,0,263
Jefferson,Judge of Election - Sykesville Boro,,REP,Maureen Kovalchick,220,36,0,256
Jefferson,Inspector of Election - Sykesville Boro,,REP,Colleen M Zimmerman,214,35,0,249
Jefferson,Borough Council (4 Year Term) - Timblin Boro,,REP,Ryan Sheesley,0,0,0,17
Jefferson,Supervisor (6 Year Term) - Union Twp,,REP,Randy Gray,230,17,0,247
Jefferson,Auditor (6 Year Term) - Union Twp,,REP,Vicki J Stahlman,234,17,0,251
Jefferson,Tax Collector (4 Year Term) - Union Twp,,REP,Joyce D Park,240,21,0,261
Jefferson,Judge of Election - Union Twp,,REP,Penny L Simpson,233,19,0,252
Jefferson,Inspector of Election - Union Twp,,DEM,Janet M Lindenmuth,56,11,0,67
Jefferson,Inspector of Election - Union Twp,,REP,Penny Lukomski,188,11,0,199
Jefferson,Supervisor (6 Year Term) - Warsaw Twp,,REP,William Lindemuth Craig,355,26,0,381
Jefferson,Auditor (6 Year Term) - Warsaw Twp,,REP,Glendora Lindemuth,357,25,0,382
Jefferson,Tax Collector (4 Year Term) - Warsaw Twp,,REP,Deborah Long,383,28,0,411
Jefferson,Judge of Election - Warsaw Twp,,REP,Joyce Brownlee,391,27,0,418
Jefferson,Inspector of Election - Warsaw Twp,,REP,Kathleen Chamberlin,382,28,0,410
Jefferson,Supervisor (6 Year Term) - Washington Twp,,REP,John E Lougee Sr,0,0,0,382
Jefferson,Supervisor (6 Year Term) - Washington Twp,,REP,Gary Walborn Mark,0,0,0,427
Jefferson,Tax Collector (4 Year Term) - Washington Twp,,REP,Leanna McClelland,0,0,0,520
Jefferson,Judge of Election - Washington Twp,,REP,Patricia Mooney,0,0,0,501
Jefferson,Inspector of Election - Washington Twp,,REP,Deborah Troupe,0,0,0,504
Jefferson,Supervisor (6 Year Term) - Winslow Twp,,REP,Andrew Flock,0,0,0,620
Jefferson,Tax Collector (4 Year Term) - Winslow Twp,,D/R,Erica Wolfgang,0,0,0,679
Jefferson,Supervisor (6 Year Term) - Young Twp,,DEM,Cheryl Ferrent,0,0,0,180
Jefferson,Supervisor (6 Year Term) - Young Twp,,REP,James Bickerstaff,0,0,0,388
Jefferson,Supervisor (2 Year Term) - Young Twp,,DEM,Lillian M Cameron,0,0,0,214
Jefferson,Supervisor (2 Year Term) - Young Twp,,REP,Robert D Miller,0,0,0,359
Jefferson,Tax Collector (4 Year Term) - Young Twp,,D/R,Coleen M Martino,0,0,0,534
Jefferson,Supreme Court Justice Retain Donohue,,,Yes,1495,575,0,3672
Jefferson,Supreme Court Justice Retain Donohue,,,No,4645,434,0,8307
Jefferson,Supreme Court Justice Retain Dougherty,,,Yes,1473,559,0,3591
Jefferson,Supreme Court Justice Retain Dougherty,,,No,4626,435,0,8299
Jefferson,Supreme Court Justice Retain Wecht,,,Yes,1458,557,0,3570
Jefferson,Supreme Court Justice Retain Wecht,,,No,4577,434,0,8214
Jefferson,Superior Court Judge Retain Dubow,,,Yes,1536,567,0,3755
Jefferson,Superior Court Judge Retain Dubow,,,No,4505,420,0,8037
Jefferson,Commonwealth Court Judge Retain Wojcik,,,Yes,1556,565,0,3773
Jefferson,Commonwealth Court Judge Retain Wojcik,,,No,4492,422,0,8037
