county,office,district,party,candidate,election_day,mail,provisional,votes
Armstrong,Dayton Borough Council 4 Year Term,,WRITE-IN,LORI GALLAGHER,24,0,0,24
Armstrong,Dayton Borough Council 4 Year Term,,WRITE-IN,TAWNYA BEERS,19,0,0,19
Armstrong,Elderton Borough Council 4 Year Term,,WRITE-IN,KAREN POPP,49,5,0,54
Armstrong,Elderton Borough Council 4 Year Term,,WRITE-IN,SUSAN SHEFFLER,46,5,0,51
Armstrong,Elderton Borough Council 4 Year Term,,WRITE-IN,MEGAN SHEFFLER,38,5,0,43
Armstrong,Elderton Borough Council 4 Year Term,,WRITE-IN,SCATTER,12,0,0,12
Armstrong,Ford City Borough Council 4 Year Term,,DEM,BOB BURE,365,99,0,464
Armstrong,Ford City Borough Council 4 Year Term,,DEM,SALLY BECK,339,102,0,441
Armstrong,Ford City Borough Council 4 Year Term,,DEM,MARY ALICE BRYANT,313,106,0,419
Armstrong,Ford City Borough Council 4 Year Term,,WRITE-IN,scatter,72,5,0,77
Armstrong,Ford City Borough Council 4 Year Term,,WRITE-IN,TOM ONDRUSEK,26,1,0,27
Armstrong,Ford City Borough Council 4 Year Term,,WRITE-IN,DAVE KLUKAN,18,0,0,18
Armstrong,Ford City Borough Council 4 Year Term,,WRITE-IN,TYSON KLUKAN,6,2,0,8
Armstrong,Ford City Borough Council 4 Year Term,,WRITE-IN,RICHARD KLUKAN,4,1,0,5
Armstrong,Ford City Borough Council 4 Year Term,,WRITE-IN,JOSH ADAMS,2,2,0,4
Armstrong,Ford Cliff Borough Council 4 Year Term,,REP,NATALIE ORTON,88,13,0,101
Armstrong,Ford Cliff Borough Council 4 Year Term,,REP,BARRY SHAFFER JR,71,12,0,83
Armstrong,Ford Cliff Borough Council 4 Year Term,,WRITE-IN,SCATTER,26,0,0,26
Armstrong,Ford Cliff Borough Council 2-Year Term,,WRITE-IN,JASON GAISER,30,0,0,30
Armstrong,Ford Cliff Borough Council 2-Year Term,,WRITE-IN,SCATTER,12,2,0,14
Armstrong,Ford Cliff Borough Council 2-Year Term,,WRITE-IN,DYLAN PIPER,4,0,0,4
Armstrong,Freeport Borough Council 4 Year Term,,DEM,SARA J CONROY,194,62,1,257
Armstrong,Freeport Borough Council 4 Year Term,,REP,JAY POWELL,226,23,0,249
Armstrong,Freeport Borough Council 4 Year Term,,REP,KIMBERLY J BARR,199,25,0,224
Armstrong,Freeport Borough Council 4 Year Term,,WRITE-IN,scatter,25,3,0,28
Armstrong,Freeport Borough Council 4 Year Term,,WRITE-IN,CARRIE IRVINE,18,0,0,18
Armstrong,Freeport Borough Council 4 Year Term,,WRITE-IN,ROBERT N BARR,16,0,0,16
Armstrong,Freeport Borough Council 4 Year Term,,WRITE-IN,ZACHARY FILOUS,3,0,0,3
Armstrong,Freeport Borough Council 4 Year Term,,WRITE-IN,CLINT WARNICK,3,0,0,3
Armstrong,Freeport Borough Council 4 Year Term,,WRITE-IN,BRIAN KURN,3,0,0,3
Armstrong,Kittanning Borough Council (1st Ward) - 4 Year Term,,REP,FRED LAIRD,72,13,0,85
Armstrong,Kittanning Borough Council (1st Ward) - 4 Year Term,,DEM,PHILLIP BRAUTIGAM,35,23,0,58
Armstrong,Kittanning Borough Council (1st Ward) - 4 Year Term,,WRITE-IN,SCATTER,0,0,0,0
Armstrong,Kittanning Borough Council (1st Ward) - 2 Year Term,,DEM,JEFFERY BOWSER,69,29,0,98
Armstrong,Kittanning Borough Council (1st Ward) - 2 Year Term,,WRITE-IN,scatter,17,1,0,18
Armstrong,Kittanning Borough Council (2nd Ward) - 4 Year Term,,REP,KRAIG WALKER,104,23,0,127
Armstrong,Kittanning Borough Council (2nd Ward) - 4 Year Term,,WRITE-IN,SCATTER,5,4,0,9
Armstrong,Kittanning Borough Council (3rd Ward) - 4 Year Term,,REP,RON (LES) RUFFANER,210,35,0,245
Armstrong,Kittanning Borough Council (3rd Ward) - 4 Year Term,,WRITE-IN,SCATTER,3,2,0,5
Armstrong,Kittanning Borough Council (4th Ward) - 4 Year Term,,REP,ERIC HOFFMAN,128,12,0,140
Armstrong,Kittanning Borough Council (4th Ward) - 4 Year Term,,DEM,MIKE JOHNS,51,16,0,67
Armstrong,Kittanning Borough Council (4th Ward) - 4 Year Term,,WRITE-IN,SCATTER,0,0,0,0
Armstrong,Leechburg Borough Council 4 Year Term,,DEM,MICHELE L FERRETTI,298,88,1,387
Armstrong,Leechburg Borough Council 4 Year Term,,LF,LAWRENCE W BOEHM,301,67,0,368
Armstrong,Leechburg Borough Council 4 Year Term,,REP,DINA M BLAKE,307,49,0,356
Armstrong,Leechburg Borough Council 4 Year Term,,DEM,CHUCK PASCAL,241,75,0,316
Armstrong,Leechburg Borough Council 4 Year Term,,WRITE-IN,SAM DIBERNARDO,91,1,0,92
Armstrong,Leechburg Borough Council 4 Year Term,,WRITE-IN,SCATTER,25,2,0,27
Armstrong,Manorville Borough Council 4 Year Term,,REP,DOUGLAS JOHNSON,89,9,0,98
Armstrong,Manorville Borough Council 4 Year Term,,DEM,CHRIS D YANOFF,80,14,0,94
Armstrong,Manorville Borough Council 4 Year Term,,WRITE-IN,SCATTER,9,1,0,10
Armstrong,Manorville Borough Council 4 Year Term,,WRITE-IN,SANDY MCKEE,5,2,0,7
Armstrong,Manorville Borough Council 4 Year Term,,WRITE-IN,JARED STARR,4,0,0,4
Armstrong,Manorville Borough Council 4 Year Term,,WRITE-IN,TODD R REMALEY,2,0,0,2
Armstrong,North Apollo Borough Council 4 Year Term,,DEM,MARSHA DUFOUR,139,39,0,178
Armstrong,North Apollo Borough Council 4 Year Term,,DEM,DONALD RIGGLE,98,41,0,139
Armstrong,North Apollo Borough Council 4 Year Term,,WRITE-IN,DONALD ACKER,63,0,0,63
Armstrong,North Apollo Borough Council 4 Year Term,,WRITE-IN,ALAN COX,61,0,0,61
Armstrong,North Apollo Borough Council 4 Year Term,,WRITE-IN,SCATTER,28,1,0,29
Armstrong,North Apollo Borough Council 2 Year Term,,WRITE-IN,ALAN COX,26,0,0,26
Armstrong,North Apollo Borough Council 2 Year Term,,WRITE-IN,SCATTER,24,2,0,26
Armstrong,North Apollo Borough Council 2 Year Term,,WRITE-IN,DONALD ACKER,13,0,0,13
Armstrong,North Apollo Borough Council 2 Year Term,,WRITE-IN,THOMAS NEWTON,9,0,0,9
Armstrong,Parker City (1st Ward) Council - 4 Year Term,,WRITE-IN,SCATTER,4,1,1,6
Armstrong,Parker City (1st Ward) Council - 4 Year Term,,WRITE-IN,JEFFREY L COURSON,5,0,0,5
Armstrong,Parker City (1st Ward) Council - 4 Year Term,,WRITE-IN,SCATTERED,3,0,1,4
Armstrong,Parker City (1st Ward) Council - 4 Year Term,,WRITE-IN,RICKY SCOTT WULFART,4,0,0,4
Armstrong,Parker City (1st Ward) Council - 4 Year Term,,WRITE-IN,ANDREW MICHAEL,4,0,0,4
Armstrong,Parker City (1st Ward) Council - 4 Year Term,,WRITE-IN,SCATTERS,1,0,0,1
Armstrong,Parker City (2nd Ward) Council - 4 Year Term,,REP,WILLIAM MCCALL JR,48,7,0,55
Armstrong,Parker City (2nd Ward) Council - 4 Year Term,,WRITE-IN,SCATTER,8,2,0,10
Armstrong,Parker City (2nd Ward) Council - 4 Year Term,,WRITE-IN,PAIGE AMSLER,5,0,0,5
Armstrong,Parker City (2nd Ward) Council - 4 Year Term,,WRITE-IN,ROBERT AMSLER,4,0,0,4
Armstrong,Parker City (2nd Ward) Council - 4 Year Term,,WRITE-IN,SCATTERED,2,0,0,2
Armstrong,Parker City (2nd Ward) Council - 4 Year Term,,WRITE-IN,RICK HEETER,2,0,0,2
Armstrong,Parker City (2nd Ward) Council - 4 Year Term,,WRITE-IN,BROCK FELIX,2,0,0,2
Armstrong,Parker City (2nd Ward) Council - 4 Year Term,,WRITE-IN,SCATTERS,1,0,0,1
Armstrong,Parker City (2nd Ward) Council - 4 Year Term,,WRITE-IN,TINA HEETER,1,0,0,1
Armstrong,Rural Valley Borough Council - 4 Year Term,,REP,RICHARD C MCGRAW,140,22,2,164
Armstrong,Rural Valley Borough Council - 4 Year Term,,REP,TRAVIS KINNARD,124,16,1,141
Armstrong,Rural Valley Borough Council - 4 Year Term,,WRITE-IN,AUSTIN CRYTZER,44,0,0,44
Armstrong,Rural Valley Borough Council - 4 Year Term,,WRITE-IN,ANN MILLER,22,0,0,22
Armstrong,Rural Valley Borough Council - 4 Year Term,,WRITE-IN,scatter,9,1,0,10
Armstrong,Rural Valley Borough Council - 4 Year Term,,WRITE-IN,JOSHUA NOTTO,5,0,0,5
Armstrong,Rural Valley Borough Council - 2 Year Term,,WRITE-IN,JOSHUA NOTTO,38,0,0,38
Armstrong,Rural Valley Borough Council - 2 Year Term,,WRITE-IN,TYLER SCHOLL,33,0,0,33
Armstrong,Rural Valley Borough Council - 2 Year Term,,WRITE-IN,ANN MILLER,26,0,0,26
Armstrong,Rural Valley Borough Council - 2 Year Term,,WRITE-IN,scatter,13,0,0,13
Armstrong,South Bethlehem Borough Council 4 Year Term,,REP,DOUGLAS C ADAMS,73,5,0,78
Armstrong,South Bethlehem Borough Council 4 Year Term,,DEM,GREGORY A BUZZARD,39,9,1,49
Armstrong,South Bethlehem Borough Council 4 Year Term,,WRITE-IN,JAMES TRAVIS JR,5,0,0,5
Armstrong,South Bethlehem Borough Council 4 Year Term,,WRITE-IN,JAMIE TRAVIS,4,0,0,4
Armstrong,South Bethlehem Borough Council 4 Year Term,,WRITE-IN,DAVID ALLEN,2,0,0,2
Armstrong,South Bethlehem Borough Council 4 Year Term,,WRITE-IN,TIM SAGER,2,0,0,2
Armstrong,South Bethlehem Borough Council 4 Year Term,,WRITE-IN,CHRISTOPHER MURRAY,2,0,0,2
Armstrong,South Bethlehem Borough Council 4 Year Term,,WRITE-IN,STEVE YOUNG,2,0,0,2
Armstrong,South Bethlehem Borough Council 4 Year Term,,WRITE-IN,RODGER D MILLER,1,0,0,1
Armstrong,West Kittanning Borough Council 4 Year Term,,REP,DAWN R ANDRYKA,249,29,1,279
Armstrong,West Kittanning Borough Council 4 Year Term,,REP,JEFFREY J FOX,222,26,1,249
Armstrong,West Kittanning Borough Council 4 Year Term,,DEM,JESSICA REISS,143,39,1,183
Armstrong,West Kittanning Borough Council 4 Year Term,,WRITE-IN,scatter,24,3,0,27
Armstrong,West Kittanning Borough Council 2 Year Term,,REP,VINCE CAPPO,300,40,1,341
Armstrong,West Kittanning Borough Council 2 Year Term,,WRITE-IN,scatter,22,5,0,27
Armstrong,Worthington Borough Council - 4 Year Term,,REP,FRED B CLARK,154,13,0,167
Armstrong,Worthington Borough Council - 4 Year Term,,REP,TRACI BEERS,153,14,0,167
Armstrong,Worthington Borough Council - 4 Year Term,,REP,DENNIS B SHAFFER,147,14,0,161
Armstrong,Worthington Borough Council - 4 Year Term,,REP,RANDY HEILMAN,142,13,0,155
Armstrong,Apollo Borough Mayor,,WRITE-IN,SCATTER,28,2,0,30
Armstrong,Apollo Borough Mayor,,WRITE-IN,KAREN KENZEVICH,24,1,0,25
Armstrong,Applewold Borough Mayor,,REP,GRETCHEN DOSCH,84,8,0,92
Armstrong,Applewold Borough Mayor,,WRITE-IN,scatter,4,0,0,4
Armstrong,Dayton Borough Mayor,,REP,ROBERT D BARNETT,115,6,0,121
Armstrong,Dayton Borough Mayor,,WRITE-IN,scatter,31,0,0,31
Armstrong,Elderton Borough Mayor,,WRITE-IN,DAVID POPP,61,6,0,67
Armstrong,Elderton Borough Mayor,,WRITE-IN,SCATTER,9,0,0,9
Armstrong,Ford City Borough Mayor,,REP,TIMOTHY L BUREAU,498,93,0,591
Armstrong,Ford City Borough Mayor,,WRITE-IN,scatter,27,7,0,34
Armstrong,Ford Cliff Borough Mayor,,REP,BARRY SHAFFER SR,68,9,0,77
Armstrong,Ford Cliff Borough Mayor,,DEM,BERNIE MILOSER,40,12,0,52
Armstrong,Ford Cliff Borough Mayor,,WRITE-IN,scatter,6,0,0,6
Armstrong,Freeport Borough Mayor,,IND,MATTHEW CRYTZER,289,58,1,348
Armstrong,Freeport Borough Mayor,,REP,JEFFREY WEAVER,94,8,0,102
Armstrong,Freeport Borough Mayor,,WRITE-IN,scatter,2,0,0,2
Armstrong,Kittanning Borough Mayor,,REP,RICHARD ESSENWEIN,545,101,0,646
Armstrong,Kittanning Borough Mayor,,WRITE-IN,scatter,27,7,0,34
Armstrong,Leechburg Borough Mayor,,DEM,DOREEN L SMEAL,266,94,1,361
Armstrong,Leechburg Borough Mayor,,WRITE-IN,scatter,128,3,0,131
Armstrong,North Apollo Borough Mayor,,WRITE-IN,CHRIS KERR,116,2,0,118
Armstrong,North Apollo Borough Mayor,,WRITE-IN,SCATTER,18,4,0,22
Armstrong,South Bethlehem Borough Mayor,,REP,RANDALL STAHLMAN,80,4,1,85
Armstrong,South Bethlehem Borough Mayor,,WRITE-IN,scatter,4,1,0,5
Armstrong,West Kittanning Borough Mayor,,DEM,MICHELE L LANGHAM,263,48,1,312
Armstrong,West Kittanning Borough Mayor,,WRITE-IN,scatter,35,1,0,36
Armstrong,Worthington Borough Mayor,,WRITE-IN,LANEY SARVER,129,0,0,129
Armstrong,Worthington Borough Mayor,,WRITE-IN,CONNIE FEENEY,18,2,0,20
Armstrong,Worthington Borough Mayor,,WRITE-IN,TODD BARTON,2,0,0,2
Armstrong,Worthington Borough Mayor,,WRITE-IN,SCATTER,1,1,0,2
Armstrong,Worthington Borough Mayor,,WRITE-IN,CALEB DODD,1,0,0,1
Armstrong,Worthington Borough Mayor,,WRITE-IN,SCOTT PATTERSON,1,0,0,1
Armstrong,Worthington Borough Mayor,,WRITE-IN,MICKEY BOWSER,1,0,0,1
Armstrong,Worthington Borough Mayor,,WRITE-IN,LOGAN BOWSER,1,0,0,1
Armstrong,Worthington Borough Mayor,,WRITE-IN,DANIEL BOSHAM,1,0,0,1
Armstrong,Worthington Borough Mayor,,WRITE-IN,MICHELE ZELLEFROW,1,0,0,1
Armstrong,Bethel Township Supervisor,,REP,CHRISTOPHER D BISH,273,38,0,311
Armstrong,Bethel Township Supervisor,,WRITE-IN,scatter,12,0,0,12
Armstrong,Boggs Township Supervisor 6 Year Term,,WRITE-IN,MARLIN COGLEY,14,1,0,15
Armstrong,Boggs Township Supervisor 6 Year Term,,WRITE-IN,SCATTER,10,2,0,12
Armstrong,Boggs Township Supervisor 6 Year Term,,WRITE-IN,ERIC LESSNER,6,0,0,6
Armstrong,Boggs Township Supervisor 2 Year Term,,REP,HARRY R SLAGLE,223,16,0,239
Armstrong,Boggs Township Supervisor 2 Year Term,,WRITE-IN,scatter,2,1,0,3
Armstrong,Bradys Bend Township Supervisor,,DEM/REP,ROBERT P KABAY,181,24,1,206
Armstrong,Bradys Bend Township Supervisor,,WRITE-IN,scatter,29,1,0,30
Armstrong,Burrell Township Supervisor,,REP,RONALD SHELLHAMMER,206,11,0,217
Armstrong,Burrell Township Supervisor,,WRITE-IN,scatter,7,0,0,7
Armstrong,Cadogan Township Supervisor,,REP,THOMAS W ROUND,87,3,0,90
Armstrong,Cadogan Township Supervisor,,WRITE-IN,scatter,1,0,0,1
Armstrong,Cowanshannock Township Supervisor,,REP,JOHN ZEMKO,520,87,1,608
Armstrong,Cowanshannock Township Supervisor,,WRITE-IN,scatter,9,2,0,11
Armstrong,East Franklin Township Supervisor,,REP,DAVE STEWART,935,188,0,1123
Armstrong,East Franklin Township Supervisor,,WRITE-IN,scatter,72,3,0,75
Armstrong,Gilpin Township Supervisor - 6 Year Term,,REP,GARY HALL,444,51,0,495
Armstrong,Gilpin Township Supervisor - 6 Year Term,,REP,KEVIN MILLER,421,33,0,454
Armstrong,Gilpin Township Supervisor - 6 Year Term,,DEM,CHAZ MINNICH,229,105,0,334
Armstrong,Gilpin Township Supervisor - 6 Year Term,,DEM,TERRI VAKULICK SMITH,136,85,0,221
Armstrong,Gilpin Township Supervisor - 6 Year Term,,WRITE-IN,scatter,8,1,0,9
Armstrong,Gilpin Township Supervisor - 4 Year Term,,,REP,402,30,0,432
Armstrong,Gilpin Township Supervisor - 4 Year Term,,DEM,DIANE C VENTO,237,114,0,351
Armstrong,Gilpin Township Supervisor - 4 Year Term,,WRITE-IN,scatter,5,0,0,5
Armstrong,Hovey Township Supervisor 6 Year Term,,WRITE-IN,WALTER PENNINGTON,1,2,0,3
Armstrong,Hovey Township Supervisor 6 Year Term,,WRITE-IN,SCATTER,0,0,0,0
Armstrong,Hovey Township Supervisor 2 Year Term,,WRITE-IN,NATHAN PENNINGTON,1,2,0,3
Armstrong,Hovey Township Supervisor 2 Year Term,,WRITE-IN,SCATTER,0,0,0,0
Armstrong,Kiskiminetas Township Supervisor 6 Year Term,,DEM/REP,ADDIE BIRCH JR,864,179,0,1043
Armstrong,Kiskiminetas Township Supervisor 6 Year Term,,WRITE-IN,scatter,112,7,0,119
Armstrong,Kiskiminetas Township Supervisor 2 Year Term,,REP,HERMAN (BOB) ROSS III,681,133,0,814
Armstrong,Kiskiminetas Township Supervisor 2 Year Term,,REP,THOMAS TARDIVO,575,109,0,684
Armstrong,Kiskiminetas Township Supervisor 2 Year Term,,WRITE-IN,JAMES CIBIK,314,4,0,318
Armstrong,Kiskiminetas Township Supervisor 2 Year Term,,WRITE-IN,ADDIE BIRCH JR,50,0,0,50
Armstrong,Kiskiminetas Township Supervisor 2 Year Term,,WRITE-IN,scatter,34,11,0,45
Armstrong,Kittanning Township Supervisor,,REP,ROBERT B CONKLIN,459,78,1,538
Armstrong,Kittanning Township Supervisor,,WRITE-IN,scatter,11,1,0,12
Armstrong,Madison Township Supervisor,,REP,KEVIN D CRISSMAN,230,19,0,249
Armstrong,Madison Township Supervisor,,WRITE-IN,scatter,1,2,0,3
Armstrong,Mahoning Township Supervisor,,REP,LARRY (LOD) MOORE,305,42,1,348
Armstrong,Mahoning Township Supervisor,,WRITE-IN,scatter,6,1,0,7
Armstrong,Manor Township Supervisor,,REP,TAG HECKER,862,167,1,1030
Armstrong,Manor Township Supervisor,,WRITE-IN,scatter,104,8,1,113
