county,precinct,office,district,party,candidate,votes,election_day_votes,mail-in/absentee_votes,provisional_votes
Fayette,German Township 4 - 30-04,Judge of the Superior Court,,DEM,Brandon Neuman,33,27,6,0
Fayette,Henry Clay Township - 32-01,Judge of the Superior Court,,DEM,Brandon Neuman,137,62,61,14
Fayette,Jefferson Township - 34-01,Judge of the Superior Court,,DEM,Brandon Neuman,217,150,62,5
Fayette,Lower Tyrone Township - 36-01,Judge of the Superior Court,,DEM,Brandon Neuman,88,57,30,1
Fayette,Luzerne Township 1 - 38-01,Judge of the Superior Court,,DEM,Brandon Neuman,151,79,72,0
Fayette,Luzerne Township 2 - 38-02,Judge of the Superior Court,,DEM,Brandon Neuman,192,91,100,1
Fayette,Luzerne Township 3 - 38-03,Judge of the Superior Court,,DEM,Brandon Neuman,80,61,19,0
Fayette,Luzerne Township 4 - 38-04,Judge of the Superior Court,,DEM,Brandon Neuman,37,19,18,0
Fayette,Markleysburg Borough - 40-01,Judge of the Superior Court,,DEM,Brandon Neuman,7,5,2,0
Fayette,Masontown Borough - 42-01,Judge of the Superior Court,,DEM,Brandon Neuman,302,161,139,2
Fayette,Menallen Township 1 - 44-01,Judge of the Superior Court,,DEM,Brandon Neuman,125,69,55,1
Fayette,Menallen Township 2 - 44-02,Judge of the Superior Court,,DEM,Brandon Neuman,245,136,107,2
Fayette,Menallen Township 3 - 44-03,Judge of the Superior Court,,DEM,Brandon Neuman,100,61,38,1
Fayette,Newell Borough - 46-01,Judge of the Superior Court,,DEM,Brandon Neuman,76,63,13,0
Fayette,Nicholson Township - 48-01,Judge of the Superior Court,,DEM,Brandon Neuman,130,80,49,1
Fayette,North Union Township 1 - 50-01,Judge of the Superior Court,,DEM,Brandon Neuman,276,120,155,1
Fayette,North Union Township 2 - 50-02,Judge of the Superior Court,,DEM,Brandon Neuman,355,181,170,4
Fayette,North Union Township 3 - 50-03,Judge of the Superior Court,,DEM,Brandon Neuman,89,42,47,0
Fayette,North Union Township 4 - 50-04,Judge of the Superior Court,,DEM,Brandon Neuman,338,145,191,2
Fayette,North Union Township 5 - 50-05,Judge of the Superior Court,,DEM,Brandon Neuman,65,33,32,0
Fayette,Ohiopyle Borough - 52-01,Judge of the Superior Court,,DEM,Brandon Neuman,8,7,1,0
Fayette,Perry Township - 54-01,Judge of the Superior Court,,DEM,Brandon Neuman,270,135,131,4
Fayette,Perryopolis Borough - 56-01,Judge of the Superior Court,,DEM,Brandon Neuman,243,152,88,3
Fayette,Point Marion Borough - 58-01,Judge of the Superior Court,,DEM,Brandon Neuman,85,40,43,2
Fayette,Redstone Township 1 - 60-01,Judge of the Superior Court,,DEM,Brandon Neuman,206,129,75,2
Fayette,Redstone Township 2 - 60-02,Judge of the Superior Court,,DEM,Brandon Neuman,215,120,94,1
Fayette,Redstone Township 3 - 60-03,Judge of the Superior Court,,DEM,Brandon Neuman,58,38,20,0
Fayette,Redstone Township 4 - 60-04,Judge of the Superior Court,,DEM,Brandon Neuman,53,38,15,0
Fayette,Saltlick Township - 62-01,Judge of the Superior Court,,DEM,Brandon Neuman,225,116,106,3
Fayette,Smithfield Borough - 64-01,Judge of the Superior Court,,DEM,Brandon Neuman,52,38,14,0
Fayette,South Connellsville Borough - 66-01,Judge of the Superior Court,,DEM,Brandon Neuman,151,101,48,2
Fayette,South Union Township 1 - 68-01,Judge of the Superior Court,,DEM,Brandon Neuman,810,430,379,1
Fayette,South Union Township 2 - 68-02,Judge of the Superior Court,,DEM,Brandon Neuman,384,229,153,2
Fayette,South Union Township 3 - 68-03,Judge of the Superior Court,,DEM,Brandon Neuman,416,232,184,0
Fayette,Springfield Township 1 - 70-01,Judge of the Superior Court,,DEM,Brandon Neuman,70,54,15,1
Fayette,Springfield Township 2 - 70-02,Judge of the Superior Court,,DEM,Brandon Neuman,65,46,18,1
Fayette,Springhill Township - 72-01,Judge of the Superior Court,,DEM,Brandon Neuman,197,109,87,1
Fayette,Stewart Township - 74-01,Judge of the Superior Court,,DEM,Brandon Neuman,59,38,19,2
Fayette,Uniontown City 1 - 76-01,Judge of the Superior Court,,DEM,Brandon Neuman,225,117,108,0
Fayette,Uniontown City 2 - 76-02,Judge of the Superior Court,,DEM,Brandon Neuman,153,74,77,2
Fayette,Uniontown City 3 - 76-03,Judge of the Superior Court,,DEM,Brandon Neuman,140,87,53,0
Fayette,Uniontown City 4 - 76-04,Judge of the Superior Court,,DEM,Brandon Neuman,118,86,31,1
Fayette,Uniontown City 5 - 76-05,Judge of the Superior Court,,DEM,Brandon Neuman,200,117,81,2
Fayette,Uniontown City 6 - 76-06,Judge of the Superior Court,,DEM,Brandon Neuman,100,59,39,2
Fayette,Uniontown City 7 - 76-07,Judge of the Superior Court,,DEM,Brandon Neuman,166,85,79,2
Fayette,Upper Tyrone Township - 78-01,Judge of the Superior Court,,DEM,Brandon Neuman,98,48,47,3
Fayette,Vanderbilt Borough - 80-01,Judge of the Superior Court,,DEM,Brandon Neuman,42,33,9,0
Fayette,Washington Township - 82-01,Judge of the Superior Court,,DEM,Brandon Neuman,447,195,249,3
Fayette,Wharton Township - 84-01,Judge of the Superior Court,,DEM,Brandon Neuman,315,189,126,0
Fayette,Belle Vernon Borough - 02-01,Judge of the Superior Court,,REP,Maria Battista,89,77,11,1
Fayette,Brownsville Township - 04-01,Judge of the Superior Court,,REP,Maria Battista,52,44,8,0
Fayette,Brownsville Borough 1 - 06-01,Judge of the Superior Court,,REP,Maria Battista,28,25,3,0
Fayette,Brownsville Borough 2 - 06-02,Judge of the Superior Court,,REP,Maria Battista,63,58,4,1
Fayette,Brownsville Borough 3 - 06-03,Judge of the Superior Court,,REP,Maria Battista,49,44,3,2
Fayette,Bullskin Township 1 - 08-01,Judge of the Superior Court,,REP,Maria Battista,892,772,110,10
Fayette,Bullskin Township 2 - 08-02,Judge of the Superior Court,,REP,Maria Battista,307,279,27,1
Fayette,Bullskin Township 3 - 08-03,Judge of the Superior Court,,REP,Maria Battista,283,253,29,1
Fayette,Connellsville City 1- 10-01,Judge of the Superior Court,,REP,Maria Battista,219,191,27,1
Fayette,Connellsville City 2- 10-02,Judge of the Superior Court,,REP,Maria Battista,211,175,28,8
Fayette,Connellsville City 3- 10-03,Judge of the Superior Court,,REP,Maria Battista,145,137,7,1
Fayette,Connellsville City 4- 10-04,Judge of the Superior Court,,REP,Maria Battista,150,139,11,0
Fayette,Connellsville Township - 12-01,Judge of the Superior Court,,REP,Maria Battista,347,319,28,0
Fayette,Dawson Borough - 14-01,Judge of the Superior Court,,REP,Maria Battista,50,48,2,0
Fayette,Dunbar Township 1 - 16-01,Judge of the Superior Court,,REP,Maria Battista,418,359,52,7
Fayette,Dunbar Township 2 - 16-02,Judge of the Superior Court,,REP,Maria Battista,578,514,62,2
Fayette,Dunbar  Borough - 18-01,Judge of the Superior Court,,REP,Maria Battista,164,144,16,4
Fayette,Everson Borough - 20-01,Judge of the Superior Court,,REP,Maria Battista,97,88,9,0
Fayette,Fairchance Borough - 22-01,Judge of the Superior Court,,REP,Maria Battista,245,210,34,1
Fayette,Fayette City Borough - 24-01,Judge of the Superior Court,,REP,Maria Battista,73,66,6,1
Fayette,Franklin Township 1 - 26-01,Judge of the Superior Court,,REP,Maria Battista,233,197,35,1
Fayette,Franklin Township 2 - 26-02,Judge of the Superior Court,,REP,Maria Battista,156,140,14,2
Fayette,Georges Township 1 - 28-01,Judge of the Superior Court,,REP,Maria Battista,222,198,21,3
Fayette,Georges Township 2 - 28-02,Judge of the Superior Court,,REP,Maria Battista,296,246,45,5
Fayette,Georges Township 3 - 28-03,Judge of the Superior Court,,REP,Maria Battista,316,264,46,6
Fayette,German Township 1 - 30-01,Judge of the Superior Court,,REP,Maria Battista,232,211,20,1
Fayette,German Township 2 - 30-02,Judge of the Superior Court,,REP,Maria Battista,91,74,17,0
Fayette,German Township 3 - 30-03,Judge of the Superior Court,,REP,Maria Battista,102,92,10,0
Fayette,German Township 4 - 30-04,Judge of the Superior Court,,REP,Maria Battista,32,30,2,0
Fayette,Henry Clay Township - 32-01,Judge of the Superior Court,,REP,Maria Battista,444,355,67,22
Fayette,Jefferson Township - 34-01,Judge of the Superior Court,,REP,Maria Battista,332,295,33,4
Fayette,Lower Tyrone Township - 36-01,Judge of the Superior Court,,REP,Maria Battista,187,167,18,2
Fayette,Luzerne Township 1 - 38-01,Judge of the Superior Court,,REP,Maria Battista,166,138,28,0
Fayette,Luzerne Township 2 - 38-02,Judge of the Superior Court,,REP,Maria Battista,162,139,23,0
Fayette,Luzerne Township 3 - 38-03,Judge of the Superior Court,,REP,Maria Battista,49,42,7,0
Fayette,Luzerne Township 4 - 38-04,Judge of the Superior Court,,REP,Maria Battista,70,60,10,0
Fayette,Markleysburg Borough - 40-01,Judge of the Superior Court,,REP,Maria Battista,28,27,1,0
Fayette,Masontown Borough - 42-01,Judge of the Superior Court,,REP,Maria Battista,282,240,38,4
Fayette,Menallen Township 1 - 44-01,Judge of the Superior Court,,REP,Maria Battista,155,133,17,5
Fayette,Menallen Township 2 - 44-02,Judge of the Superior Court,,REP,Maria Battista,277,247,30,0
Fayette,Menallen Township 3 - 44-03,Judge of the Superior Court,,REP,Maria Battista,97,81,16,0
Fayette,Newell Borough - 46-01,Judge of the Superior Court,,REP,Maria Battista,50,49,1,0
Fayette,Nicholson Township - 48-01,Judge of the Superior Court,,REP,Maria Battista,271,231,37,3
Fayette,North Union Township 1 - 50-01,Judge of the Superior Court,,REP,Maria Battista,279,216,59,4
Fayette,North Union Township 2 - 50-02,Judge of the Superior Court,,REP,Maria Battista,492,396,87,9
Fayette,North Union Township 3 - 50-03,Judge of the Superior Court,,REP,Maria Battista,162,140,17,5
Fayette,North Union Township 4 - 50-04,Judge of the Superior Court,,REP,Maria Battista,354,258,93,3
Fayette,North Union Township 5 - 50-05,Judge of the Superior Court,,REP,Maria Battista,87,78,9,0
Fayette,Ohiopyle Borough - 52-01,Judge of the Superior Court,,REP,Maria Battista,7,4,2,1
Fayette,Perry Township - 54-01,Judge of the Superior Court,,REP,Maria Battista,323,282,38,3
Fayette,Perryopolis Borough - 56-01,Judge of the Superior Court,,REP,Maria Battista,255,219,35,1
Fayette,Point Marion Borough - 58-01,Judge of the Superior Court,,REP,Maria Battista,109,106,3,0
Fayette,Redstone Township 1 - 60-01,Judge of the Superior Court,,REP,Maria Battista,173,157,15,1
Fayette,Redstone Township 2 - 60-02,Judge of the Superior Court,,REP,Maria Battista,199,168,31,0
Fayette,Redstone Township 3 - 60-03,Judge of the Superior Court,,REP,Maria Battista,78,61,15,2
Fayette,Redstone Township 4 - 60-04,Judge of the Superior Court,,REP,Maria Battista,48,43,5,0
Fayette,Saltlick Township - 62-01,Judge of the Superior Court,,REP,Maria Battista,494,443,49,2
Fayette,Smithfield Borough - 64-01,Judge of the Superior Court,,REP,Maria Battista,112,104,8,0
Fayette,South Connellsville Borough - 66-01,Judge of the Superior Court,,REP,Maria Battista,294,278,14,2
Fayette,South Union Township 1 - 68-01,Judge of the Superior Court,,REP,Maria Battista,884,724,158,2
Fayette,South Union Township 2 - 68-02,Judge of the Superior Court,,REP,Maria Battista,481,377,100,4
Fayette,South Union Township 3 - 68-03,Judge of the Superior Court,,REP,Maria Battista,519,443,76,0
Fayette,Springfield Township 1 - 70-01,Judge of the Superior Court,,REP,Maria Battista,214,195,17,2
Fayette,Springfield Township 2 - 70-02,Judge of the Superior Court,,REP,Maria Battista,177,153,23,1
Fayette,Springhill Township - 72-01,Judge of the Superior Court,,REP,Maria Battista,364,294,62,8
Fayette,Stewart Township - 74-01,Judge of the Superior Court,,REP,Maria Battista,171,152,16,3
Fayette,Uniontown City 1 - 76-01,Judge of the Superior Court,,REP,Maria Battista,150,132,18,0
Fayette,Uniontown City 2 - 76-02,Judge of the Superior Court,,REP,Maria Battista,68,48,18,2
Fayette,Uniontown City 3 - 76-03,Judge of the Superior Court,,REP,Maria Battista,67,56,11,0
Fayette,Uniontown City 4 - 76-04,Judge of the Superior Court,,REP,Maria Battista,39,27,12,0
Fayette,Uniontown City 5 - 76-05,Judge of the Superior Court,,REP,Maria Battista,124,102,22,0
Fayette,Uniontown City 6 - 76-06,Judge of the Superior Court,,REP,Maria Battista,65,49,14,2
Fayette,Uniontown City 7 - 76-07,Judge of the Superior Court,,REP,Maria Battista,140,115,23,2
Fayette,Upper Tyrone Township - 78-01,Judge of the Superior Court,,REP,Maria Battista,252,238,11,3
Fayette,Vanderbilt Borough - 80-01,Judge of the Superior Court,,REP,Maria Battista,57,50,7,0
Fayette,Washington Township - 82-01,Judge of the Superior Court,,REP,Maria Battista,509,392,114,3
Fayette,Wharton Township - 84-01,Judge of the Superior Court,,REP,Maria Battista,663,584,79,0
Fayette,Belle Vernon Borough - 02-01,Judge of the Superior Court,,LBR,Daniel Wassmer,5,2,3,0
Fayette,Brownsville Township - 04-01,Judge of the Superior Court,,LBR,Daniel Wassmer,3,2,1,0
Fayette,Brownsville Borough 1 - 06-01,Judge of the Superior Court,,LBR,Daniel Wassmer,3,3,0,0
Fayette,Brownsville Borough 2 - 06-02,Judge of the Superior Court,,LBR,Daniel Wassmer,2,2,0,0
Fayette,Brownsville Borough 3 - 06-03,Judge of the Superior Court,,LBR,Daniel Wassmer,1,1,0,0
Fayette,Bullskin Township 1 - 08-01,Judge of the Superior Court,,LBR,Daniel Wassmer,15,14,1,0
Fayette,Bullskin Township 2 - 08-02,Judge of the Superior Court,,LBR,Daniel Wassmer,5,5,0,0
Fayette,Bullskin Township 3 - 08-03,Judge of the Superior Court,,LBR,Daniel Wassmer,10,7,3,0
Fayette,Connellsville City 1- 10-01,Judge of the Superior Court,,LBR,Daniel Wassmer,5,4,1,0
Fayette,Connellsville City 2- 10-02,Judge of the Superior Court,,LBR,Daniel Wassmer,14,11,3,0
Fayette,Connellsville City 3- 10-03,Judge of the Superior Court,,LBR,Daniel Wassmer,2,2,0,0
Fayette,Connellsville City 4- 10-04,Judge of the Superior Court,,LBR,Daniel Wassmer,3,3,0,0
Fayette,Connellsville Township - 12-01,Judge of the Superior Court,,LBR,Daniel Wassmer,8,2,6,0
Fayette,Dawson Borough - 14-01,Judge of the Superior Court,,LBR,Daniel Wassmer,1,1,0,0
Fayette,Dunbar Township 1 - 16-01,Judge of the Superior Court,,LBR,Daniel Wassmer,8,7,1,0
Fayette,Dunbar Township 2 - 16-02,Judge of the Superior Court,,LBR,Daniel Wassmer,15,12,3,0
Fayette,Dunbar  Borough - 18-01,Judge of the Superior Court,,LBR,Daniel Wassmer,5,3,2,0
Fayette,Everson Borough - 20-01,Judge of the Superior Court,,LBR,Daniel Wassmer,6,5,1,0
Fayette,Fairchance Borough - 22-01,Judge of the Superior Court,,LBR,Daniel Wassmer,3,2,1,0
Fayette,Fayette City Borough - 24-01,Judge of the Superior Court,,LBR,Daniel Wassmer,2,2,0,0
Fayette,Franklin Township 1 - 26-01,Judge of the Superior Court,,LBR,Daniel Wassmer,4,3,1,0
Fayette,Franklin Township 2 - 26-02,Judge of the Superior Court,,LBR,Daniel Wassmer,2,1,1,0
Fayette,Georges Township 1 - 28-01,Judge of the Superior Court,,LBR,Daniel Wassmer,2,0,2,0
Fayette,Georges Township 2 - 28-02,Judge of the Superior Court,,LBR,Daniel Wassmer,4,1,3,0
Fayette,Georges Township 3 - 28-03,Judge of the Superior Court,,LBR,Daniel Wassmer,5,4,1,0
Fayette,German Township 1 - 30-01,Judge of the Superior Court,,LBR,Daniel Wassmer,3,3,0,0
Fayette,German Township 2 - 30-02,Judge of the Superior Court,,LBR,Daniel Wassmer,2,2,0,0
Fayette,German Township 3 - 30-03,Judge of the Superior Court,,LBR,Daniel Wassmer,4,4,0,0
Fayette,German Township 4 - 30-04,Judge of the Superior Court,,LBR,Daniel Wassmer,2,1,1,0
Fayette,Henry Clay Township - 32-01,Judge of the Superior Court,,LBR,Daniel Wassmer,14,7,5,2
Fayette,Jefferson Township - 34-01,Judge of the Superior Court,,LBR,Daniel Wassmer,5,4,1,0
Fayette,Lower Tyrone Township - 36-01,Judge of the Superior Court,,LBR,Daniel Wassmer,6,5,1,0
Fayette,Luzerne Township 1 - 38-01,Judge of the Superior Court,,LBR,Daniel Wassmer,4,2,2,0
Fayette,Luzerne Township 2 - 38-02,Judge of the Superior Court,,LBR,Daniel Wassmer,3,2,1,0
Fayette,Luzerne Township 3 - 38-03,Judge of the Superior Court,,LBR,Daniel Wassmer,4,3,1,0
Fayette,Luzerne Township 4 - 38-04,Judge of the Superior Court,,LBR,Daniel Wassmer,0,0,0,0
Fayette,Markleysburg Borough - 40-01,Judge of the Superior Court,,LBR,Daniel Wassmer,4,2,2,0
Fayette,Masontown Borough - 42-01,Judge of the Superior Court,,LBR,Daniel Wassmer,8,5,3,0
Fayette,Menallen Township 1 - 44-01,Judge of the Superior Court,,LBR,Daniel Wassmer,4,3,1,0
Fayette,Menallen Township 2 - 44-02,Judge of the Superior Court,,LBR,Daniel Wassmer,6,4,1,1
Fayette,Menallen Township 3 - 44-03,Judge of the Superior Court,,LBR,Daniel Wassmer,1,0,1,0
Fayette,Newell Borough - 46-01,Judge of the Superior Court,,LBR,Daniel Wassmer,3,3,0,0
Fayette,Nicholson Township - 48-01,Judge of the Superior Court,,LBR,Daniel Wassmer,7,5,2,0
Fayette,North Union Township 1 - 50-01,Judge of the Superior Court,,LBR,Daniel Wassmer,11,7,4,0
Fayette,North Union Township 2 - 50-02,Judge of the Superior Court,,LBR,Daniel Wassmer,10,7,3,0
Fayette,North Union Township 3 - 50-03,Judge of the Superior Court,,LBR,Daniel Wassmer,2,2,0,0
Fayette,North Union Township 4 - 50-04,Judge of the Superior Court,,LBR,Daniel Wassmer,13,4,9,0
Fayette,North Union Township 5 - 50-05,Judge of the Superior Court,,LBR,Daniel Wassmer,4,1,2,1
Fayette,Ohiopyle Borough - 52-01,Judge of the Superior Court,,LBR,Daniel Wassmer,0,0,0,0
Fayette,Perry Township - 54-01,Judge of the Superior Court,,LBR,Daniel Wassmer,17,15,2,0
Fayette,Perryopolis Borough - 56-01,Judge of the Superior Court,,LBR,Daniel Wassmer,8,8,0,0
Fayette,Point Marion Borough - 58-01,Judge of the Superior Court,,LBR,Daniel Wassmer,6,5,1,0
Fayette,Redstone Township 1 - 60-01,Judge of the Superior Court,,LBR,Daniel Wassmer,6,2,4,0
Fayette,Redstone Township 2 - 60-02,Judge of the Superior Court,,LBR,Daniel Wassmer,3,2,1,0
Fayette,Redstone Township 3 - 60-03,Judge of the Superior Court,,LBR,Daniel Wassmer,0,0,0,0
Fayette,Redstone Township 4 - 60-04,Judge of the Superior Court,,LBR,Daniel Wassmer,2,1,1,0
Fayette,Saltlick Township - 62-01,Judge of the Superior Court,,LBR,Daniel Wassmer,9,7,2,0
Fayette,Smithfield Borough - 64-01,Judge of the Superior Court,,LBR,Daniel Wassmer,2,2,0,0
Fayette,South Connellsville Borough - 66-01,Judge of the Superior Court,,LBR,Daniel Wassmer,7,6,1,0
Fayette,South Union Township 1 - 68-01,Judge of the Superior Court,,LBR,Daniel Wassmer,36,28,8,0
Fayette,South Union Township 2 - 68-02,Judge of the Superior Court,,LBR,Daniel Wassmer,18,15,3,0
Fayette,South Union Township 3 - 68-03,Judge of the Superior Court,,LBR,Daniel Wassmer,10,7,3,0
Fayette,Springfield Township 1 - 70-01,Judge of the Superior Court,,LBR,Daniel Wassmer,4,4,0,0
Fayette,Springfield Township 2 - 70-02,Judge of the Superior Court,,LBR,Daniel Wassmer,4,3,1,0
Fayette,Springhill Township - 72-01,Judge of the Superior Court,,LBR,Daniel Wassmer,11,6,5,0
Fayette,Stewart Township - 74-01,Judge of the Superior Court,,LBR,Daniel Wassmer,4,4,0,0
Fayette,Uniontown City 1 - 76-01,Judge of the Superior Court,,LBR,Daniel Wassmer,10,8,2,0
Fayette,Uniontown City 2 - 76-02,Judge of the Superior Court,,LBR,Daniel Wassmer,11,6,5,0
Fayette,Uniontown City 3 - 76-03,Judge of the Superior Court,,LBR,Daniel Wassmer,4,4,0,0
Fayette,Uniontown City 4 - 76-04,Judge of the Superior Court,,LBR,Daniel Wassmer,1,1,0,0
Fayette,Uniontown City 5 - 76-05,Judge of the Superior Court,,LBR,Daniel Wassmer,6,6,0,0
Fayette,Uniontown City 6 - 76-06,Judge of the Superior Court,,LBR,Daniel Wassmer,7,5,2,0
Fayette,Uniontown City 7 - 76-07,Judge of the Superior Court,,LBR,Daniel Wassmer,3,1,2,0
Fayette,Upper Tyrone Township - 78-01,Judge of the Superior Court,,LBR,Daniel Wassmer,3,2,1,0
Fayette,Vanderbilt Borough - 80-01,Judge of the Superior Court,,LBR,Daniel Wassmer,5,5,0,0
Fayette,Washington Township - 82-01,Judge of the Superior Court,,LBR,Daniel Wassmer,13,7,6,0
Fayette,Wharton Township - 84-01,Judge of the Superior Court,,LBR,Daniel Wassmer,20,13,6,1
Fayette,Belle Vernon Borough - 02-01,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Brownsville Township - 04-01,Judge of the Superior Court,,,Write-in,1,1,0,0
Fayette,Brownsville Borough 1 - 06-01,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Brownsville Borough 2 - 06-02,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Brownsville Borough 3 - 06-03,Judge of the Superior Court,,,Write-in,1,1,0,0
Fayette,Bullskin Township 1 - 08-01,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Bullskin Township 2 - 08-02,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Bullskin Township 3 - 08-03,Judge of the Superior Court,,,Write-in,1,1,0,0
Fayette,Connellsville City 1- 10-01,Judge of the Superior Court,,,Write-in,1,1,0,0
Fayette,Connellsville City 2- 10-02,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Connellsville City 3- 10-03,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Connellsville City 4- 10-04,Judge of the Superior Court,,,Write-in,1,1,0,0
Fayette,Connellsville Township - 12-01,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Dawson Borough - 14-01,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Dunbar Township 1 - 16-01,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Dunbar Township 2 - 16-02,Judge of the Superior Court,,,Write-in,1,1,0,0
Fayette,Dunbar  Borough - 18-01,Judge of the Superior Court,,,Write-in,1,1,0,0
Fayette,Everson Borough - 20-01,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Fairchance Borough - 22-01,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Fayette City Borough - 24-01,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Franklin Township 1 - 26-01,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Franklin Township 2 - 26-02,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Georges Township 1 - 28-01,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Georges Township 2 - 28-02,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Georges Township 3 - 28-03,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,German Township 1 - 30-01,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,German Township 2 - 30-02,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,German Township 3 - 30-03,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,German Township 4 - 30-04,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Henry Clay Township - 32-01,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Jefferson Township - 34-01,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Lower Tyrone Township - 36-01,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Luzerne Township 1 - 38-01,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Luzerne Township 2 - 38-02,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Luzerne Township 3 - 38-03,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Luzerne Township 4 - 38-04,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Markleysburg Borough - 40-01,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Masontown Borough - 42-01,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Menallen Township 1 - 44-01,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Menallen Township 2 - 44-02,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Menallen Township 3 - 44-03,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Newell Borough - 46-01,Judge of the Superior Court,,,Write-in,0,0,0,0
Fayette,Nicholson Township - 48-01,Judge of the Superior Court,,,Write-in,0,0,0,0
